l,m,alm
0,0,(-0.15759188018840753+0j)
1,-1,(0.06272544512425429+0.11554897636421352j)
1,0,(-0.7053986142071428+0j)
1,1,(-0.06272544512425429+0.11554897636421352j)
2,-2,(0.1282664770136914-0.08768132444971932j)
2,-1,(0.111813874618729+0.06487421687190481j)
2,0,(-0.12263719476750855+0j)
2,1,(-0.11181387461872905+0.06487421687190482j)
2,2,(0.12826647701369145+0.08768132444971932j)
3,-3,(-0.06739078408383335-0.06608775425518316j)
3,-2,(-0.1322736249619152-0.198762271562369j)
3,-1,(-0.11326384670499445+0.021127993183222674j)
3,0,(-0.7894213332751877+0j)
3,1,(0.11326384670499445+0.021127993183222685j)
3,2,(-0.13227362496191516+0.198762271562369j)
3,3,(0.06739078408383335-0.06608775425518316j)
4,-4,(0.26729671003914185-0.2334497366984342j)
4,-3,(0.01311853947873835-0.030433854045132137j)
4,-2,(-0.09340300093975065+0.09663134520491684j)
4,-1,(-0.01078381703927215-0.009280550841769713j)
4,0,(0.0964418729883653+0j)
4,1,(0.01078381703927215-0.009280550841769703j)
4,2,(-0.09340300093975067-0.09663134520491683j)
4,3,(-0.01311853947873835-0.030433854045132134j)
4,4,(0.26729671003914185+0.2334497366984342j)
5,-5,(-0.04746743088401041+0.1683979153417619j)
5,-4,(0.0434669800860431+0.02608279391583237j)
5,-3,(-0.23362007866686527+0.07269923210574267j)
5,-2,(-0.16099898651040007-0.003235751243162118j)
5,-1,(0.07451931503952013-0.0775142369967858j)
5,0,(-0.7573058626717252+0j)
5,1,(-0.07451931503952013-0.07751423699678579j)
5,2,(-0.1609989865104001+0.003235751243162149j)
5,3,(0.23362007866686524+0.07269923210574267j)
5,4,(0.04346698008604306-0.026082793915832393j)
5,5,(0.04746743088401041+0.16839791534176188j)
6,-6,(-0.21745960296559677+0.1652726566094694j)
6,-5,(0.028583219244733-0.07045331380282256j)
6,-4,(0.3192985494509385-0.2187136725751264j)
6,-3,(-0.13603162156447382+0.00943473877007734j)
6,-2,(0.2677613635434872+0.11707977747069663j)
6,-1,(-0.2313801941241822-0.08495349714018091j)
6,0,(0.10263319134005705+0j)
6,1,(0.2313801941241822-0.08495349714018091j)
6,2,(0.2677613635434872-0.11707977747069664j)
6,3,(0.1360316215644738+0.00943473877007734j)
6,4,(0.3192985494509385+0.2187136725751264j)
6,5,(-0.028583219244732994-0.07045331380282256j)
6,6,(-0.21745960296559677-0.1652726566094694j)
7,-7,(0.1724670961345828-0.0377440765250413j)
7,-6,(-0.266767523016845+0.07022790491927966j)
7,-5,(-0.01995206660407532+0.05163369000322826j)
7,-4,(-0.2222659515910292+0.2585803887770257j)
7,-3,(-0.16681023921870214+0.040224390636212665j)
7,-2,(0.18154267364272617+0.03787951526534714j)
7,-1,(0.0033059939106696865-0.01298258558771456j)
7,0,(-0.7131041090243624+0j)
7,1,(-0.003305993910669676-0.01298258558771456j)
7,2,(0.18154267364272617-0.03787951526534713j)
7,3,(0.16681023921870214+0.04022439063621267j)
7,4,(-0.22226595159102924-0.25858038877702577j)
7,5,(0.01995206660407532+0.05163369000322822j)
7,6,(-0.266767523016845-0.07022790491927963j)
7,7,(-0.1724670961345828-0.037744076525041276j)
8,-8,(0.020750514424538728+0.16520660918035165j)
8,-7,(-0.17461471314226476+0.17131902732153237j)
8,-6,(-0.06615220006978463-0.020773437627666955j)
8,-5,(0.16009648195935042+0.10860226696116841j)
8,-4,(0.052340024364138385-0.43600711832934397j)
8,-3,(0.1974969505253088-0.056979633328903476j)
8,-2,(-0.06314849539041939-0.11500343766379695j)
8,-1,(0.06455398715652491+0.046740705708570744j)
8,0,(0.11275551644628724+0j)
8,1,(-0.06455398715652491+0.04674070570857076j)
8,2,(-0.06314849539041939+0.11500343766379695j)
8,3,(-0.1974969505253088-0.056979633328903496j)
8,4,(0.052340024364138385+0.43600711832934397j)
8,5,(-0.16009648195935042+0.10860226696116844j)
8,6,(-0.06615220006978462+0.020773437627666966j)
8,7,(0.17461471314226473+0.17131902732153237j)
8,8,(0.020750514424538728-0.16520660918035165j)
9,-9,(0.037985050088125645+0.0256442630721123j)
9,-8,(0.2946865131674418+0.25894563466496284j)
9,-7,(-0.08715647414436047-0.14879670314687027j)
9,-6,(-0.04616691977556282+0.3715424231576025j)
9,-5,(0.029278501421250117+0.22732950865736165j)
9,-4,(-0.16326667441604717+0.12600702033631506j)
9,-3,(0.1125230916759701-0.149552183947075j)
9,-2,(0.06818330523581285+0.04317535698450346j)
9,-1,(0.0681255835156136+0.25665107037539725j)
9,0,(-0.5295516820643711+0j)
9,1,(-0.0681255835156136+0.25665107037539725j)
9,2,(0.0681833052358129-0.04317535698450345j)
9,3,(-0.11252309167597015-0.14955218394707503j)
9,4,(-0.16326667441604725-0.12600702033631506j)
9,5,(-0.029278501421250075+0.22732950865736165j)
9,6,(-0.04616691977556284-0.3715424231576026j)
9,7,(0.08715647414436047-0.14879670314687027j)
9,8,(0.2946865131674418-0.25894563466496284j)
9,9,(-0.037985050088125645+0.025644263072112296j)
10,-10,(-0.027661403031889197+0.008936591126317627j)
10,-9,(-0.05343570882048625+0.011834760104730366j)
10,-8,(0.056561060613754204-0.09466011484655938j)
10,-7,(0.019139192907396657-0.22345572493418214j)
10,-6,(-0.11145726308915886-0.0677662464563174j)
10,-5,(0.3461262011260338-0.17583272621200421j)
10,-4,(-0.15933134095680215-0.14091233797833494j)
10,-3,(0.1361602563157829-0.09821142155502378j)
10,-2,(-0.05514945936153954-0.11033108619294416j)
10,-1,(0.12880632035858985-0.019117814251995817j)
10,0,(0.046696543890002634+0j)
10,1,(-0.12880632035858985-0.019117814251995838j)
10,2,(-0.05514945936153956+0.11033108619294416j)
10,3,(-0.13616025631578288-0.09821142155502381j)
10,4,(-0.15933134095680215+0.1409123379783349j)
10,5,(-0.34612620112603387-0.17583272621200421j)
10,6,(-0.11145726308915888+0.0677662464563174j)
10,7,(-0.019139192907396678-0.2234557249341821j)
10,8,(0.05656106061375418+0.09466011484655938j)
10,9,(0.05343570882048625+0.011834760104730365j)
10,10,(-0.02766140303188919-0.008936591126317627j)
11,-11,(0.20315727576750756+0.05113678676849559j)
11,-10,(-0.09745001763069454-0.06998388953485304j)
11,-9,(-0.09964944208020035+0.0097345715834827j)
11,-8,(0.3632406842665015+0.10792307685555881j)
11,-7,(-0.17293396505067335-0.09771869313806357j)
11,-6,(-0.02211559963380153+0.4769120762709031j)
11,-5,(-0.0034867770053273136+0.07464644682729718j)
11,-4,(-0.022600402369357633-0.07059723518867274j)
11,-3,(-0.06950305346464311-0.06873503176047453j)
11,-2,(-0.019962823536026315+0.023552342067983678j)
11,-1,(0.006150254645858553+0.10161284898363389j)
11,0,(-0.38205564383135693+0j)
11,1,(-0.006150254645858553+0.10161284898363389j)
11,2,(-0.019962823536026304-0.02355234206798367j)
11,3,(0.06950305346464312-0.06873503176047456j)
