l,m,alm
0,0,(-0.17768154820563917+0j)
1,-1,(-0.5134351603168859+0.7502181897881764j)
1,0,(0.5781850790530848+0j)
1,1,(0.5134351603168859+0.7502181897881764j)
2,-2,(0.9438173309910762-0.8004261039988757j)
2,-1,(-0.0671849332431323-2.3891612105541054j)
2,0,(-0.5921075721725794+0j)
2,1,(0.06718493324313234-2.389161210554106j)
2,2,(0.9438173309910766+0.8004261039988754j)
3,-3,(0.1618487202777003-1.4551774025950954j)
3,-2,(-0.458015780840824+2.7727354157127664j)
3,-1,(0.36416892071574813-1.024019750673028j)
3,0,(-2.7555126724679675+0j)
3,1,(-0.36416892071574813-1.024019750673028j)
3,2,(-0.458015780840824-2.7727354157127664j)
3,3,(-0.1618487202777003-1.4551774025950952j)
4,-4,(0.2755994593138291+1.113487249516788j)
4,-3,(-0.2660106754306516-2.8672124014763627j)
4,-2,(0.21127657369378147+1.1701226974236534j)
4,-1,(0.7752856560167597+0.734661020576611j)
4,0,(-0.4884593597210701+0j)
4,1,(-0.7752856560167597+0.7346610205766109j)
4,2,(0.21127657369378136-1.1701226974236532j)
4,3,(0.26601067543065154-2.8672124014763627j)
4,4,(0.27559945931382895-1.113487249516788j)
5,-5,(-0.16074843648722656+0.16010690508721223j)
5,-4,(0.40908376954945547+3.1537384759232117j)
5,-3,(-1.2397802688732442-1.0517949715916604j)
5,-2,(-0.6343459489394115+0.09072310055551461j)
5,-1,(1.3209753891102776-0.8038664589477283j)
5,0,(1.9109405384465736+0j)
5,1,(-1.3209753891102771-0.8038664589477283j)
5,2,(-0.6343459489394114-0.09072310055551477j)
5,3,(1.239780268873244-1.05179497159166j)
5,4,(0.4090837695494555-3.1537384759232117j)
5,5,(0.16074843648722656+0.16010690508721215j)
6,-6,(-0.39624120252832545+1.3215402447233027j)
6,-5,(1.0255616162433916+0.43400361935558873j)
6,-4,(0.9233778326311181+1.3440037174149226j)
6,-3,(-0.3591652672886025-0.11737896000479836j)
6,-2,(-1.8657558098692761+1.4137080572533953j)
6,-1,(-0.23016601720277982+0.19968689855651695j)
6,0,(2.654307090228767+0j)
6,1,(0.23016601720277977+0.19968689855651703j)
6,2,(-1.8657558098692764-1.4137080572533958j)
6,3,(0.3591652672886023-0.11737896000479849j)
6,4,(0.9233778326311181-1.3440037174149229j)
6,5,(-1.0255616162433914+0.43400361935558873j)
6,6,(-0.3962412025283251-1.3215402447233027j)
7,-7,(-0.18602978614311322+0.2028370805868204j)
7,-6,(-2.0239400502448412+0.28293083680389514j)
7,-5,(0.4264573250199864+0.2764321215086074j)
7,-4,(0.2326440626357198+1.8361370886953299j)
7,-3,(0.550235245299637+0.6268678101218923j)
7,-2,(0.874976143512137+0.5705461630515979j)
7,-1,(-1.797691699250873+1.4018475883581745j)
7,0,(-0.16945514299091613+0j)
7,1,(1.797691699250873+1.4018475883581745j)
