l,m,alm
0,0,(-0.21207180468687004+0j)
1,-1,(-0.023482504750214916-0.22153291336557915j)
1,0,(-0.6839966407660438+0j)
1,1,(0.023482504750214916-0.22153291336557915j)
2,-2,(-0.4337822703234317-0.0805039530529522j)
2,-1,(0.06668885884252608-0.014893441654511815j)
2,0,(0.0694800055758458+0j)
2,1,(-0.06668885884252611-0.014893441654511794j)
2,2,(-0.43378227032343175+0.08050395305295222j)
3,-3,(-0.13674644167671116+0.6065362356032897j)
3,-2,(-0.006915178551392622-0.2775082814821009j)
3,-1,(-0.06880174378381383-0.053510004638767636j)
3,0,(-0.7420899726657313+0j)
3,1,(0.06880174378381382-0.053510004638767636j)
3,2,(-0.006915178551392601+0.27750828148210077j)
3,3,(0.13674644167671116+0.6065362356032897j)
4,-4,(0.4532017897854931+0.48860439338098405j)
4,-3,(0.10354187329091434-0.11666618071770574j)
4,-2,(0.06799206215914302+0.02375848404988128j)
4,-1,(-0.08212747936560649-0.17231171826529743j)
4,0,(0.1844057166304802+0j)
4,1,(0.08212747936560648-0.17231171826529743j)
4,2,(0.06799206215914302-0.02375848404988129j)
4,3,(-0.10354187329091435-0.11666618071770574j)
4,4,(0.4532017897854931-0.48860439338098405j)
5,-5,(0.3172614047854293+0.126703120306173j)
5,-4,(-0.2837871797303328-0.17273139375997257j)
5,-3,(0.13171476963028952+0.11628866789514154j)
5,-2,(-0.08765327735358283-0.013394960841129367j)
5,-1,(-0.018174679789384085+0.20115615235388165j)
5,0,(-0.8230688669814763+0j)
5,1,(0.018174679789384095+0.2011561523538817j)
5,2,(-0.08765327735358286+0.013394960841129379j)
5,3,(-0.13171476963028952+0.11628866789514154j)
5,4,(-0.2837871797303328+0.1727313937599726j)
5,5,(-0.3172614047854292+0.12670312030617295j)
6,-6,(0.035577870826092345+0.08781396765070061j)
6,-5,(-0.14173849157313165+0.07279814455851923j)
6,-4,(0.14289196145508257-0.11202514129571144j)
6,-3,(-0.13107928780109185+0.13279288245726278j)
6,-2,(-0.015951422471718754-0.057817490994220615j)
6,-1,(-0.01829286086512108-0.1000314251581311j)
6,0,(0.34638240044749874+0j)
6,1,(0.01829286086512109-0.10003142515813107j)
6,2,(-0.015951422471718768+0.05781749099422062j)
6,3,(0.13107928780109188+0.13279288245726278j)
6,4,(0.14289196145508257+0.11202514129571142j)
6,5,(0.14173849157313165+0.07279814455851923j)
6,6,(0.03557787082609235-0.08781396765070058j)
7,-7,(0.3148212704245274-0.033844683433196764j)
7,-6,(-0.06043604932000479+0.08148854767692436j)
7,-5,(0.07916580700789759-0.1318311322456707j)
7,-4,(-0.005913872077319402+0.16398590595271387j)
7,-3,(-0.04407232629555973-0.24876463421482126j)
7,-2,(0.045422413746069486-0.06376904808429405j)
7,-1,(-0.1591344560150027-0.027241405663036823j)
7,0,(-0.7963874674330497+0j)
7,1,(0.1591344560150027-0.02724140566303684j)
7,2,(0.045422413746069486+0.06376904808429405j)
7,3,(0.04407232629555974-0.24876463421482126j)
7,4,(-0.005913872077319392-0.1639859059527139j)
7,5,(-0.07916580700789759-0.13183113224567067j)
7,6,(-0.06043604932000478-0.08148854767692437j)
7,7,(-0.3148212704245274-0.03384468343319677j)
8,-8,(0.34820782769213354-0.18749139665438377j)
8,-7,(-0.27019854216403866+0.16179911863037483j)
8,-6,(0.03985943322403507-0.3005054633784797j)
8,-5,(0.05350721852839764+0.07935723249985764j)
8,-4,(-0.17827552054679627-0.027644771243548652j)
8,-3,(-0.0264527503309793+0.07460896765782234j)
8,-2,(-0.0067182672623746055+0.08685740450933478j)
8,-1,(-0.1410723157769608+0.1265530706922854j)
8,0,(0.12389702291721506+0j)
8,1,(0.1410723157769608+0.1265530706922854j)
8,2,(-0.006718267262374611-0.08685740450933477j)
8,3,(0.0264527503309793+0.07460896765782234j)
8,4,(-0.1782755205467963+0.027644771243548645j)
8,5,(-0.05350721852839764+0.07935723249985767j)
8,6,(0.03985943322403507+0.3005054633784797j)
8,7,(0.27019854216403866+0.1617991186303748j)
8,8,(0.34820782769213343+0.18749139665438377j)
9,-9,(0.11817121676359267-0.35472648493333775j)
9,-8,(0.1429896068748454+0.06080707873542535j)
9,-7,(-0.05663575515344362-0.25762649421597505j)
9,-6,(0.007767420451121977+0.03560209852106323j)
9,-5,(-0.26567061051547886+0.007828401917502111j)
9,-4,(0.005060498720782224-0.09308754385337693j)
9,-3,(-0.04561916679330253-0.04304209102805235j)
9,-2,(0.11200931728442891+0.07765763078549741j)
9,-1,(0.09359197044498957-0.004748232888405048j)
9,0,(-0.2216212409702973+0j)
9,1,(-0.09359197044498957-0.004748232888405038j)
9,2,(0.11200931728442891-0.07765763078549742j)
