l,m,alm
0,0,(-0.4292816950079252+0j)
1,-1,(-0.3959247064367652+1.3771104512999635j)
1,0,(-0.7486949074784033+0j)
1,1,(0.3959247064367652+1.3771104512999635j)
2,-2,(2.8821960472198693+0.7457373431630948j)
2,-1,(-1.4929049521706586-0.48505909909254136j)
2,0,(-1.360199334960676+0j)
2,1,(1.492904952170659-0.4850590990925415j)
2,2,(2.8821960472198693-0.7457373431630948j)
3,-3,(-1.2098722633897725+0.8776855160884043j)
3,-2,(-0.9173355421152998-0.2375550028938415j)
3,-1,(-0.9368230578706138-0.024215871973325347j)
3,0,(4.034002925999509+0j)
3,1,(0.9368230578706138-0.02421587197332539j)
3,2,(-0.9173355421152998+0.2375550028938415j)
3,3,(1.2098722633897723+0.8776855160884045j)
4,-4,(1.0453444539571048-0.5339867082559935j)
4,-3,(-4.159041015192243-0.3669355060842396j)
4,-2,(0.8333733218689615-0.07515762158296699j)
4,-1,(1.253328661483308-0.6176804787525425j)
4,0,(2.817586132345673+0j)
4,1,(-1.253328661483308-0.6176804787525426j)
4,2,(0.8333733218689614+0.07515762158296703j)
4,3,(4.159041015192243-0.3669355060842395j)
4,4,(1.0453444539571046+0.5339867082559934j)
5,-5,(2.381351560249681-1.2804626913442678j)
5,-4,(-3.40023492970107+2.2576481203765235j)
5,-3,(-1.7208355128143575+0.12436740505750084j)
5,-2,(0.13239047017152197-1.150923869122202j)
5,-1,(0.37230914387627867-0.5974353217673147j)
5,0,(-3.417544024422892+0j)
5,1,(-0.3723091438762785-0.5974353217673147j)
5,2,(0.1323904701715218+1.150923869122202j)
5,3,(1.7208355128143569+0.124367405057501j)
5,4,(-3.40023492970107-2.257648120376524j)
5,5,(-2.3813515602496804-1.280462691344268j)
6,-6,(-1.5684536021460993+0.4621350589822197j)
6,-5,(-1.9372902564024326-5.022753203073079j)
6,-4,(2.363757926169362+0.1270390223322958j)
6,-3,(0.975337987035412-0.7561905056104017j)
6,-2,(-1.3504025329235332-1.3782897115748187j)
6,-1,(1.2169512162534593+0.17090669818556645j)
6,0,(0.6171498998587975+0j)
6,1,(-1.216951216253459+0.17090669818556653j)
6,2,(-1.3504025329235334+1.378289711574819j)
6,3,(-0.975337987035412-0.7561905056104017j)
6,4,(2.3637579261693626-0.12703902233229555j)
6,5,(1.937290256402432-5.022753203073079j)
6,6,(-1.5684536021460993-0.46213505898221935j)
7,-7,(-0.421901729768843+0.1506363507626867j)
7,-6,(-4.021664707569033+4.9033854535381485j)
7,-5,(2.438385345794217-3.6223465334162888j)
7,-4,(0.5002954915944171-1.5737547351105312j)
7,-3,(1.9606370143719534-0.3446954046748105j)
7,-2,(-0.30477774552042364+1.0345360903318148j)
7,-1,(1.3067967222893149+0.5214002462142328j)
7,0,(0.9696438066487589+0j)
7,1,(-1.3067967222893149+0.5214002462142329j)
7,2,(-0.3047777455204235-1.0345360903318148j)
7,3,(-1.9606370143719534-0.34469540467481036j)
7,4,(0.5002954915944174+1.5737547351105312j)
7,5,(-2.438385345794217-3.6223465334162888j)
7,6,(-4.021664707569033-4.9033854535381485j)
7,7,(0.42190172976884316+0.1506363507626867j)
8,-8,(-4.92976779361084+2.1074147137569965j)
8,-7,(-4.037123730447288+2.3659051951281658j)
8,-6,(0.7323026923077205-2.47008184189687j)
8,-5,(-1.2463494272024767+0.2971728210445294j)
8,-4,(-0.7915406820402495+0.7036780333667416j)
8,-3,(1.1952839173694263+0.042704323289801394j)
8,-2,(0.5489025980458091+0.6026748572196968j)
8,-1,(-2.942728182625847+0.294868731000293j)
8,0,(-2.5754435088956367+0j)
8,1,(2.942728182625847+0.2948687310002928j)
8,2,(0.548902598045809-0.6026748572196968j)
8,3,(-1.1952839173694265+0.042704323289801185j)
8,4,(-0.7915406820402499-0.7036780333667414j)
8,5,(1.2463494272024773+0.29717282104452974j)
8,6,(0.7323026923077202+2.4700818418968695j)
8,7,(4.037123730447288+2.3659051951281658j)
8,8,(-4.92976779361084-2.1074147137569965j)
9,-9,(1.4237735088191734-0.5622407165142677j)
9,-8,(-2.7137489390950034-1.7410145600672493j)
9,-7,(-1.9195145691918194-1.3086652531449523j)
9,-6,(-2.811296299046532-0.5594761740558641j)
9,-5,(-0.11162559775730985-1.1870452707228534j)
9,-4,(3.2040822600435837+1.5042851645719422j)
9,-3,(0.1283453512561378+0.04308418412329861j)
9,-2,(-0.7564612623770234+1.4194897497454404j)
9,-1,(-0.9839049231106546-0.5360089700221852j)
9,0,(1.055896428381436+0j)
9,1,(0.9839049231106547-0.5360089700221853j)
9,2,(-0.7564612623770232-1.4194897497454404j)
9,3,(-0.12834535125613789+0.04308418412329861j)
9,4,(3.2040822600435837-1.5042851645719424j)
9,5,(0.11162559775730978-1.1870452707228534j)
9,6,(-2.8112962990465324+0.5594761740558645j)
9,7,(1.9195145691918194-1.308665253144952j)
9,8,(-2.713748939095003+1.7410145600672493j)
9,9,(-1.4237735088191732-0.5622407165142674j)
10,-10,(1.7389852838749602+1.7490686556456077j)
10,-9,(-1.5362540827902351+4.107856153107115j)
10,-8,(-4.789699408046466-0.44893927485172097j)
10,-7,(0.2769623060520525-0.6485623338830407j)
10,-6,(1.7047594792749992-2.241300763223946j)
10,-5,(0.6528138391486239+2.624604098207404j)
10,-4,(-1.47187839217373-1.3833649280444353j)
10,-3,(-0.9022453026259353+2.120620837122441j)
10,-2,(-1.464064734480979-0.7551397335239235j)
10,-1,(2.8107296240672675-1.3868567573633221j)
10,0,(1.0488433470859944+0j)
10,1,(-2.810729624067267-1.3868567573633217j)
10,2,(-1.464064734480979+0.7551397335239237j)
10,3,(0.9022453026259352+2.120620837122441j)
10,4,(-1.4718783921737304+1.3833649280444356j)
10,5,(-0.6528138391486239+2.624604098207404j)
10,6,(1.7047594792749996+2.2413007632239466j)
10,7,(-0.2769623060520525-0.6485623338830405j)
10,8,(-4.789699408046466+0.4489392748517206j)
10,9,(1.5362540827902347+4.107856153107115j)
10,10,(1.73898528387496-1.7490686556456077j)
11,-11,(1.6286000761271802+0.30427169601009824j)
11,-10,(1.7305972593813512-2.854111190088019j)
11,-9,(4.464924333647371+0.19744739503784642j)
