l,m,alm
0,0,(-0.33380480751653663+0j)
1,-1,(-0.5052321719488625+1.020978639960393j)
1,0,(0.6807333159450529+0j)
1,1,(0.5052321719488625+1.020978639960393j)
2,-2,(0.5064470692714595-1.2772657551885864j)
2,-1,(-0.8816495069392369-2.589170449288343j)
2,0,(0.13647746287950743+0j)
2,1,(0.8816495069392372-2.589170449288344j)
2,2,(0.5064470692714595+1.2772657551885862j)
3,-3,(1.3788703306514858-0.21356759411277756j)
3,-2,(0.5030547076559061+3.1313625611324745j)
3,-1,(-1.5220916027413982-1.375985789443638j)
3,0,(-2.5542909963814893+0j)
3,1,(1.5220916027413984-1.375985789443638j)
3,2,(0.5030547076559057-3.1313625611324736j)
3,3,(-1.3788703306514858-0.21356759411277768j)
4,-4,(-3.1393061380509764+1.4367253749038957j)
4,-3,(0.3385621243576609-2.036322015964757j)
4,-2,(1.848294938214145-0.34597303184426553j)
4,-1,(0.5359591845660894+0.9029140185943261j)
4,0,(-1.2324748231468405+0j)
4,1,(-0.5359591845660894+0.9029140185943257j)
4,2,(1.848294938214145+0.34597303184426587j)
4,3,(-0.3385621243576611-2.0363220159647573j)
4,4,(-3.139306138050977-1.4367253749038953j)
5,-5,(0.3074621162484926-3.5556184099211117j)
5,-4,(2.140463059855646+0.9533220077969157j)
5,-3,(-0.7995352924690766+0.9652289694715763j)
5,-2,(-1.156024499465652-0.3973680846466685j)
5,-1,(1.5756923561161555-0.8684114223397352j)
5,0,(1.7782831153097007+0j)
5,1,(-1.5756923561161555-0.8684114223397353j)
5,2,(-1.156024499465652+0.39736808464666873j)
5,3,(0.7995352924690765+0.9652289694715763j)
5,4,(2.140463059855646-0.9533220077969158j)
5,5,(-0.3074621162484923-3.5556184099211103j)
6,-6,(-0.16071662412982093+1.7809462116552002j)
6,-5,(-0.9742142540002968-0.2987058507579734j)
6,-4,(0.5057581924892646-0.4550026152246676j)
6,-3,(-0.5162690345556263+0.012841065387842661j)
6,-2,(-1.2371245952513357+1.768566130102218j)
6,-1,(-0.9467689552070874-0.7567637929969363j)
6,0,(1.9005582445874207+0j)
6,1,(0.9467689552070874-0.7567637929969364j)
6,2,(-1.237124595251336-1.768566130102218j)
6,3,(0.5162690345556263+0.012841065387842599j)
6,4,(0.5057581924892642+0.45500261522466745j)
6,5,(0.9742142540002963-0.29870585075797357j)
6,6,(-0.1607166241298211-1.7809462116551995j)
7,-7,(-3.3078388936785283+1.1792444920765295j)
7,-6,(-0.15185905622554943-0.025685031749649406j)
7,-5,(0.14635076760189758+1.3088647228346353j)
7,-4,(-0.17655032543445787+1.3572169818911155j)
7,-3,(-1.0460789784967106-1.268249617027184j)
7,-2,(2.6791566366785564-1.1486702657665295j)
7,-1,(-0.8568518983048435+1.4029784110407375j)
7,0,(-0.41499376951930605+0j)
7,1,(0.8568518983048439+1.4029784110407375j)
7,2,(2.679156636678557+1.1486702657665298j)
7,3,(1.0460789784967104-1.2682496170271842j)
7,4,(-0.17655032543445803-1.3572169818911155j)
7,5,(-0.14635076760189752+1.3088647228346353j)
7,6,(-0.15185905622554924+0.025685031749649527j)
7,7,(3.3078388936785283+1.1792444920765295j)
8,-8,(2.7599206769057005-0.19324880785577367j)
8,-7,(1.7255550723263742+0.060989100338423315j)
8,-6,(-1.0512855256409244-2.3957772035241414j)
8,-5,(1.790887843172627-3.6081941867410428j)
8,-4,(1.7103434727876201-0.3089592223659219j)
8,-3,(0.1941580532538085+1.1401795249251174j)
8,-2,(0.72810539872797-1.499011048419715j)
8,-1,(0.7436213171206617+0.8448575683940422j)
8,0,(0.2116307881131698+0j)
8,1,(-0.7436213171206618+0.8448575683940426j)
8,2,(0.7281053987279702+1.499011048419715j)
8,3,(-0.19415805325380842+1.1401795249251176j)
8,4,(1.7103434727876201+0.30895922236592166j)
8,5,(-1.7908878431726265-3.6081941867410428j)
8,6,(-1.0512855256409244+2.3957772035241414j)
8,7,(-1.7255550723263737+0.060989100338423474j)
8,8,(2.7599206769057+0.19324880785577359j)
9,-9,(-4.2443489696610825+3.8399550492682955j)
9,-8,(-4.588810005086549-1.467176578965737j)
9,-7,(0.39644121042956676+3.9291296275107888j)
9,-6,(-0.3467946519495611+3.6545530264901607j)
9,-5,(-0.5221099405963797+1.6011631235782553j)
9,-4,(0.17645098249266977-3.570736583614118j)
9,-3,(1.331987919701219+0.7722797383696313j)
9,-2,(-1.3299714827046742+0.25277353814891723j)
9,-1,(-0.2573666999072593-0.7156338085805212j)
9,0,(0.12583757978119872+0j)
9,1,(0.25736669990725936-0.7156338085805215j)
9,2,(-1.3299714827046747-0.2527735381489171j)
9,3,(-1.3319879197012192+0.7722797383696313j)
9,4,(0.17645098249266988+3.570736583614119j)
9,5,(0.5221099405963797+1.6011631235782553j)
9,6,(-0.3467946519495611-3.654553026490162j)
9,7,(-0.39644121042956665+3.9291296275107888j)
9,8,(-4.5888100050865495+1.4671765789657374j)
9,9,(4.2443489696610825+3.8399550492682955j)
10,-10,(-0.17028497443313864-2.439779509272414j)
10,-9,(5.886841932796649-3.229564204130917j)
10,-8,(-0.4358438323727221-1.494589803356629j)
10,-7,(-1.3969872686916507-0.951779185925079j)
10,-6,(0.4394595715297722+0.8522005919627758j)
10,-5,(0.3364041263674662+3.020238953908751j)
10,-4,(-1.883809810113465-0.4053997771901581j)
10,-3,(0.07434563412212257-1.4545184726701224j)
10,-2,(0.6693795146512204-0.07358266665792403j)
10,-1,(-0.3397237965418929+0.08502638824064554j)
10,0,(0.40026776680487575+0j)
10,1,(0.3397237965418929+0.08502638824064564j)
10,2,(0.6693795146512204+0.07358266665792407j)
10,3,(-0.07434563412212249-1.4545184726701224j)
10,4,(-1.883809810113465+0.405399777190158j)
10,5,(-0.3364041263674662+3.020238953908751j)
10,6,(0.43945957152977205-0.8522005919627761j)
10,7,(1.3969872686916507-0.9517791859250794j)
10,8,(-0.43584383237272195+1.494589803356629j)
