l,m,alm
0,0,(0.7634823860461234+0j)
1,-1,(-1.0061399060382206+1.6383412182775188j)
1,0,(-1.4051003131708608+0j)
1,1,(1.0061399060382206+1.6383412182775188j)
2,-2,(-1.5695907367058508-1.2833245597635428j)
2,-1,(3.0565152037608203-0.7589159684484121j)
2,0,(-1.4782251371683148+0j)
2,1,(-3.056515203760821-0.7589159684484124j)
2,2,(-1.569590736705851+1.283324559763543j)
3,-3,(-3.1751273115757184+0.3667741585617539j)
3,-2,(1.8980713117085652-0.2372020304676923j)
3,-1,(-0.013075077866147714+1.2636492978424514j)
3,0,(2.7090814325913586+0j)
3,1,(0.013075077866147714+1.2636492978424518j)
3,2,(1.8980713117085652+0.2372020304676923j)
3,3,(3.1751273115757184+0.3667741585617539j)
4,-4,(1.0475722363767916-1.3029292072660934j)
4,-3,(-1.708711894303879+2.5701528809849448j)
4,-2,(-2.114991936826283-1.4140523441561943j)
4,-1,(0.5722951048150545+1.76417965875359j)
4,0,(-1.2440753796542587+0j)
4,1,(-0.5722951048150544+1.76417965875359j)
4,2,(-2.114991936826283+1.414052344156194j)
4,3,(1.7087118943038784+2.570152880984945j)
4,4,(1.0475722363767916+1.3029292072660934j)
5,-5,(-0.366010166853187-0.10208828062279002j)
5,-4,(0.6411636043053522-0.20436643676619518j)
5,-3,(-1.8612555957493562-0.9241635174815589j)
5,-2,(0.6786216631456419+1.237940887514093j)
5,-1,(0.820903693822487-0.6406269070526721j)
5,0,(-1.0653263782398388+0j)
5,1,(-0.820903693822487-0.6406269070526721j)
5,2,(0.6786216631456419-1.237940887514093j)
5,3,(1.8612555957493562-0.9241635174815589j)
5,4,(0.6411636043053522+0.20436643676619534j)
5,5,(0.366010166853187-0.10208828062279002j)
6,-6,(-0.12913364906886918+0.2852508403227677j)
6,-5,(-0.23295364887511405+0.8648006728341379j)
6,-4,(0.5219208920558042-2.8952437881342514j)
6,-3,(0.2692382703657057+2.3433043045772393j)
6,-2,(1.0329885793281195+0.8066361003945938j)
6,-1,(-0.23473953549351648+0.21345710945252183j)
6,0,(3.3124002550657137+0j)
6,1,(0.23473953549351645+0.21345710945252175j)
6,2,(1.0329885793281195-0.8066361003945938j)
6,3,(-0.2692382703657058+2.3433043045772393j)
6,4,(0.5219208920558039+2.8952437881342514j)
6,5,(0.23295364887511405+0.8648006728341379j)
6,6,(-0.12913364906886926-0.28525084032276765j)
7,-7,(-2.4757458059404502+0.5629869086223748j)
7,-6,(-2.1008167035689107+1.1000419453729215j)
7,-5,(-1.0341737518163792-1.9119431832850389j)
7,-4,(-0.49849124812731727-0.49566461855426286j)
7,-3,(3.038622799285796-0.3786543858631548j)
7,-2,(-0.7803748347312929+0.6851291854022015j)
7,-1,(0.9272864849377859-0.37387735406375555j)
7,0,(-1.5554394467842512+0j)
7,1,(-0.927286484937786-0.3738773540637557j)
7,2,(-0.7803748347312929-0.6851291854022015j)
7,3,(-3.038622799285796-0.3786543858631548j)
7,4,(-0.4984912481273173+0.4956646185542632j)
7,5,(1.034173751816379-1.9119431832850389j)
7,6,(-2.1008167035689107-1.1000419453729213j)
7,7,(2.4757458059404502+0.5629869086223747j)
8,-8,(-0.0898762346401046-0.8379288997808171j)
8,-7,(-2.069231452591628-1.927104590212297j)
8,-6,(2.407746312460528-1.4018694996590484j)
8,-5,(-1.7405124226146957+1.931581025070567j)
8,-4,(-1.1579836708778946-0.585496705218202j)
8,-3,(1.4960038925650225-2.1919460856803394j)
8,-2,(0.9127889296518773+0.7931913508441633j)
8,-1,(-0.6608497221135662-2.800570180570596j)
8,0,(0.8562349333439415+0j)
8,1,(0.6608497221135664-2.8005701805705963j)
8,2,(0.9127889296518773-0.7931913508441633j)
8,3,(-1.4960038925650225-2.19194608568034j)
8,4,(-1.1579836708778946+0.585496705218202j)
8,5,(1.7405124226146957+1.931581025070567j)
8,6,(2.407746312460528+1.4018694996590482j)
8,7,(2.0692314525916276-1.927104590212297j)
8,8,(-0.08987623464010455+0.837928899780817j)
9,-9,(0.43520436221104736+0.25147717823738985j)
9,-8,(1.0172551293961445+0.561814321863751j)
