l,m,alm
0,0,(0.27737873419778775+0j)
1,-1,(0.513730017308185+0.13350215057592757j)
1,0,(0.12512264058927683+0j)
1,1,(-0.513730017308185+0.13350215057592757j)
2,-2,(-0.7419554294311624+0.04333201660668031j)
2,-1,(-0.3902013254076823+0.15495116023189914j)
2,0,(0.2510429951405741+0j)
2,1,(0.3902013254076825+0.15495116023189917j)
2,2,(-0.7419554294311624-0.04333201660668027j)
3,-3,(-1.757511402267027+0.2211064017896593j)
3,-2,(-0.1731367621642509+0.7412426091166369j)
3,-1,(0.5640322552816242-0.09724824517487426j)
3,0,(0.7057655604463509+0j)
3,1,(-0.5640322552816242-0.09724824517487426j)
3,2,(-0.17313676216425078-0.7412426091166369j)
3,3,(1.757511402267027+0.2211064017896592j)
4,-4,(-0.7982777128958197-1.435164025557972j)
4,-3,(1.3375040766623953-1.2385052790476052j)
4,-2,(-0.4473588365138423+0.04029552216544192j)
4,-1,(-0.8279697072333599+0.09337168177342794j)
4,0,(0.41179658869695074+0j)
4,1,(0.8279697072333598+0.09337168177342799j)
4,2,(-0.4473588365138423-0.04029552216544192j)
4,3,(-1.3375040766623956-1.238505279047605j)
4,4,(-0.79827771289582+1.435164025557972j)
5,-5,(-0.08243534098292567+1.184969630079193j)
5,-4,(1.588783315568367+0.8172270690939567j)
5,-3,(-0.8316458848621965+0.05954152268101568j)
5,-2,(0.5704200837653216+0.19417924875842035j)
5,-1,(0.43641917520741136+0.25500158012803165j)
5,0,(-0.35946575813980075+0j)
5,1,(-0.4364191752074113+0.25500158012803154j)
5,2,(0.5704200837653215-0.19417924875842044j)
5,3,(0.8316458848621965+0.0595415226810156j)
5,4,(1.588783315568367-0.817227069093957j)
5,5,(0.0824353409829258+1.1849696300791928j)
6,-6,(-0.6523087977032174+1.3039365974698587j)
6,-5,(0.7255097672960366-2.179315118600888j)
6,-4,(-2.280287248840403-1.1272217940512532j)
6,-3,(-0.9897276686202329+0.23714957894414843j)
6,-2,(-0.28452106113218817+0.40702516322240806j)
6,-1,(0.25328947574110366+0.04893259739527497j)
6,0,(0.5282354214049253+0j)
6,1,(-0.25328947574110366+0.048932597395274884j)
6,2,(-0.2845210611321883-0.4070251632224079j)
6,3,(0.9897276686202329+0.23714957894414843j)
6,4,(-2.280287248840403+1.1272217940512532j)
6,5,(-0.7255097672960367-2.179315118600888j)
6,6,(-0.6523087977032174-1.3039365974698585j)
7,-7,(-0.6550742323858176+1.3595663713775255j)
7,-6,(1.45183828437887-0.9943934721596761j)
7,-5,(-1.193935092313933-0.26202108254823464j)
7,-4,(0.5159247151644155-0.5750589683673847j)
7,-3,(1.2010172449893821-1.2881903004897761j)
7,-2,(1.4667952460065115-0.4907748373585645j)
7,-1,(-0.9803396684924237+0.4483788058859922j)
7,0,(-0.3627556425405669+0j)
7,1,(0.980339668492424+0.4483788058859922j)
7,2,(1.4667952460065117+0.49077483735856436j)
7,3,(-1.2010172449893821-1.2881903004897763j)
7,4,(0.5159247151644154+0.5750589683673847j)
7,5,(1.1939350923139327-0.2620210825482346j)
7,6,(1.45183828437887+0.9943934721596761j)
7,7,(0.6550742323858176+1.3595663713775257j)
8,-8,(0.9812277283858848-0.5121440604880455j)
8,-7,(0.37236312992167997-2.813965646720006j)
8,-6,(-0.6379361266400616-1.3587134078957224j)
8,-5,(1.252710629778057+0.4937404103131544j)
8,-4,(0.4809717868791144+1.2480934255411844j)
8,-3,(-0.5537233077762896+2.216597138472386j)
8,-2,(-0.25148658948314184-0.6513270796111633j)
8,-1,(1.111594796566825-0.23374511712931023j)
8,0,(-0.03786337270501003+0j)
8,1,(-1.111594796566825-0.23374511712931018j)
8,2,(-0.25148658948314184+0.6513270796111633j)
8,3,(0.5537233077762899+2.216597138472386j)
8,4,(0.48097178687911435-1.2480934255411844j)
8,5,(-1.252710629778057+0.49374041031315435j)
8,6,(-0.6379361266400616+1.3587134078957224j)
8,7,(-0.37236312992167997-2.813965646720006j)
8,8,(0.9812277283858848+0.5121440604880456j)
9,-9,(2.33906584808882+1.490317811846899j)
9,-8,(0.8119731976625302+0.19747386925191865j)
9,-7,(1.8910314481978037+1.6691400968414682j)
9,-6,(0.5592780181630447+2.3900240518052045j)
9,-5,(0.07795862319056038-1.1133055666779745j)
