l,m,alm
0,0,(0.24894099117642957+0j)
1,-1,(0.2347131218722356-1.2820284996785727j)
1,0,(-0.734712739332119+0j)
1,1,(-0.2347131218722356-1.2820284996785727j)
2,-2,(-1.9603315914797086-0.25504757201951866j)
2,-1,(-1.1186921214199923+0.42585419157621224j)
2,0,(0.7844782001850973+0j)
2,1,(1.1186921214199925+0.42585419157621235j)
2,2,(-1.960331591479709+0.25504757201951855j)
3,-3,(0.1461772864448636-1.8375993261232249j)
3,-2,(1.1600348870286954+0.2309710090816497j)
3,-1,(0.334274040797287+0.8791025899641212j)
3,0,(-1.572768246870377+0j)
3,1,(-0.33427404079728706+0.8791025899641212j)
3,2,(1.1600348870286956-0.23097100908164966j)
3,3,(-0.14617728644486344-1.8375993261232244j)
4,-4,(-0.21130425977830947-1.4734420790688867j)
4,-3,(1.8389148591686468+2.2112137503707414j)
4,-2,(-0.41146293649645765+0.47171239698284534j)
4,-1,(0.42331279007602596+0.3313619709838398j)
4,0,(-1.6415111477901285+0j)
4,1,(-0.42331279007602585+0.3313619709838398j)
4,2,(-0.4114629364964576-0.47171239698284534j)
4,3,(-1.8389148591686468+2.211213750370742j)
4,4,(-0.2113042597783094+1.4734420790688867j)
5,-5,(-1.971981587363821+0.9858317115821911j)
5,-4,(0.4756623105304664+0.452694280123539j)
5,-3,(0.9081230875482663-0.5827638593803696j)
5,-2,(-0.8057745996408676-0.07940544164936382j)
5,-1,(-1.0973954379435584-0.27328350442392746j)
5,0,(0.7754617595741184+0j)
5,1,(1.0973954379435584-0.27328350442392746j)
5,2,(-0.8057745996408676+0.07940544164936386j)
5,3,(-0.9081230875482665-0.5827638593803696j)
5,4,(0.4756623105304664-0.45269428012353935j)
5,5,(1.9719815873638205+0.9858317115821913j)
6,-6,(-0.9179850013509954+3.136175701488009j)
6,-5,(1.6541875393069656-0.6702950344396803j)
6,-4,(-0.870529214842601-0.7324324835933328j)
6,-3,(-0.8388517528883148-1.5660144181096092j)
6,-2,(1.2808877660002-0.05144413690141579j)
6,-1,(0.7473756301289164+0.21164348438428637j)
6,0,(-0.5352390199712499+0j)
6,1,(-0.7473756301289164+0.2116434843842865j)
6,2,(1.2808877660002+0.05144413690141581j)
6,3,(0.8388517528883148-1.5660144181096096j)
6,4,(-0.870529214842601+0.7324324835933328j)
6,5,(-1.6541875393069654-0.6702950344396801j)
6,6,(-0.917985001350995-3.136175701488009j)
7,-7,(-1.2596787583406286+1.9614430035211352j)
7,-6,(1.9442651961264745-2.2078510946384085j)
7,-5,(0.09801036063351357-0.10184767252169051j)
7,-4,(-0.6922882606118814+0.7375525237884424j)
7,-3,(-1.0951022516531386-0.09447628742285565j)
7,-2,(0.021891134585851756-0.23633878850259207j)
7,-1,(0.4055296085345344+0.41445229074503404j)
7,0,(-2.3253409667336644+0j)
7,1,(-0.40552960853453435+0.4144522907450342j)
7,2,(0.02189113458585184+0.23633878850259216j)
7,3,(1.0951022516531388-0.09447628742285565j)
7,4,(-0.6922882606118815-0.7375525237884424j)
7,5,(-0.09801036063351352-0.1018476725216906j)
7,6,(1.9442651961264743+2.207851094638408j)
7,7,(1.2596787583406286+1.9614430035211348j)
8,-8,(0.08892080679475217+3.785927364846696j)
8,-7,(1.5496909147380165-3.5155042978021815j)
8,-6,(0.1265645741884661+0.9354600091904931j)
8,-5,(-1.4174740454341457+2.0031064986195015j)
8,-4,(0.9883330435057599+0.8266409743731483j)
8,-3,(0.3052989142923964-0.4808575081081898j)
8,-2,(-0.9972982118134135+0.07415856877137757j)
8,-1,(-0.5357624625728307-0.6232219688339665j)
8,0,(0.8951217309108134+0j)
8,1,(0.5357624625728308-0.6232219688339666j)
8,2,(-0.9972982118134132-0.07415856877137748j)
8,3,(-0.30529891429239636-0.48085750810818995j)
8,4,(0.9883330435057599-0.8266409743731483j)
8,5,(1.4174740454341461+2.0031064986195015j)
8,6,(0.12656457418846614-0.9354600091904929j)
8,7,(-1.5496909147380165-3.5155042978021815j)
8,8,(0.08892080679475226-3.785927364846696j)
9,-9,(-0.7033930216358275+2.4016653908014423j)
9,-8,(0.25267553189858577-2.7081382562676852j)
9,-7,(-0.4864175242822662+0.391070276536064j)
9,-6,(-1.8252438637195387+0.9803779202881364j)
9,-5,(0.632897329196299-0.13556360901639802j)
9,-4,(0.6761472498920638-1.0310294016805763j)
9,-3,(-0.2512900856898364+0.8452395383352839j)
9,-2,(0.026279775804134688+0.6862123533583288j)
9,-1,(0.36462943026080114+0.5906941202165291j)
9,0,(0.7845937430845651+0j)
9,1,(-0.3646294302608011+0.5906941202165292j)
9,2,(0.02627977580413475-0.686212353358329j)
9,3,(0.2512900856898364+0.8452395383352839j)
9,4,(0.6761472498920638+1.0310294016805763j)
9,5,(-0.6328973291962992-0.13556360901639777j)
9,6,(-1.825243863719539-0.980377920288137j)
9,7,(0.48641752428226614+0.3910702765360641j)
9,8,(0.25267553189858566+2.7081382562676857j)
9,9,(0.7033930216358276+2.4016653908014427j)
10,-10,(1.1494206057396468+3.7493415684102565j)
10,-9,(-0.1415911038379796-2.295206311721258j)
10,-8,(-0.19968535846223387+0.0974402301086377j)
10,-7,(-0.2369668612956646+2.146752920758481j)
10,-6,(1.543941517206302-1.824760535054971j)
10,-5,(0.22022272614182-1.007920111573849j)
10,-4,(-1.6144148214727694+0.4068847449486082j)
10,-3,(-0.6181604659030425+0.8439620655600544j)
10,-2,(0.9290290273463605-0.5535601211174702j)
10,-1,(-0.0722547505419676-0.19463081495547727j)
10,0,(-1.9705034687477392+0j)
10,1,(0.07225475054196748-0.19463081495547727j)
10,2,(0.9290290273463608+0.5535601211174701j)
10,3,(0.6181604659030425+0.8439620655600542j)
10,4,(-1.6144148214727694-0.4068847449486082j)
10,5,(-0.22022272614182017-1.007920111573849j)
10,6,(1.5439415172063022+1.8247605350549714j)
10,7,(0.23696686129566466+2.146752920758481j)
10,8,(-0.19968535846223387-0.09744023010863774j)
10,9,(0.1415911038379797-2.295206311721258j)
10,10,(1.149420605739647-3.7493415684102565j)
11,-11,(0.7867871199572204+2.563893899063711j)
11,-10,(-0.38625523117886745-3.701641957862032j)
11,-9,(1.2174493492274192+0.9059091346623341j)
11,-8,(0.07516690450432902+2.6997419090294685j)
11,-7,(0.49014246364997544-1.0278360871844743j)
11,-6,(0.6518550838271402+0.28598636922697446j)
11,-5,(-1.1233558152753322+1.015280361084152j)
11,-4,(-0.3336393066060201+1.0530149187081386j)
11,-3,(1.2588327720943329-0.45561317401836926j)
11,-2,(0.31571788685915436+0.10290800338893707j)
11,-1,(0.13574347069893838-0.4722710127460989j)
11,0,(0.0909328183245708+0j)
11,1,(-0.13574347069893838-0.47227101274609895j)
11,2,(0.3157178868591544-0.1029080033889371j)
11,3,(-1.2588327720943333-0.4556131740183693j)
11,4,(-0.3336393066060201-1.0530149187081386j)
11,5,(1.1233558152753322+1.015280361084152j)
11,6,(0.6518550838271402-0.28598636922697446j)
11,7,(-0.4901424636499754-1.0278360871844745j)
11,8,(0.07516690450432902-2.6997419090294685j)
11,9,(-1.2174493492274192+0.9059091346623344j)
11,10,(-0.38625523117886745+3.701641957862032j)
11,11,(-0.7867871199572207+2.563893899063711j)
12,-12,(2.5328036802740543+1.7189486595363554j)
12,-11,(-2.676711986394995-3.689932805162257j)
12,-10,(0.36943833886532595+0.5931739192692419j)
12,-9,(-0.5389629030218405+1.271753605740156j)
12,-8,(-0.19352647692783795-2.264486728783158j)
12,-7,(0.08261162045234029-0.8368357958556059j)
12,-6,(-1.6709007159525713+1.3163331885621943j)
12,-5,(0.9153581761438898+0.5098415917962583j)
12,-4,(1.5733439711401542-0.7401594935467141j)
12,-3,(-0.3787112306099635+0.4783347233656776j)
12,-2,(-1.2113642298549097+0.8014928207906479j)
12,-1,(0.2483474288488097+0.6256946066249846j)
12,0,(1.4067960038411764+0j)
12,1,(-0.24834742884880973+0.6256946066249846j)
12,2,(-1.2113642298549097-0.8014928207906479j)
12,3,(0.3787112306099634+0.4783347233656776j)
12,4,(1.5733439711401542+0.7401594935467141j)
12,5,(-0.9153581761438898+0.5098415917962583j)
12,6,(-1.6709007159525713-1.3163331885621943j)
12,7,(-0.08261162045234025-0.8368357958556059j)
12,8,(-0.19352647692783786+2.264486728783158j)
12,9,(0.5389629030218404+1.271753605740156j)
12,10,(0.36943833886532595-0.5931739192692418j)
12,11,(2.676711986394995-3.6899328051622566j)
12,12,(2.5328036802740543-1.7189486595363554j)
13,-13,(0.9817275154207555-0.23554192946616972j)
13,-12,(-2.728285281163521-1.3388741078381827j)
13,-11,(2.3817353247018915+2.462441672347734j)
13,-10,(-0.06468498589929074+1.3969498221323062j)
13,-9,(-0.9252164528633984-2.560681548642155j)
13,-8,(0.7433471516230978-0.5730180140076945j)
13,-7,(0.2202893661773923+1.3008216448970626j)
13,-6,(0.5624695082597029-0.7893366610717276j)
13,-5,(1.0449839074338725-1.586285137609518j)
13,-4,(-0.28049663976669587-0.3096480348747011j)
13,-3,(-0.8767267477566916+0.1463985020188813j)
13,-2,(0.12233429624286041-1.0914605663493797j)
13,-1,(0.2630901696415008-0.24748250819084644j)
13,0,(-1.5103570345024757+0j)
13,1,(-0.26309016964150084-0.2474825081908464j)
13,2,(0.12233429624286041+1.0914605663493797j)
13,3,(0.8767267477566916+0.1463985020188813j)
13,4,(-0.28049663976669587+0.3096480348747011j)
13,5,(-1.0449839074338727-1.5862851376095186j)
13,6,(0.5624695082597029+0.7893366610717276j)
13,7,(-0.22028936617739234+1.3008216448970624j)
13,8,(0.7433471516230978+0.5730180140076945j)
13,9,(0.9252164528633984-2.5606815486421546j)
13,10,(-0.0646849858992907-1.3969498221323065j)
13,11,(-2.3817353247018915+2.462441672347734j)
13,12,(-2.728285281163521+1.3388741078381832j)
13,13,(-0.9817275154207552-0.23554192946616956j)
14,-14,(3.299071803011876+0.15798898341518827j)
14,-13,(-2.9485025145143853-0.4371138753776767j)
14,-12,(1.5863682512545503+1.4732468265365295j)
14,-11,(0.6374067520212656+0.6738780194500255j)
14,-10,(-0.4217450093669385-1.3623544597549369j)
14,-9,(-0.3118741774068894+0.42040585279455434j)
14,-8,(-0.4417220671960345+2.157530510132857j)
14,-7,(0.15580527726339932+0.0336825829769268j)
14,-6,(1.1104157422284502-0.5656261013468197j)
14,-5,(-1.1269108951979592+0.3779630774411538j)
14,-4,(-0.7196005532998411+0.8241704928654416j)
14,-3,(1.7532559406450163-0.9812272397348556j)
14,-2,(1.2588106305078897-0.5342160071454829j)
14,-1,(-0.8392728534822179-0.511039429986175j)
14,0,(-0.7971862892902197+0j)
14,1,(0.8392728534822183-0.5110394299861751j)
14,2,(1.2588106305078894+0.5342160071454828j)
14,3,(-1.7532559406450163-0.9812272397348555j)
14,4,(-0.7196005532998412-0.8241704928654418j)
14,5,(1.1269108951979592+0.3779630774411537j)
14,6,(1.1104157422284509+0.5656261013468197j)
14,7,(-0.1558052772633994+0.03368258297692667j)
14,8,(-0.44172206719603446-2.157530510132857j)
14,9,(0.31187417740688933+0.4204058527945544j)
14,10,(-0.42174500936693865+1.3623544597549369j)
14,11,(-0.6374067520212657+0.6738780194500255j)
14,12,(1.5863682512545507-1.4732468265365295j)
14,13,(2.948502514514385-0.4371138753776769j)
14,14,(3.299071803011876-0.15798898341518827j)
