l,m,alm
0,0,(0.5258276638714919+0j)
1,-1,(-0.3276247944807549-0.4509977215113052j)
1,0,(-0.8074375560994203+0j)
1,1,(0.3276247944807549-0.4509977215113052j)
2,-2,(-1.4051837731075218+1.7120373419726347j)
2,-1,(0.4456450203834407+0.4558347308404073j)
2,0,(-2.763211309406285+0j)
2,1,(-0.4456450203834407+0.45583473084040765j)
2,2,(-1.4051837731075223-1.7120373419726347j)
3,-3,(4.082065518657678+0.9366856596485551j)
3,-2,(-2.691857273821759+0.16306371155319677j)
3,-1,(0.3130274130805369+0.5346969546836459j)
3,0,(-2.185567043082001+0j)
3,1,(-0.313027413080537+0.5346969546836461j)
3,2,(-2.6918572738217583-0.16306371155319668j)
3,3,(-4.082065518657677+0.936685659648555j)
4,-4,(-3.5367544253232253-4.876397630069164j)
4,-3,(-0.3301522421410133+2.0259830186793253j)
4,-2,(-1.3896118375707438-0.7041502433295163j)
4,-1,(-0.5689253761132632+0.1060159366368278j)
4,0,(2.052466680782475+0j)
4,1,(0.5689253761132632+0.10601593663682776j)
4,2,(-1.3896118375707436+0.7041502433295163j)
4,3,(0.3301522421410133+2.0259830186793244j)
4,4,(-3.5367544253232253+4.876397630069165j)
5,-5,(-5.518938303364256+3.2411543855794793j)
5,-4,(-0.06504877458946297-2.771341522704008j)
5,-3,(0.5784367309995313+0.5982573945303472j)
5,-2,(1.9605778623401104+0.9410459118406815j)
5,-1,(-1.1709946683956907-0.1806171917132682j)
5,0,(4.392633565126791+0j)
5,1,(1.1709946683956907-0.1806171917132682j)
5,2,(1.9605778623401104-0.9410459118406815j)
5,3,(-0.5784367309995311+0.5982573945303472j)
5,4,(-0.0650487745894633+2.7713415227040072j)
5,5,(5.518938303364255+3.241154385579479j)
6,-6,(3.3169955820391803+2.8573499704106076j)
6,-5,(-1.4006651267201522-0.34770393672437366j)
6,-4,(1.9189298163380366-0.47559835157954666j)
6,-3,(1.892786001451983-1.1929964896081022j)
6,-2,(0.7080067491947941+0.12725535706005928j)
6,-1,(-0.3731561628664127-0.7272540746192538j)
6,0,(0.9519527831105967+0j)
6,1,(0.3731561628664126-0.727254074619254j)
6,2,(0.7080067491947942-0.1272553570600592j)
6,3,(-1.8927860014519835-1.1929964896081022j)
6,4,(1.9189298163380364+0.4755983515795467j)
6,5,(1.4006651267201522-0.34770393672437333j)
6,6,(3.3169955820391794-2.8573499704106076j)
7,-7,(0.5548689097544437-6.697409746072193j)
7,-6,(-1.4036719220516807+2.0360501901496306j)
7,-5,(-1.3493723489654548-1.324299872415615j)
7,-4,(0.22702074841149786+0.8554082890233311j)
7,-3,(0.0812837991830182-1.287534882380227j)
7,-2,(-0.9293242702443815-0.9351599524084773j)
7,-1,(0.37635657824054664+0.4282726257033779j)
7,0,(-2.990359353770399+0j)
7,1,(-0.3763565782405468+0.4282726257033781j)
7,2,(-0.9293242702443815+0.9351599524084775j)
