l,m,alm
0,0,(0.5710956902945488+0j)
1,-1,(1.0936325080376317-1.1408808683015195j)
1,0,(-0.5951423624376205+0j)
1,1,(-1.0936325080376317-1.1408808683015195j)
2,-2,(-0.5926553022250646-1.0265679159526861j)
2,-1,(-0.5783679709657473+0.4692120189833204j)
2,0,(-0.2805334564479921+0j)
2,1,(0.5783679709657475+0.4692120189833204j)
2,2,(-0.5926553022250648+1.0265679159526864j)
3,-3,(1.6827838284864736-0.1776487489169886j)
3,-2,(0.42171650401684696+0.7532986840502018j)
3,-1,(0.21919681582031694+0.3969466833798687j)
3,0,(-2.1244385655498874+0j)
3,1,(-0.21919681582031686+0.3969466833798687j)
3,2,(0.4217165040168468-0.7532986840502018j)
3,3,(-1.6827838284864733-0.1776487489169886j)
4,-4,(0.7541353618791677-0.56746131965688j)
4,-3,(0.618110081795618+2.002408050940421j)
4,-2,(-1.0985991689586787+0.3959698512544586j)
4,-1,(0.8115244237740574+0.5210514621346747j)
4,0,(0.46897687499122254+0j)
4,1,(-0.8115244237740576+0.5210514621346745j)
4,2,(-1.0985991689586787-0.3959698512544586j)
4,3,(-0.618110081795618+2.002408050940421j)
4,4,(0.7541353618791677+0.5674613196568801j)
5,-5,(0.5567493055795142-0.33147415163268346j)
5,-4,(0.208634748607065+0.22614927102510934j)
5,-3,(-0.729455802406635-0.30393423630169897j)
5,-2,(0.1953851521385003-1.1040286553620753j)
5,-1,(-0.6233313752029892+0.11525418993289402j)
5,0,(1.3098037667015312+0j)
5,1,(0.6233313752029892+0.11525418993289402j)
5,2,(0.1953851521385003+1.1040286553620753j)
5,3,(0.729455802406635-0.3039342363016988j)
5,4,(0.208634748607065-0.22614927102510926j)
5,5,(-0.5567493055795141-0.3314741516326833j)
6,-6,(-1.1734021394443261-0.770043840613995j)
6,-5,(0.9595583333909917+1.7648245318640323j)
6,-4,(0.6541430765414792-0.9993983673769163j)
6,-3,(0.6367439214150548-0.2623455149733309j)
6,-2,(1.1919891133643636+1.05476211360496j)
6,-1,(-0.6524463928105636-1.007976280845758j)
6,0,(-1.6549346827375826+0j)
6,1,(0.6524463928105635-1.007976280845758j)
6,2,(1.1919891133643636-1.05476211360496j)
6,3,(-0.6367439214150546-0.2623455149733309j)
6,4,(0.6541430765414791+0.9993983673769163j)
6,5,(-0.9595583333909917+1.764824531864032j)
6,6,(-1.1734021394443261+0.7700438406139948j)
7,-7,(1.3157280089973216-0.8656788061822246j)
7,-6,(1.4061955250543128-1.1985594799554786j)
7,-5,(-1.2220432863693096-0.7891142247841672j)
7,-4,(0.7586683351234081+0.3290108151921273j)
7,-3,(-0.21650155855421876+0.2092577427541413j)
7,-2,(-0.3750688812593983+0.749919649249538j)
7,-1,(0.6449720288256415-0.01543935392995169j)
7,0,(-2.2261629378908183+0j)
7,1,(-0.6449720288256415-0.01543935392995169j)
7,2,(-0.3750688812593983-0.7499196492495381j)
7,3,(0.2165015585542188+0.20925774275414122j)
7,4,(0.7586683351234081-0.3290108151921274j)
7,5,(1.2220432863693096-0.7891142247841668j)
7,6,(1.4061955250543128+1.1985594799554786j)
7,7,(-1.3157280089973216-0.8656788061822246j)
8,-8,(-2.0060183480687797+0.41420479851231107j)
8,-7,(-1.516996126803156+1.4119355035643373j)
8,-6,(0.3802543709170282+0.9029888131139782j)
8,-5,(0.5269066828335728-1.1319319956919j)
8,-4,(-1.1980201183863226+0.7550535207074023j)
8,-3,(-0.904861689656505-1.0824095467672543j)
8,-2,(-0.22155997191672458-1.0366074867097175j)
8,-1,(1.4929692869886448+0.5663898811375283j)
8,0,(0.33162238837858393+0j)
8,1,(-1.492969286988645+0.5663898811375283j)
