l,m,alm
0,0,(0.07107069632493956+0j)
1,-1,(-2.111627639865861+0.053241455400350066j)
1,0,(-0.44577893528869633+0j)
1,1,(2.111627639865861+0.053241455400350066j)
2,-2,(-0.23057672427103518-2.061756495980145j)
2,-1,(0.31601847079410583+0.19235801855961449j)
2,0,(-1.3506192533063093+0j)
2,1,(-0.3160184707941055+0.19235801855961443j)
2,2,(-0.23057672427103507+2.061756495980145j)
3,-3,(2.853860033715012-0.14463334537362546j)
3,-2,(-0.7661051697942121+1.786862119264316j)
3,-1,(0.32073725022940286-1.4052220660939112j)
3,0,(2.8254684328250894+0j)
3,1,(-0.32073725022940297-1.405222066093911j)
3,2,(-0.7661051697942121-1.786862119264316j)
3,3,(-2.8538600337150113-0.14463334537362546j)
4,-4,(-0.3780262483017765+1.511379858125914j)
4,-3,(-2.7425340955954502-1.274757246883734j)
4,-2,(1.4823944824208233-1.2315854274047229j)
4,-1,(0.2690465085368666+0.6738778036319146j)
4,0,(1.2527921713921122+0j)
4,1,(-0.2690465085368666+0.6738778036319144j)
4,2,(1.4823944824208228+1.2315854274047229j)
4,3,(2.7425340955954502-1.2747572468837338j)
4,4,(-0.37802624830177645-1.511379858125914j)
5,-5,(-1.2292260473261716-3.323931592836347j)
5,-4,(1.0738081896596148-1.964058199266855j)
5,-3,(3.427971742175539+0.6923438040116139j)
5,-2,(-2.076056644116887-1.5186329359725281j)
5,-1,(1.4490599470628833+0.9256779462782091j)
5,0,(-4.638905586144389+0j)
5,1,(-1.4490599470628833+0.925677946278209j)
5,2,(-2.076056644116887+1.5186329359725281j)
5,3,(-3.4279717421755387+0.692343804011614j)
5,4,(1.0738081896596148+1.9640581992668553j)
5,5,(1.2292260473261714-3.323931592836346j)
6,-6,(1.7534790433552057-1.482221819186682j)
6,-5,(0.690884067321369+3.7106255891667725j)
6,-4,(0.3751150351006393+1.9585286828921444j)
6,-3,(0.9622889558659801-1.277781412363674j)
6,-2,(-0.56088252316957+1.6890989726534746j)
6,-1,(-0.22526594361805824-1.559777739942107j)
6,0,(0.7345615887466264+0j)
6,1,(0.22526594361805824-1.559777739942107j)
6,2,(-0.56088252316957-1.6890989726534749j)
6,3,(-0.9622889558659803-1.277781412363674j)
6,4,(0.37511503510063915-1.9585286828921444j)
6,5,(-0.690884067321369+3.7106255891667725j)
6,6,(1.7534790433552057+1.482221819186682j)
7,-7,(-1.2648360255469326+1.0540184585237546j)
7,-6,(-1.3929577456782458+0.749133125380114j)
7,-5,(-0.23691847079786685-6.098380997865696j)
7,-4,(0.020771097432180956-0.5684139735380946j)
7,-3,(-1.7280835272537847-1.0242237316806524j)
7,-2,(1.5153557422276447-0.4304694040902102j)
7,-1,(-1.2441044565917971+0.5013191892396078j)
7,0,(-0.38497035014654485+0j)
7,1,(1.2441044565917974+0.5013191892396079j)
7,2,(1.5153557422276447+0.4304694040902104j)
7,3,(1.7280835272537847-1.0242237316806524j)
7,4,(0.020771097432180873+0.5684139735380944j)
7,5,(0.23691847079786685-6.098380997865696j)
7,6,(-1.3929577456782458-0.749133125380114j)
7,7,(1.2648360255469326+1.054018458523755j)
8,-8,(-1.0338717115371856-1.3461227067271366j)
8,-7,(2.679816144441379-3.970011268809978j)
8,-6,(1.9847702327009835-2.377999270263641j)
8,-5,(0.5837229239846401+1.142047985691755j)
8,-4,(1.593681644282335-0.6192328438952711j)
8,-3,(0.9135650542884017+2.1759151116268605j)
8,-2,(-1.4130939775117763-0.30575516381435036j)
8,-1,(-0.012991429331782853+1.4379815332412866j)
8,0,(-1.3368734881127977+0j)
8,1,(0.012991429331782978+1.4379815332412866j)
8,2,(-1.4130939775117763+0.3057551638143504j)
8,3,(-0.9135650542884021+2.175915111626861j)
8,4,(1.593681644282335+0.6192328438952712j)
8,5,(-0.5837229239846401+1.142047985691755j)
8,6,(1.9847702327009835+2.377999270263641j)
8,7,(-2.679816144441378-3.9700112688099773j)
8,8,(-1.0338717115371856+1.3461227067271366j)
9,-9,(3.0387810794039996-2.702458161087203j)
9,-8,(4.644292892119998+1.935290873812798j)
9,-7,(-2.664489480974903+3.4184160344296806j)
9,-6,(2.7093001438468867+0.6390551599215352j)
9,-5,(1.125779152898645+0.11250432010455279j)
9,-4,(-2.059194787205202+0.7485584431049102j)
9,-3,(-1.2996531466488044-1.4861052164969153j)
9,-2,(-0.5110082203682567+1.2924459517368505j)
9,-1,(0.49925836622017244-2.0910663696367906j)
9,0,(1.2552176258849463+0j)
9,1,(-0.4992583662201725-2.0910663696367906j)
9,2,(-0.5110082203682567-1.2924459517368507j)
9,3,(1.2996531466488044-1.4861052164969153j)
9,4,(-2.059194787205203-0.7485584431049102j)
9,5,(-1.125779152898645+0.11250432010455287j)
9,6,(2.7093001438468867-0.639055159921535j)
9,7,(2.664489480974902+3.4184160344296792j)
9,8,(4.644292892119998-1.935290873812798j)
9,9,(-3.0387810794039996-2.702458161087203j)
10,-10,(2.418492883736422+2.793125194541536j)
10,-9,(-2.1952113775968254+3.229760555036909j)
10,-8,(-1.4867278392378058-3.1822282885065056j)
10,-7,(2.6354107505481568-1.1483407326499417j)
10,-6,(-3.224399952109327+0.20115812537855512j)
10,-5,(-0.9537268423848468-1.1187161010569833j)
10,-4,(-0.8269185673249326-0.7892615846566805j)
10,-3,(-1.0585185700998432-0.44521251729643846j)
10,-2,(1.1484204102707198-0.5680779140560052j)
10,-1,(0.624326213819093-0.1750748319904511j)
10,0,(0.740089671100508+0j)
10,1,(-0.624326213819093-0.17507483199045115j)
10,2,(1.14842041027072+0.5680779140560052j)
10,3,(1.0585185700998432-0.44521251729643846j)
10,4,(-0.8269185673249326+0.7892615846566805j)
10,5,(0.9537268423848468-1.1187161010569833j)
10,6,(-3.224399952109327-0.2011581253785552j)
10,7,(-2.6354107505481568-1.1483407326499417j)
10,8,(-1.4867278392378058+3.1822282885065056j)
10,9,(2.195211377596825+3.229760555036909j)
10,10,(2.4184928837364215-2.793125194541536j)
11,-11,(-2.278109291165425+2.182770605784632j)
11,-10,(-2.0673454933009587-5.566332094317134j)
11,-9,(6.629050562507586-5.5022180928381985j)
11,-8,(3.3325985641116436+0.2140072119066303j)
11,-7,(-0.9283614529591697+1.736218035017502j)
11,-6,(3.331709920005887+0.22355631667206197j)
11,-5,(-0.7069021342670666+2.1909435868210334j)
11,-4,(0.844670353491295-0.45574461372149594j)
11,-3,(1.1717479175184693+2.01605313661121j)
11,-2,(-0.4237424300901376-0.5991305125745462j)
11,-1,(0.34670141117054515+1.5219114192989343j)
11,0,(-1.689910518153071+0j)
11,1,(-0.3467014111705452+1.5219114192989345j)
11,2,(-0.42374243009013746+0.599130512574546j)
11,3,(-1.1717479175184693+2.01605313661121j)
11,4,(0.8446703534912954+0.45574461372149594j)
11,5,(0.7069021342670666+2.1909435868210334j)
11,6,(3.331709920005887-0.22355631667206213j)
11,7,(0.9283614529591695+1.7362180350175018j)
11,8,(3.3325985641116445-0.21400721190663047j)
11,9,(-6.629050562507586-5.5022180928381985j)
11,10,(-2.0673454933009587+5.566332094317133j)
11,11,(2.278109291165425+2.182770605784632j)
12,-12,(-1.109301665600547-1.0978989545081956j)
12,-11,(5.433946944882183-4.8978294191456975j)
12,-10,(4.504308757319739+5.394634301860158j)
12,-9,(1.241943047352478+2.8023990500240625j)
12,-8,(1.5820943352691201+0.26475232401976406j)
12,-7,(-1.7812760032183295+2.0087107838774942j)
12,-6,(-1.2839884883279404+1.2342672572577218j)
12,-5,(-0.48484547588834864+1.8635648925026993j)
12,-4,(-2.138628284335625+0.5496948959176563j)
12,-3,(0.22709746715588794-1.1272762740890157j)
12,-2,(-0.7848734639286531+0.8115932339464198j)
