l,m,alm
0,0,(-0.2623197712454318+0j)
1,-1,(0.18480877791982442-0.3226442944817014j)
1,0,(-0.6462041743130185+0j)
1,1,(-0.18480877791982442-0.3226442944817014j)
2,-2,(-0.33136362018582455-0.21045775842652462j)
2,-1,(-0.06867684168947227+0.023422900718490833j)
2,0,(0.34172678284953667+0j)
2,1,(0.06867684168947227+0.023422900718490854j)
2,2,(-0.3313636201858246+0.2104577584265247j)
3,-3,(-0.2664106775064477+0.07067404265083091j)
3,-2,(0.06499622893924756-0.26521543171653994j)
3,-1,(-0.012962012486933402+0.11249219289964114j)
3,0,(-0.9379018065603337+0j)
3,1,(0.012962012486933407+0.11249219289964116j)
3,2,(0.06499622893924756+0.26521543171653994j)
3,3,(0.2664106775064477+0.07067404265083091j)
4,-4,(-0.3903959294166783-0.15527738477494446j)
4,-3,(0.013746967101221407+0.12255918107732297j)
4,-2,(-0.01527502316582946+0.0823295662811355j)
4,-1,(-0.18915156977960854-0.0416695251712817j)
4,0,(0.2680809136704889+0j)
4,1,(0.18915156977960848-0.04166952517128172j)
4,2,(-0.015275023165829455-0.0823295662811355j)
4,3,(-0.013746967101221407+0.12255918107732297j)
4,4,(-0.39039592941667817+0.15527738477494446j)
5,-5,(-0.5300429887120454+0.06058170989213378j)
5,-4,(-0.03039375028155198-0.04397416234288597j)
5,-3,(-0.007947694732234455+0.053557020818729574j)
5,-2,(0.023837940357190873+0.036828472271492746j)
5,-1,(-0.03182530323033139-0.14526361673781996j)
5,0,(-0.8737482326480077+0j)
5,1,(0.031825303230331406-0.14526361673781996j)
5,2,(0.023837940357190876-0.036828472271492746j)
5,3,(0.00794769473223444+0.05355702081872956j)
5,4,(-0.03039375028155197+0.04397416234288598j)
5,5,(0.5300429887120452+0.06058170989213378j)
6,-6,(0.21902323047554045+0.5221224571059442j)
6,-5,(0.04017354451176518+0.008519557623469324j)
6,-4,(0.20260870999823552+0.21057418234989617j)
6,-3,(-0.061870102397501674-0.018957155743825775j)
6,-2,(-0.09487612179741567+0.19420755037931084j)
6,-1,(-0.0038208839869864277+0.08127137145252111j)
