l,m,alm
0,0,(0.12079087530274552+0j)
1,-1,(-0.03242418439315933-0.2756885015860227j)
1,0,(-1.0339771668891082+0j)
1,1,(0.03242418439315933-0.2756885015860227j)
2,-2,(-1.0575974149549925+1.0326545229696769j)
2,-1,(0.2844110014913653+0.6172141290736015j)
2,0,(-2.640328442982521+0j)
2,1,(-0.28441100149136533+0.6172141290736016j)
2,2,(-1.0575974149549925-1.0326545229696766j)
3,-3,(3.279920249681005+0.8213742071930442j)
3,-2,(-2.575496841409445+0.7371777017287822j)
3,-1,(0.03528179484733622+0.26217527681468067j)
3,0,(-1.5561584122961045+0j)
3,1,(-0.0352817948473362+0.26217527681468056j)
3,2,(-2.575496841409445-0.7371777017287823j)
3,3,(-3.2799202496810045+0.8213742071930444j)
4,-4,(-4.81298293353154-1.481269950862118j)
4,-3,(0.5762663808139232+2.0705679378812416j)
4,-2,(-1.1174282182570412-1.4795333857670951j)
4,-1,(-0.46538527107777805-0.4492087194283805j)
4,0,(3.0293766526377155+0j)
4,1,(0.46538527107777783-0.44920871942838037j)
4,2,(-1.117428218257041+1.4795333857670951j)
4,3,(-0.5762663808139232+2.0705679378812416j)
4,4,(-4.81298293353154+1.481269950862118j)
5,-5,(-3.354468602644494+2.0470124564979253j)
5,-4,(-2.314011438648361-1.3103993685686905j)
5,-3,(1.5593758911957052+1.2067390627367056j)
5,-2,(2.069060600577884-0.2949395670252496j)
5,-1,(-1.3286964150771017-0.5981639381145883j)
5,0,(4.205191304091819+0j)
5,1,(1.3286964150771015-0.5981639381145882j)
5,2,(2.0690606005778847+0.2949395670252494j)
5,3,(-1.5593758911957054+1.2067390627367054j)
5,4,(-2.314011438648361+1.3103993685686905j)
5,5,(3.3544686026444936+2.0470124564979244j)
6,-6,(1.9441524360449434+0.6171997781977099j)
6,-5,(-1.1078691454878282-0.15693322994982176j)
6,-4,(0.9743596513096915-0.23331333315189254j)
6,-3,(1.3273156337000762-0.36300283378918324j)
6,-2,(0.6360025852965135+0.6487828803085505j)
6,-1,(-0.7698193451377606-0.250396830765196j)
6,0,(-0.5942804895361847+0j)
6,1,(0.7698193451377606-0.2503968307651961j)
6,2,(0.6360025852965134-0.6487828803085505j)
6,3,(-1.3273156337000767-0.3630028337891831j)
6,4,(0.9743596513096915+0.23331333315189254j)
6,5,(1.1078691454878284-0.1569332299498216j)
6,6,(1.944152436044943-0.6171997781977099j)
7,-7,(-3.1075447455950114-2.626449936866584j)
7,-6,(-1.3300695631440806+2.964589357773592j)
7,-5,(-1.0360256838238033-0.20095578710117756j)
7,-4,(2.504240510385702+1.4268324218911952j)
7,-3,(-1.318897002051633-0.3368222860099383j)
7,-2,(-0.4529255001974869+0.30670418625775725j)
7,-1,(0.6791756742412574+0.6569365325603063j)
7,0,(-4.074877635661146+0j)
7,1,(-0.6791756742412574+0.6569365325603065j)
7,2,(-0.45292550019748706-0.3067041862577571j)
7,3,(1.318897002051633-0.3368222860099383j)
7,4,(2.5042405103857024-1.4268324218911952j)
7,5,(1.0360256838238031-0.20095578710117748j)
7,6,(-1.3300695631440806-2.9645893577735913j)
7,7,(3.1075447455950114-2.626449936866584j)
8,-8,(1.4600282652301513+2.664279007326284j)
8,-7,(-3.801489379842288+0.2369699962386569j)
8,-6,(-0.4866170731084726+0.041843020067733945j)
8,-5,(0.01152652433512203-1.215886525345058j)
8,-4,(2.0179258428733493+1.8761977317225749j)
8,-3,(-1.2657124125097337-0.23010421348672505j)
8,-2,(0.5754029741559281+1.4818051431572827j)
8,-1,(1.5914484944950245+1.051251463366079j)
8,0,(-2.506265230211581+0j)
8,1,(-1.591448494495025+1.051251463366079j)
8,2,(0.575402974155928-1.4818051431572827j)
8,3,(1.2657124125097339-0.23010421348672488j)
8,4,(2.0179258428733493-1.8761977317225749j)
8,5,(-0.01152652433512203-1.215886525345058j)
