l,m,alm
0,0,(-0.3043781901653943+0j)
1,-1,(0.18486258593503316-0.1435742778924773j)
1,0,(-0.648510433161201+0j)
1,1,(-0.18486258593503316-0.1435742778924773j)
2,-2,(-0.7742978030470581+0.013243837137397792j)
2,-1,(0.2031435782210558+0.17759768649614216j)
2,0,(0.8510680000557787+0j)
2,1,(-0.20314357822105586+0.1775976864961422j)
2,2,(-0.7742978030470581-0.013243837137397761j)
3,-3,(0.4063186480411799+1.1840463816052071j)
3,-2,(0.18663284231518404+0.17796598243801512j)
3,-1,(0.15576949218859612+0.08204843687199774j)
3,0,(-1.0013448200235366+0j)
3,1,(-0.15576949218859612+0.08204843687199777j)
3,2,(0.18663284231518407-0.17796598243801512j)
3,3,(-0.4063186480411799+1.1840463816052071j)
4,-4,(0.8272848521969317-0.13696221240227127j)
4,-3,(0.12836348041128082-0.7356549451911807j)
4,-2,(0.4050052208165154-0.36528455435122015j)
4,-1,(0.2617532287639903+0.011532413023374717j)
4,0,(-0.2595515071233095+0j)
4,1,(-0.2617532287639903+0.011532413023374717j)
4,2,(0.4050052208165154+0.36528455435122015j)
4,3,(-0.12836348041128082-0.7356549451911807j)
4,4,(0.8272848521969317+0.13696221240227122j)
5,-5,(0.5307963682296127-0.7102934061609967j)
5,-4,(-0.4721225126187331+0.47594269925740057j)
5,-3,(-0.4962164430542647-0.184876549055316j)
5,-2,(-0.21789887246000028+0.06783245615631525j)
5,-1,(-0.17503756768698525+0.04249513636565134j)
5,0,(-0.9402246680179726+0j)
5,1,(0.17503756768698528+0.04249513636565134j)
5,2,(-0.21789887246000036-0.06783245615631527j)
5,3,(0.4962164430542647-0.184876549055316j)
5,4,(-0.4721225126187331-0.47594269925740057j)
5,5,(-0.5307963682296125-0.7102934061609965j)
6,-6,(-0.922126068804578-1.8304462110703312j)
6,-5,(-0.2411770091194648-0.3265250229921596j)
6,-4,(-0.7223815260072598-0.28655104888108024j)
6,-3,(0.010819109181292393+0.22743981781237757j)
6,-2,(-0.18196645216263974+0.4984839399699359j)
6,-1,(0.19521038120270734-0.010849163168087457j)
6,0,(0.09626583346097628+0j)
6,1,(-0.19521038120270734-0.010849163168087457j)
6,2,(-0.1819664521626398-0.498483939969936j)
6,3,(-0.010819109181292435+0.22743981781237757j)
6,4,(-0.7223815260072598+0.28655104888108024j)
6,5,(0.2411770091194647-0.3265250229921595j)
6,6,(-0.922126068804578+1.8304462110703306j)
7,-7,(-2.1288016213548935+0.14629778048505457j)
7,-6,(-0.1774451963846059+1.2404557231880364j)
7,-5,(-0.4991552173981108+1.1464168346301122j)
7,-4,(0.5418687365803563+0.30288195991668665j)
7,-3,(0.13390788807883125+0.010022537751253596j)
7,-2,(0.176359937049272-0.021466805169366818j)
7,-1,(0.49280742098062014-0.1980430565885666j)
7,0,(-0.5795062527390112+0j)
7,1,(-0.49280742098062014-0.1980430565885666j)
7,2,(0.176359937049272+0.021466805169366818j)
7,3,(-0.13390788807883125+0.010022537751253611j)
7,4,(0.5418687365803563-0.30288195991668676j)
7,5,(0.4991552173981107+1.1464168346301118j)
7,6,(-0.17744519638460585-1.2404557231880364j)
7,7,(2.1288016213548935+0.14629778048505462j)
8,-8,(-0.009056129507548617+0.744048733473613j)
8,-7,(0.9626537240866169-0.6914822722931316j)
8,-6,(0.5247867606006555+0.2078996075470546j)
8,-5,(0.4101859217727526-0.4680480946674509j)
8,-4,(0.40228764602290473+0.13281132546551067j)
8,-3,(-0.1720114815823316-0.034013701449321365j)
8,-2,(-0.054983455534916195-0.18497717910576175j)
8,-1,(-0.16216991984641646-0.3611401073606105j)
8,0,(-0.45238203945863076+0j)
8,1,(0.1621699198464165-0.3611401073606105j)
8,2,(-0.054983455534916195+0.18497717910576175j)
8,3,(0.1720114815823316-0.03401370144932141j)
8,4,(0.40228764602290473-0.13281132546551067j)
8,5,(-0.4101859217727527-0.468048094667451j)
8,6,(0.5247867606006555-0.2078996075470546j)
8,7,(-0.9626537240866168-0.6914822722931316j)
8,8,(-0.009056129507548633-0.7440487334736129j)
9,-9,(1.2834010851997537+0.7934147137692373j)
9,-8,(-0.17523160516060363-0.42090932052083035j)
9,-7,(0.47045245957182263+0.605255224162971j)
9,-6,(0.04900659398697333-0.3070027176716662j)
9,-5,(0.05995080042656177-0.448287713518328j)
9,-4,(-0.5239959086118303-0.42111890090339105j)
9,-3,(-0.34270152927016917-0.006577149191219095j)
9,-2,(-0.06441240869677198+0.1282592284576853j)
9,-1,(-0.20038741380034716+0.09169862464930972j)
9,0,(-0.6189952788142247+0j)
9,1,(0.2003874138003472+0.09169862464930979j)
9,2,(-0.06441240869677198-0.12825922845768534j)
9,3,(0.3427015292701692-0.006577149191219106j)
9,4,(-0.5239959086118303+0.42111890090339105j)
9,5,(-0.059950800426561784-0.448287713518328j)
9,6,(0.04900659398697329+0.30700271767166626j)
9,7,(-0.47045245957182247+0.605255224162971j)
9,8,(-0.17523160516060365+0.42090932052083035j)
9,9,(-1.2834010851997537+0.7934147137692373j)
10,-10,(2.408292323621346-0.8213422355302805j)
10,-9,(-0.08252186222923738-1.12608743635176j)
10,-8,(0.44494862997534773-0.8617971130328914j)
10,-7,(-0.8131083898340835+0.019971386021996756j)
10,-6,(-0.321553829152437-0.1048398864682057j)
10,-5,(-0.47172669743200685+0.6235665002764456j)
10,-4,(-0.19801443424221185+0.32240774710066356j)
10,-3,(0.12052730383600684+0.16919304072302138j)
10,-2,(0.08847095485317906+0.11073744260937371j)
10,-1,(0.15731254300284303+0.02674196226497079j)
10,0,(0.34093974507424446+0j)
10,1,(-0.157312543002843+0.02674196226497079j)
10,2,(0.08847095485317905-0.11073744260937375j)
10,3,(-0.12052730383600685+0.1691930407230214j)
10,4,(-0.19801443424221185-0.32240774710066356j)
10,5,(0.47172669743200685+0.6235665002764457j)
10,6,(-0.321553829152437+0.10483988646820573j)
10,7,(0.8131083898340835+0.019971386021996797j)
10,8,(0.4449486299753478+0.8617971130328914j)
10,9,(0.08252186222923735-1.12608743635176j)
10,10,(2.408292323621346+0.8213422355302805j)
11,-11,(0.5445097008151152-1.9171174624022553j)
11,-10,(-1.3288896301098758-0.04942604994154913j)
11,-9,(-0.9665461205115822-0.03481805791707479j)
11,-8,(-0.10418252630491953+1.1913896378892375j)
11,-7,(0.005893688953806286+0.18621767162262806j)
11,-6,(0.367999046399293-0.009644282077616743j)
11,-5,(0.06469713303951205-0.0459073687706006j)
11,-4,(0.4765830877176258+0.1483584540620895j)
11,-3,(0.4657952748466541-0.043703588672210976j)
11,-2,(-0.07594533567064528-0.3302967602756267j)
11,-1,(-0.04583827522156544-0.23060668435464907j)
11,0,(-0.2705073533863565+0j)
11,1,(0.045838275221565444-0.23060668435464907j)
11,2,(-0.07594533567064521+0.3302967602756267j)
11,3,(-0.46579527484665423-0.043703588672210955j)
11,4,(0.47658308771762575-0.1483584540620895j)
11,5,(-0.06469713303951204-0.04590736877060062j)
11,6,(0.3679990463992931+0.009644282077616743j)
11,7,(-0.005893688953806257+0.18621767162262803j)
11,8,(-0.10418252630491955-1.1913896378892375j)
11,9,(0.9665461205115822-0.03481805791707477j)
11,10,(-1.3288896301098754+0.04942604994154917j)
11,11,(-0.544509700815115-1.9171174624022553j)
12,-12,(-1.3647419353384596-0.9872323321588126j)
12,-11,(0.43594686862537707+1.03280781084817j)
12,-10,(-0.2544055855574024+0.1347664616526296j)
12,-9,(0.4841387977416004+0.22369206620260304j)
12,-8,(-0.13487782914236676+0.2637361216010708j)
12,-7,(0.4327546986681451-0.007205214618133939j)
12,-6,(0.198721217326242+0.07810077798811231j)
12,-5,(0.26704295686885093-0.2098784627864503j)
12,-4,(0.10733620403447414-0.28236701785096974j)
12,-3,(-0.09767666126707186-0.2521098235600497j)
12,-2,(0.09002411835015431-0.05130943480941607j)
12,-1,(-0.10840586592129402+0.19882417647077663j)
12,0,(-0.46543526498441273+0j)
12,1,(0.10840586592129402+0.1988241764707767j)
12,2,(0.0900241183501543+0.05130943480941607j)
12,3,(0.09767666126707186-0.2521098235600496j)
12,4,(0.10733620403447414+0.2823670178509698j)
12,5,(-0.267042956868851-0.2098784627864504j)
12,6,(0.19872121732624198-0.07810077798811231j)
12,7,(-0.4327546986681451-0.0072052146181338554j)
12,8,(-0.1348778291423667-0.2637361216010708j)
12,9,(-0.4841387977416003+0.22369206620260304j)
12,10,(-0.2544055855574024-0.13476646165262962j)
12,11,(-0.43594686862537707+1.03280781084817j)
12,12,(-1.36474193533846+0.9872323321588126j)
13,-13,(-1.6283730389890276+1.463262274411273j)
13,-12,(1.349854158303557+0.8663738278643967j)
13,-11,(-0.2496854156738648+0.668964653366215j)
13,-10,(0.6306140564345062+0.28005257430201996j)
13,-9,(0.49634396424896166+0.42734674273113327j)
13,-8,(0.40898633484455627-1.0140309988786649j)
13,-7,(-0.13211202314324794-0.5517120673160183j)
13,-6,(-0.31500039205074126-0.2694312364948603j)
13,-5,(-0.23302926513250874+0.016006853421905425j)
13,-4,(-0.26074111183672977-0.080729983852566j)
13,-3,(-0.31636577710375474+0.009455564217345946j)
13,-2,(-0.007479827500782298+0.164885936192105j)
13,-1,(-0.07484397284945331-0.04006057553019446j)
13,0,(-0.09914517204062617+0j)
13,1,(0.07484397284945331-0.04006057553019446j)
13,2,(-0.007479827500782319-0.16488593619210498j)
13,3,(0.31636577710375474+0.009455564217345966j)
13,4,(-0.26074111183672977+0.08072998385256601j)
13,5,(0.2330292651325088+0.016006853421905404j)
13,6,(-0.3150003920507414+0.26943123649486034j)
13,7,(0.13211202314324796-0.5517120673160181j)
13,8,(0.4089863348445564+1.0140309988786649j)
13,9,(-0.49634396424896166+0.42734674273113327j)
13,10,(0.6306140564345062-0.28005257430201996j)
13,11,(0.24968541567386485+0.668964653366215j)
13,12,(1.3498541583035573-0.8663738278643967j)
13,13,(1.6283730389890274+1.463262274411273j)
14,-14,(0.4357636553033632+2.4147423252313813j)
14,-13,(1.5816582659886125-0.5542677188258395j)
14,-12,(0.6926639032773118+0.1541853076051657j)
14,-11,(-0.03413284734521365-1.029813271774158j)
14,-10,(-0.13948528850688205-0.4560818949323673j)
14,-9,(-0.697608087724462-0.5552062731648939j)
14,-8,(-0.1926536888998735+0.08493153422739727j)
14,-7,(-0.264242129329086+0.31285794882570417j)
14,-6,(0.048480027500562295-0.010741278975165865j)
14,-5,(-0.05095617524582796+0.2043896347205993j)
14,-4,(-0.02512937151996588+0.35772340526889446j)
14,-3,(0.2685479392146197+0.19740670750010544j)
14,-2,(-0.025974375977177253+0.09329108202987997j)
14,-1,(-0.04325711913619486-0.2152136532404249j)
14,0,(0.21524579028948782+0j)
14,1,(0.04325711913619486-0.21521365324042496j)
14,2,(-0.025974375977177264-0.09329108202987998j)
14,3,(-0.2685479392146198+0.19740670750010542j)
14,4,(-0.0251293715199659-0.35772340526889446j)
14,5,(0.05095617524582796+0.2043896347205993j)
14,6,(0.048480027500562295+0.010741278975165835j)
14,7,(0.26424212932908603+0.3128579488257042j)
14,8,(-0.1926536888998735-0.08493153422739719j)
14,9,(0.6976080877244621-0.555206273164894j)
14,10,(-0.13948528850688205+0.4560818949323673j)
14,11,(0.03413284734521361-1.0298132717741582j)
14,12,(0.6926639032773119-0.1541853076051657j)
14,13,(-1.5816582659886125-0.5542677188258396j)
14,14,(0.4357636553033632-2.4147423252313804j)
15,-15,(1.4940943796139161+1.1640978794445742j)
15,-14,(0.09679509222143629-0.8775768557867052j)
15,-13,(0.4278284522533217-0.26805667937973976j)
15,-12,(-1.3947712989377317-0.4054109804262441j)
15,-11,(-0.149868690082441+0.3131952824132699j)
15,-10,(-0.04995031757719349+0.19574237476853806j)
15,-9,(0.055678270631086414-0.24736518329761875j)
15,-8,(-0.24885916735166905+0.37242745814996414j)
15,-7,(0.0169656354963398+0.3196237312640469j)
15,-6,(0.36153102642867635+0.11822990064211199j)
15,-5,(0.03859328456106517-0.01572399606278497j)
15,-4,(0.2132661510511535-0.10792808546111596j)
15,-3,(0.2277531521444674-0.09445131856602151j)
15,-2,(0.09248521834151306-0.15170111337610617j)
15,-1,(-0.048080757412865986-0.1177803781824289j)
15,0,(-0.2423365279303625+0j)
15,1,(0.048080757412865965-0.11778037818242888j)
15,2,(0.09248521834151308+0.15170111337610617j)
15,3,(-0.2277531521444674-0.09445131856602151j)
15,4,(0.21326615105115346+0.10792808546111603j)
15,5,(-0.03859328456106513-0.015723996062784948j)
15,6,(0.36153102642867635-0.11822990064211203j)
15,7,(-0.01696563549633981+0.3196237312640469j)
15,8,(-0.24885916735166907-0.37242745814996414j)
15,9,(-0.05567827063108641-0.24736518329761875j)
15,10,(-0.04995031757719345-0.19574237476853817j)
15,11,(0.149868690082441+0.3131952824132699j)
15,12,(-1.3947712989377319+0.40541098042624424j)
15,13,(-0.4278284522533217-0.26805667937973976j)
15,14,(0.09679509222143633+0.877576855786705j)
15,15,(-1.4940943796139161+1.164097879444574j)
16,-16,(1.3770347782600507-0.3526263718764986j)
16,-15,(-0.8403847004959649-0.12526328288782468j)
16,-14,(0.18001343827299157-0.42693059284967416j)
16,-13,(-1.1466901485418235+0.16463601244813997j)
16,-12,(-0.22382920913172652-0.263085026554728j)
16,-11,(-0.0031857491190298536+0.6526432921391738j)
16,-10,(-0.04115324035570669+0.2939966804692012j)
16,-9,(0.26405668679253586+0.45116215577745766j)
16,-8,(0.2215764533935384+0.07924617795041207j)
16,-7,(0.2383707433694889-0.3040146248811356j)
16,-6,(-0.1343638740278142-0.1683042452103557j)
16,-5,(-0.05609264792819477-0.1743725300137942j)
16,-4,(0.2031555486513167-0.22661121936329431j)
16,-3,(-0.4120800003179304-0.17496676636115163j)
16,-2,(-0.12343323591415986-0.044801907298530834j)
16,-1,(0.16717410953304002+0.18584750500372302j)
16,0,(0.022916199798254277+0j)
16,1,(-0.16717410953304004+0.185847505003723j)
16,2,(-0.1234332359141599+0.044801907298530855j)
16,3,(0.4120800003179304-0.17496676636115163j)
16,4,(0.20315554865131663+0.22661121936329431j)
16,5,(0.05609264792819482-0.17437253001379424j)
16,6,(-0.13436387402781422+0.1683042452103557j)
16,7,(-0.23837074336948882-0.3040146248811356j)
16,8,(0.2215764533935384-0.07924617795041214j)
16,9,(-0.26405668679253586+0.45116215577745766j)
16,10,(-0.04115324035570669-0.2939966804692012j)
16,11,(0.0031857491190298536+0.6526432921391738j)
16,12,(-0.2238292091317266+0.26308502655472804j)
16,13,(1.1466901485418237+0.16463601244813997j)
16,14,(0.18001343827299157+0.4269305928496741j)
16,15,(0.8403847004959647-0.1252632828878246j)
16,16,(1.3770347782600505+0.35262637187649853j)
17,-17,(-0.4119348921311485-1.4623909047648218j)
17,-16,(-1.250711830643381+0.7086799834554536j)
17,-15,(-0.5383180723161339-0.15228523428330046j)
17,-14,(-0.18290562034755792+0.9045685310910707j)
17,-13,(-0.1743027273600806+0.1385481243428j)
17,-12,(1.0037308123847917+0.6647775232757418j)
17,-11,(0.39149258919137747-0.14871016761383643j)
17,-10,(0.3631875189896619-0.4443147891109j)
17,-9,(-0.2098689249629984-0.0994268310440229j)
17,-8,(0.1803356436499095-0.2900144586298223j)
17,-7,(-0.05079208021839395-0.0963122169314723j)
17,-6,(-0.18106838639288642-0.12990991518562067j)
17,-5,(-0.11672712392797906-0.023896168070405073j)
17,-4,(-0.026811880531663734+0.04371844508923093j)
17,-3,(-0.0068563060245649165+0.13640080375414104j)
17,-2,(-0.046170040667143926+0.21675673747910043j)
17,-1,(-0.09904726857707602+0.06131484482880122j)
17,0,(0.1561294505400238+0j)
17,1,(0.09904726857707605+0.06131484482880124j)
17,2,(-0.046170040667143954-0.2167567374791005j)
17,3,(0.006856306024564927+0.13640080375414107j)
17,4,(-0.026811880531663734-0.04371844508923091j)
17,5,(0.11672712392797906-0.02389616807040509j)
17,6,(-0.18106838639288642+0.12990991518562064j)
17,7,(0.05079208021839393-0.09631221693147228j)
17,8,(0.18033564364990945+0.29001445862982217j)
17,9,(0.20986892496299847-0.09942683104402295j)
17,10,(0.3631875189896619+0.44431478911090017j)
17,11,(-0.39149258919137747-0.1487101676138364j)
17,12,(1.0037308123847921-0.6647775232757421j)
17,13,(0.1743027273600806+0.13854812434280006j)
17,14,(-0.18290562034755795-0.904568531091071j)
17,15,(0.5383180723161338-0.15228523428330046j)
17,16,(-1.2507118306433807-0.7086799834554536j)
17,17,(0.41193489213114853-1.462390904764822j)
18,-18,(-1.9675302368512728-0.39297035995693114j)
18,-17,(-0.3573919300683331+1.7189015275214001j)
18,-16,(-0.2648382520688898+0.3807645619084019j)
18,-15,(1.0387868461312888-0.032830779140484025j)
18,-14,(-0.2660503644032747-0.2665773005968515j)
18,-13,(0.6060596382675716-0.35497750812659085j)
18,-12,(-0.20277669767364034-0.11470862541169713j)
18,-11,(-0.14513756197773017-0.4531649264730894j)
18,-10,(-0.1478634083900974+0.1906607998868061j)
18,-9,(-0.11869724692407714-0.2669738864140829j)
18,-8,(-0.07155348927727222-0.021079679493686398j)
18,-7,(-0.274323584699556+0.13357270357476173j)
18,-6,(0.2053097610995907+0.16408836609629418j)
18,-5,(0.01455994378066052+0.1967031564509469j)
18,-4,(-0.12290127209022166+0.02625788940457116j)
18,-3,(0.24674448295926116+0.30806608281813525j)
18,-2,(0.10360403195349578+0.11678703655827107j)
18,-1,(0.03202251115656707-0.12628366365701804j)
18,0,(-0.25043562111839723+0j)
18,1,(-0.03202251115656707-0.12628366365701807j)
18,2,(0.1036040319534958-0.1167870365582711j)
18,3,(-0.24674448295926116+0.30806608281813525j)
18,4,(-0.12290127209022161-0.02625788940457117j)
18,5,(-0.014559943780660554+0.19670315645094683j)
18,6,(0.20530976109959068-0.16408836609629418j)
18,7,(0.2743235846995559+0.1335727035747617j)
18,8,(-0.07155348927727227+0.02107967949368637j)
18,9,(0.11869724692407713-0.2669738864140828j)
18,10,(-0.1478634083900974-0.19066079988680615j)
18,11,(0.14513756197773026-0.4531649264730896j)
18,12,(-0.20277669767364034+0.11470862541169713j)
18,13,(-0.6060596382675716-0.35497750812659085j)
18,14,(-0.2660503644032747+0.2665773005968515j)
18,15,(-1.0387868461312884-0.032830779140484025j)
18,16,(-0.2648382520688899-0.3807645619084019j)
18,17,(0.3573919300683331+1.7189015275214001j)
18,18,(-1.9675302368512726+0.39297035995693114j)
19,-19,(-1.4683643680092229+1.0647423519459565j)
19,-18,(0.8564125123830542+0.6120114175439045j)
19,-17,(0.04137015442269489+0.28569853876485196j)
19,-16,(0.7505003330528031-0.5681690744374351j)
19,-15,(-0.08747599353456498+0.005233638515363772j)
19,-14,(0.2288927035764451-0.5052070904964345j)
19,-13,(0.14186860277440544+0.13433104988424016j)
19,-12,(-0.3665753661349769-0.4953767633983764j)
19,-11,(-0.34509086662448474+0.14375344829169873j)
19,-10,(-0.29996362935455034+0.37905505544932505j)
19,-9,(0.2968272649086929+0.17723452598271372j)
19,-8,(-0.011813292769977451+0.19877819062605148j)
19,-7,(0.11264433949043033+0.06936173428521701j)
19,-6,(0.24235932543248656+0.0010779752122877294j)
19,-5,(0.11687027219713761-0.050584410085804714j)
19,-4,(0.1150294563119217-0.10076690773761184j)
19,-3,(0.0012276865719554582-0.14445710393758796j)
19,-2,(-0.09337396963866532-0.2031723431703804j)
19,-1,(-0.07556403230301573+0.07406885614780244j)
19,0,(0.07721633575368293+0j)
19,1,(0.07556403230301573+0.07406885614780244j)
19,2,(-0.09337396963866532+0.2031723431703804j)
19,3,(-0.0012276865719554684-0.14445710393758796j)
19,4,(0.1150294563119217+0.10076690773761188j)
19,5,(-0.11687027219713761-0.05058441008580465j)
19,6,(0.24235932543248664-0.0010779752122877294j)
19,7,(-0.11264433949043033+0.069361734285217j)
19,8,(-0.011813292769977446-0.1987781906260514j)
19,9,(-0.2968272649086928+0.17723452598271375j)
19,10,(-0.29996362935455034-0.37905505544932505j)
