l,m,alm
0,0,(-0.3771174913964961+0j)
1,-1,(-2.3716224677183786+0.7313377271117865j)
1,0,(0.2396308252248926+0j)
1,1,(2.3716224677183786+0.7313377271117865j)
2,-2,(0.3314932965755426-3.0599339630030915j)
2,-1,(0.9551552817157675+1.9713892695369493j)
2,0,(0.30152229180762663+0j)
2,1,(-0.955155281715768+1.9713892695369493j)
2,2,(0.3314932965755428+3.059933963003092j)
3,-3,(2.1963165170228165+0.04691054977071654j)
3,-2,(0.7020103913525083+2.409741600494561j)
3,-1,(-1.3651087148401422-0.11510599232554537j)
3,0,(2.579181394314892+0j)
3,1,(1.3651087148401422-0.11510599232554546j)
3,2,(0.7020103913525086-2.409741600494561j)
3,3,(-2.1963165170228165+0.0469105497707165j)
4,-4,(-0.19613296038817524+1.6150573698359145j)
4,-3,(-3.8563203436398723-1.2044295008644283j)
4,-2,(2.0833720511039227-2.022365830695098j)
4,-1,(-2.50265259607841-0.7076799814100267j)
4,0,(0.5792059944825808+0j)
4,1,(2.5026525960784096-0.7076799814100265j)
4,2,(2.0833720511039227+2.022365830695098j)
4,3,(3.8563203436398723-1.2044295008644286j)
4,4,(-0.19613296038817532-1.6150573698359145j)
5,-5,(-0.7845148310335208-2.4218039172060752j)
5,-4,(1.9885664591868972+0.5458177071681639j)
5,-3,(1.0735584479158025-1.0963623830479439j)
5,-2,(0.8239156481008728-0.22198088385303183j)
5,-1,(-0.2393100930861718-1.1874542996992292j)
5,0,(-2.904840475478493+0j)
5,1,(0.23931009308617196-1.1874542996992292j)
5,2,(0.823915648100873+0.2219808838530319j)
5,3,(-1.0735584479158025-1.0963623830479439j)
5,4,(1.9885664591868972-0.5458177071681639j)
5,5,(0.7845148310335208-2.421803917206075j)
6,-6,(2.489277373839856-1.285079938644206j)
6,-5,(-0.6553132894395317+0.4401521457536831j)
6,-4,(0.6916819996582794+3.3531638125487686j)
6,-3,(-1.897816826747317-1.5424073548402921j)
6,-2,(-0.21634595331632941+2.6082780595236708j)
6,-1,(-0.09655123454434442-1.4236300873212815j)
6,0,(-0.10043377881011782+0j)
6,1,(0.09655123454434444-1.4236300873212815j)
6,2,(-0.2163459533163295-2.608278059523671j)
6,3,(1.897816826747317-1.5424073548402921j)
