l,m,alm
0,0,(-0.529936234614261+0j)
1,-1,(0.4082921575781185-1.3724877137114009j)
1,0,(0.6381674034855025+0j)
1,1,(-0.4082921575781185-1.3724877137114009j)
2,-2,(-0.9359420269447337+0.9736719836228374j)
2,-1,(0.04645632556105702+0.4166099614135224j)
2,0,(0.42180609073363+0j)
2,1,(-0.046456325561057187+0.4166099614135226j)
2,2,(-0.9359420269447339-0.9736719836228374j)
3,-3,(-0.0034931676770865836-1.4801973840381386j)
3,-2,(-0.1273570475218283+1.7583251341771329j)
3,-1,(0.8651324103120953-0.3671749507767876j)
3,0,(-0.052909363522211934+0j)
3,1,(-0.8651324103120954-0.3671749507767875j)
3,2,(-0.12735704752182847-1.7583251341771327j)
3,3,(0.003493167677086729-1.4801973840381384j)
4,-4,(-1.5168513344101175-0.14006791932277368j)
4,-3,(0.18610722224630824-2.1137966703462325j)
4,-2,(-0.5117549628539643+0.7112081028963116j)
4,-1,(0.11022275956304203+0.08871888410868171j)
4,0,(0.5004243092801428+0j)
4,1,(-0.11022275956304199+0.08871888410868167j)
4,2,(-0.5117549628539643-0.7112081028963116j)
4,3,(-0.18610722224630818-2.113796670346233j)
4,4,(-1.5168513344101175+0.14006791932277368j)
5,-5,(-0.7461342821451794-0.011081914828920764j)
5,-4,(-0.11432729079146844+1.8130667227019506j)
5,-3,(0.5327452940165514+0.16858829035240194j)
5,-2,(-0.3831527629091513-0.805008238463075j)
5,-1,(-0.5870227759951795+0.4006947987543567j)
5,0,(1.4847387028081747+0j)
5,1,(0.5870227759951794+0.4006947987543566j)
5,2,(-0.38315276290915157+0.805008238463075j)
5,3,(-0.5327452940165514+0.16858829035240194j)
5,4,(-0.11432729079146844-1.8130667227019508j)
5,5,(0.7461342821451794-0.011081914828920845j)
6,-6,(-3.1449563810571965+1.879346577399159j)
6,-5,(5.492601451035253-1.6020278363244373j)
6,-4,(-2.574818039073492+0.7950164013537357j)
6,-3,(-0.4539971898945318-0.8109543824616217j)
6,-2,(1.1182033836314182-0.08360786728693942j)
6,-1,(-0.29414665819018515+0.5325152011137156j)
6,0,(0.2509172577486681+0j)
6,1,(0.2941466581901851+0.5325152011137158j)
6,2,(1.1182033836314182+0.08360786728693959j)
