l,m,alm
0,0,(-0.557403118474094+0j)
1,-1,(0.5606640548974984-0.8494219539495834j)
1,0,(0.7493624320373437+0j)
1,1,(-0.5606640548974984-0.8494219539495834j)
2,-2,(-1.22298347796161-0.035732231593705734j)
2,-1,(0.17921861541080686+0.06895764238686426j)
2,0,(0.9415070137412838+0j)
2,1,(-0.179218615410807+0.06895764238686418j)
2,2,(-1.2229834779616107+0.035732231593705734j)
3,-3,(0.7889784336816624-0.8430109763878717j)
3,-2,(0.8960500575681735+2.6530259062704737j)
3,-1,(0.18301235914222944-0.24322031753275772j)
3,0,(-0.661664169215766+0j)
3,1,(-0.18301235914222944-0.24322031753275772j)
3,2,(0.8960500575681735-2.6530259062704737j)
3,3,(-0.7889784336816623-0.8430109763878717j)
4,-4,(-1.831373864243928+0.3596978131743629j)
4,-3,(-1.1194293959134847-0.5094828336282036j)
4,-2,(0.11600815547042244-0.3197664087905692j)
4,-1,(0.5981416920001358+0.1259794100264473j)
4,0,(-0.08360831361876404+0j)
4,1,(-0.5981416920001358+0.12597941002644722j)
4,2,(0.11600815547042245+0.3197664087905692j)
4,3,(1.1194293959134844-0.5094828336282036j)
4,4,(-1.831373864243928-0.3596978131743629j)
5,-5,(0.6981358569392513+0.34751665217360816j)
5,-4,(0.17504006561950758+1.5213827339504147j)
5,-3,(0.6516959620945229-0.2751865144757569j)
5,-2,(-1.2456698227479723+0.11756810635216501j)
5,-1,(-0.6748027616260338+0.24581540673552033j)
5,0,(1.8961734281623832+0j)
5,1,(0.6748027616260338+0.2458154067355203j)
5,2,(-1.2456698227479723-0.11756810635216505j)
5,3,(-0.651695962094523-0.27518651447575704j)
5,4,(0.17504006561950775-1.5213827339504151j)
5,5,(-0.6981358569392511+0.347516652173608j)
6,-6,(-2.6802027316906036+0.6139176568666843j)
6,-5,(1.897116783864888-2.562785144587465j)
6,-4,(-1.562846394790946+0.2840086500712561j)
6,-3,(-0.431004651021161-0.3089848725123302j)
6,-2,(0.5418515003080764+0.6679449678257048j)
6,-1,(-0.5014512517062153+0.2624637587172756j)
6,0,(0.4317305579466305+0j)
6,1,(0.5014512517062153+0.2624637587172757j)
6,2,(0.5418515003080764-0.6679449678257047j)
6,3,(0.431004651021161-0.30898487251233026j)
6,4,(-1.562846394790946-0.2840086500712559j)
6,5,(-1.8971167838648877-2.562785144587465j)
6,6,(-2.6802027316906036-0.6139176568666842j)
7,-7,(1.7436002072610077-0.15300614902078408j)
7,-6,(1.467731355998864+0.2217493967635641j)
7,-5,(1.1464610052849558+0.6305032532948011j)
7,-4,(-1.6583898654052078+0.4663070455554051j)
7,-3,(0.3396407587703254+0.15773892333879624j)
