l,m,alm
0,0,(0.015701321518764896+0j)
1,-1,(-0.042602177342696015+0.33520384800447245j)
1,0,(-0.7568660707527718+0j)
1,1,(0.042602177342696015+0.33520384800447245j)
2,-2,(-0.1802252891084418-0.1336602496000075j)
2,-1,(0.2733186457886486-0.12663402508890323j)
2,0,(-0.12463795135159923+0j)
2,1,(-0.27331864578864873-0.12663402508890317j)
2,2,(-0.1802252891084418+0.13366024960000755j)
3,-3,(0.1386081136562924-0.029837561957023608j)
3,-2,(-0.06570345370698817+0.2886918574389104j)
3,-1,(-0.1751792188292702+0.12938021982599104j)
3,0,(-0.7655973516233454+0j)
3,1,(0.1751792188292702+0.12938021982599104j)
3,2,(-0.06570345370698817-0.28869185743891046j)
3,3,(-0.1386081136562924-0.02983756195702363j)
4,-4,(0.05392677589807928+0.0020316296082612986j)
4,-3,(0.1065017180896691+0.3472675732633947j)
4,-2,(-0.5821302829283803-0.0791145262490887j)
4,-1,(0.09510358032243617-0.13521947278541585j)
4,0,(0.039885425962682734+0j)
4,1,(-0.0951035803224361-0.13521947278541585j)
4,2,(-0.5821302829283803+0.07911452624908871j)
4,3,(-0.1065017180896691+0.34726757326339464j)
4,4,(0.05392677589807928-0.002031629608261309j)
5,-5,(0.24614106118444173-0.012515790457500854j)
5,-4,(-0.19561386891375207-0.13911258264477827j)
5,-3,(0.07309870121493606-0.3594834349017542j)
5,-2,(0.26750098737506056+0.17080526361654194j)
5,-1,(-0.11791524620470561+0.054505221855666024j)
5,0,(-0.8588617018446923+0j)
5,1,(0.11791524620470559+0.054505221855665996j)
5,2,(0.2675009873750607-0.17080526361654197j)
5,3,(-0.07309870121493606-0.3594834349017542j)
5,4,(-0.19561386891375204+0.13911258264477827j)
5,5,(-0.24614106118444168-0.012515790457500812j)
6,-6,(-0.31387975509886523+0.06598016353484308j)
6,-5,(0.4652886798108784-0.07594017848541795j)
6,-4,(0.21059444140727734-0.16816467262652768j)
6,-3,(-0.1796045416487526+0.28111514551378125j)
6,-2,(0.16602406405752998-0.09581612419116303j)
6,-1,(-0.10589682708261576+0.14720338154498405j)
6,0,(-0.20705458537236773+0j)
6,1,(0.10589682708261579+0.14720338154498405j)
6,2,(0.16602406405753004+0.09581612419116306j)
6,3,(0.1796045416487526+0.2811151455137813j)
6,4,(0.21059444140727734+0.16816467262652765j)
6,5,(-0.46528867981087835-0.07594017848541791j)
6,6,(-0.3138797550988652-0.06598016353484304j)
7,-7,(0.24503880725905705-0.16782200585610144j)
7,-6,(-0.22562258039604807+0.3751585744873405j)
7,-5,(0.1084213489116547+0.09230022639235633j)
7,-4,(-0.27798450539467123-0.12083661641275278j)
7,-3,(-0.18499575813718486-0.21708340051575753j)
7,-2,(0.2762214709462031-0.2868430941902122j)
7,-1,(0.24864335282820035-0.030752069872106824j)
7,0,(-0.8465076923153229+0j)
7,1,(-0.24864335282820038-0.030752069872106845j)
7,2,(0.27622147094620303+0.2868430941902122j)
7,3,(0.18499575813718486-0.21708340051575753j)
7,4,(-0.2779845053946713+0.12083661641275281j)
7,5,(-0.10842134891165467+0.0923002263923563j)
7,6,(-0.22562258039604807-0.3751585744873404j)
7,7,(-0.24503880725905705-0.16782200585610144j)
8,-8,(-0.22807466977732826+0.10944510360045756j)
8,-7,(0.23202226947804436-0.132077322838817j)
8,-6,(-0.4788799525714954+0.28138643194518137j)
8,-5,(-0.1613502500826836-0.4022550299326983j)
8,-4,(0.3125512733971764-0.19175913046634163j)
8,-3,(0.187400903222855+0.16961596552268962j)
8,-2,(0.12522127452079354+0.07605571170288677j)
8,-1,(-0.05119496024330547+0.2205413548623913j)
8,0,(0.39925417328981083+0j)
8,1,(0.051194960243305505+0.22054135486239135j)
8,2,(0.12522127452079354-0.07605571170288677j)
8,3,(-0.18740090322285502+0.16961596552268962j)
8,4,(0.31255127339717637+0.19175913046634155j)
8,5,(0.1613502500826836-0.4022550299326983j)
8,6,(-0.4788799525714954-0.28138643194518137j)
8,7,(-0.2320222694780444-0.13207732283881699j)
8,8,(-0.2280746697773283-0.10944510360045756j)
9,-9,(0.07609493966353742-0.36775842721846097j)
9,-8,(-0.33353230430620595+0.3749103677265669j)
9,-7,(-0.03647677914747564-0.3305096855680934j)
9,-6,(0.2921809332890204-0.0016927871251623228j)
9,-5,(-0.1361886728529838+0.432191578777989j)
9,-4,(-0.1471802724376459+0.1872571946876819j)
9,-3,(-0.05764095791434316+0.0532080819830912j)
9,-2,(-0.3322011405241369+0.0771219170854769j)
9,-1,(-0.20752122780525445-0.10855343980796671j)
9,0,(-0.3204029475257664+0j)
9,1,(0.2075212278052545-0.10855343980796671j)
9,2,(-0.33220114052413696-0.07712191708547696j)
9,3,(0.05764095791434316+0.053208081983091196j)
9,4,(-0.14718027243764592-0.18725719468768198j)
9,5,(0.1361886728529838+0.4321915787779889j)
9,6,(0.29218093328902045+0.001692787125162354j)
9,7,(0.036476779147475644-0.3305096855680933j)
9,8,(-0.333532304306206-0.3749103677265669j)
9,9,(-0.07609493966353746-0.367758427218461j)
10,-10,(0.058911825243152575+0.5288415675052798j)
10,-9,(-0.09312826442804936-0.529393561349746j)
10,-8,(-0.04312726661732167-0.1382051870314258j)
10,-7,(0.016160874570730198+0.1360087890682185j)
10,-6,(-0.1691595284169767-0.042361143346868545j)
10,-5,(-0.1559668517735241+0.20147593470282338j)
10,-4,(-0.24214481001810914-0.024589168283505543j)
10,-3,(0.17599183948358127-0.3768340053551542j)
10,-2,(0.019451518210443216+0.11039154305390864j)
10,-1,(-0.03840941815224438+0.03361642949530275j)
10,0,(0.02894373893838983+0j)
10,1,(0.03840941815224438+0.03361642949530277j)
10,2,(0.019451518210443237-0.11039154305390868j)
10,3,(-0.17599183948358127-0.3768340053551542j)
10,4,(-0.24214481001810922+0.024589168283505585j)
10,5,(0.1559668517735241+0.20147593470282338j)
10,6,(-0.16915952841697668+0.042361143346868586j)
10,7,(-0.016160874570730156+0.1360087890682185j)
10,8,(-0.043127266617321615+0.13820518703142584j)
10,9,(0.09312826442804939-0.529393561349746j)
10,10,(0.05891182524315254-0.5288415675052798j)
11,-11,(-0.2228772443442952-0.355496108232514j)
11,-10,(0.3387626926631888+0.8238791569289934j)
11,-9,(-0.1465841749222176-0.08913585888530284j)
11,-8,(0.02785378711637969-0.15695191375158823j)
11,-7,(-0.28603823142669177-0.06537611167323369j)
11,-6,(0.0816891077812249-0.3773446173126614j)
11,-5,(0.4050529288676379-0.1818387518526847j)
11,-4,(0.1556622034909596+0.44854731239525814j)
11,-3,(-0.04688053940105346-0.0035081094614123377j)
11,-2,(-0.0338314735271288-0.08893908462280885j)
11,-1,(-0.22852090419589685-0.027928615729564645j)
11,0,(-0.32213488483578795+0j)
11,1,(0.22852090419589685-0.027928615729564663j)
11,2,(-0.03383147352712878+0.08893908462280885j)
11,3,(0.04688053940105348-0.0035081094614123794j)
11,4,(0.15566220349095966-0.44854731239525814j)
11,5,(-0.4050529288676379-0.1818387518526847j)
11,6,(0.08168910778122489+0.3773446173126614j)
11,7,(0.28603823142669177-0.06537611167323373j)
11,8,(0.027853787116379678+0.15695191375158826j)
11,9,(0.14658417492221748-0.08913585888530286j)
11,10,(0.3387626926631888-0.8238791569289934j)
11,11,(0.2228772443442952-0.355496108232514j)
12,-12,(0.3460290545621941+0.41427478580612037j)
12,-11,(-0.3381773193038971-0.6047476345620679j)
12,-10,(0.25265457761466764+0.6115951167712829j)
12,-9,(-0.38610477264610865+0.0024409553132385825j)
12,-8,(0.21769684152968244-0.7625666281448156j)
12,-7,(0.42040109243090096+0.29333587234302544j)
12,-6,(-0.14279447331947492+0.018691972482744665j)
12,-5,(0.1389451861302016-0.13125871220068827j)
12,-4,(-0.1123688296936392+0.031264544051590265j)
12,-3,(-0.294433176413497+0.06074131150029217j)
12,-2,(0.07892906040198787-0.1398959416103552j)
12,-1,(0.2944701553732888-0.12205241832411534j)
12,0,(-0.04449349207507924+0j)
12,1,(-0.2944701553732888-0.12205241832411534j)
12,2,(0.0789290604019879+0.1398959416103552j)
12,3,(0.2944331764134969+0.06074131150029215j)
12,4,(-0.11236882969363911-0.03126454405159025j)
12,5,(-0.1389451861302016-0.13125871220068822j)
12,6,(-0.14279447331947492-0.018691972482744644j)
12,7,(-0.42040109243090096+0.2933358723430256j)
12,8,(0.21769684152968244+0.7625666281448154j)
12,9,(0.38610477264610865+0.0024409553132385825j)
12,10,(0.2526545776146676-0.6115951167712829j)
12,11,(0.338177319303897-0.6047476345620679j)
12,12,(0.3460290545621941-0.41427478580612037j)
13,-13,(-0.40949103517271684-0.32351331356620255j)
13,-12,(0.5963512938296016+0.2762149072242815j)
13,-11,(-0.47835218392345213-0.17539393113687426j)
13,-10,(0.3200969854284921+0.021967487382565286j)
13,-9,(0.19338503338489885+0.43897153555063134j)
13,-8,(-0.24654244135243145+0.05781136473228009j)
13,-7,(0.06871260730416899-0.2724657097578412j)
13,-6,(-0.07303089226740553+0.06917369005171436j)
13,-5,(-0.26656045053075494-0.3254808403449749j)
13,-4,(0.3837149520720903-0.3358939580476211j)
13,-3,(0.045520115286857246+0.2441653588960175j)
13,-2,(-0.07692556214496324+0.08123413170688618j)
13,-1,(0.18382335756881726+0.029598697559748952j)
13,0,(0.008942742566694223+0j)
13,1,(-0.18382335756881726+0.029598697559748918j)
13,2,(-0.07692556214496324-0.08123413170688616j)
13,3,(-0.04552011528685729+0.2441653588960175j)
13,4,(0.3837149520720903+0.3358939580476211j)
13,5,(0.26656045053075506-0.325480840344975j)
13,6,(-0.07303089226740554-0.06917369005171439j)
13,7,(-0.06871260730416903-0.2724657097578412j)
13,8,(-0.24654244135243147-0.05781136473228017j)
13,9,(-0.1933850333848988+0.43897153555063134j)
13,10,(0.32009698542849213-0.021967487382565265j)
13,11,(0.47835218392345213-0.17539393113687424j)
13,12,(0.5963512938296016-0.2762149072242815j)
13,13,(0.4094910351727167-0.32351331356620255j)
14,-14,(0.5251407494322085+0.014666194890607023j)
14,-13,(-0.713409128689184-0.42793990101516427j)
14,-12,(0.5685996021482723-0.25323136687538234j)
14,-11,(0.08192422431741722+0.20963487670141528j)
14,-10,(-0.17736253857199874+0.17338129466325392j)
14,-9,(-0.16975473029491414+0.14315293695983075j)
14,-8,(-0.00839361130276545+0.13994640678640016j)
14,-7,(0.01878226205159736-0.31031622764010963j)
14,-6,(0.24794537767077657+0.298657669368428j)
14,-5,(-0.16593775832342086+0.2793547960357293j)
14,-4,(-0.01763961716510993-0.09659568390434169j)
14,-3,(-0.015002881604138645+0.009533103212959693j)
14,-2,(-0.14709415786440994+0.18628191892700224j)
14,-1,(-0.07893209052986859+0.0596896570240715j)
14,0,(0.22785296553053994+0j)
14,1,(0.07893209052986859+0.0596896570240715j)
14,2,(-0.1470941578644099-0.18628191892700224j)
14,3,(0.015002881604138665+0.009533103212959719j)
14,4,(-0.01763961716510994+0.09659568390434177j)
14,5,(0.1659377583234208+0.2793547960357293j)
14,6,(0.24794537767077657-0.298657669368428j)
14,7,(-0.0187822620515974-0.31031622764010974j)
14,8,(-0.00839361130276543-0.1399464067864002j)
14,9,(0.16975473029491414+0.14315293695983083j)
14,10,(-0.17736253857199877-0.17338129466325386j)
14,11,(-0.08192422431741722+0.2096348767014153j)
14,12,(0.5685996021482723+0.2532313668753824j)
14,13,(0.713409128689184-0.42793990101516427j)
14,14,(0.5251407494322083-0.014666194890607002j)
15,-15,(-0.4972460238183244-0.03806072029332584j)
15,-14,(0.8307601538873658+0.0009736519918827003j)
15,-13,(-0.6520733307847606-0.27172954018778767j)
15,-12,(0.045059982107984994-0.356672460924401j)
15,-11,(0.08826413607471216+0.4140125697419283j)
15,-10,(-0.3613639485079148-0.38562325920507784j)
15,-9,(0.41473096645413765+0.0012847001603695563j)
15,-8,(0.002945590610347954+0.5766151310192321j)
15,-7,(-0.34739672649554504-0.03127494178589515j)
15,-6,(0.07271241705070532+0.0251027129368222j)
15,-5,(-0.2478207877355706+0.04008138204674252j)
15,-4,(-0.21903629769739508-0.17006767429742767j)
15,-3,(0.05741859883414124-0.2677919524228977j)
15,-2,(0.10336952409452466+0.17884496950576842j)
15,-1,(-0.35092923011509564+0.1503993943793042j)
15,0,(-0.012970002052248514+0j)
15,1,(0.3509292301150956+0.1503993943793041j)
15,2,(0.10336952409452466-0.1788449695057684j)
15,3,(-0.05741859883414123-0.26779195242289766j)
15,4,(-0.2190362976973951+0.17006767429742767j)
15,5,(0.24782078773557054+0.0400813820467425j)
15,6,(0.07271241705070532-0.025102712936822227j)
15,7,(0.3473967264955451-0.03127494178589515j)
15,8,(0.0029455906103479333-0.5766151310192321j)
15,9,(-0.4147309664541377+0.0012847001603695563j)
15,10,(-0.3613639485079149+0.3856232592050781j)
15,11,(-0.08826413607471224+0.4140125697419283j)
15,12,(0.04505998210798498+0.3566724609244011j)
15,13,(0.6520733307847606-0.2717295401877877j)
15,14,(0.8307601538873658-0.0009736519918827314j)
15,15,(0.4972460238183243-0.0380607202933258j)
16,-16,(0.31107370294895725-0.19525650931961902j)
16,-15,(-0.5236958628420594+0.37086501549915835j)
16,-14,(0.7614600638067114+0.15888108641515294j)
16,-13,(-0.2793424560164074+0.06862645521688825j)
16,-12,(-0.20176880542183473-1.0005478448791163j)
16,-11,(0.8321206566922551+0.22924514437880783j)
16,-10,(-0.22862631814673623+0.3568376184426645j)
16,-9,(-0.14951555815134795-0.25191016134513455j)
16,-8,(0.21495376547240364+0.20692867107192472j)
16,-7,(-0.29056499687728843-0.030241820774090548j)
16,-6,(-0.06124514676803853-0.2368183431682872j)
16,-5,(0.1818471328522723-0.04456656921600088j)
16,-4,(-0.26132889407040977+0.45759893238795174j)
16,-3,(-0.013210362149074369-0.05618256190772295j)
16,-2,(-0.015946032415012-0.038559962927093065j)
16,-1,(-0.1695323949839563-0.005926064562835362j)
16,0,(-0.11111982841094714+0j)
16,1,(0.16953239498395625-0.005926064562835367j)
16,2,(-0.015946032415012+0.03855996292709307j)
16,3,(0.013210362149074364-0.05618256190772294j)
16,4,(-0.2613288940704097-0.45759893238795174j)
16,5,(-0.18184713285227233-0.04456656921600092j)
16,6,(-0.061245146768038515+0.23681834316828715j)
16,7,(0.29056499687728843-0.030241820774090485j)
16,8,(0.21495376547240366-0.2069286710719248j)
16,9,(0.14951555815134798-0.2519101613451346j)
16,10,(-0.2286263181467362-0.35683761844266443j)
16,11,(-0.8321206566922552+0.22924514437880786j)
16,12,(-0.20176880542183473+1.0005478448791165j)
16,13,(0.27934245601640756+0.06862645521688829j)
16,14,(0.7614600638067113-0.1588810864151529j)
16,15,(0.5236958628420593+0.3708650154991583j)
16,16,(0.31107370294895725+0.19525650931961902j)
17,-17,(-0.2360293949728528+0.4117189457646728j)
17,-16,(0.4952914796714782-0.4965609398373718j)
17,-15,(-0.7677518286288064+0.30793250818158757j)
17,-14,(0.19142112172097367+0.2433952545837246j)
17,-13,(0.2060946078545319-0.15941163213079837j)
17,-12,(-0.22505522712172094-0.1848207509777952j)
17,-11,(-0.04123202062951926-0.027789696225132273j)
17,-10,(0.0043202749948308816-0.20743454335920244j)
17,-9,(-0.01616029978403166-0.22400306257454045j)
17,-8,(0.228593602991355-0.3167989595876919j)
17,-7,(0.10227045383374038+0.3993857753328666j)
17,-6,(-0.18634037661765962-0.07999382004899928j)
17,-5,(-0.0030288932356577697-0.28430824674776717j)
17,-4,(-0.09019288810832028+0.12320293822716229j)
