l,m,alm
0,0,(0.24843089039158087+0j)
1,-1,(0.23654317655180326-0.9144255467751895j)
1,0,(-0.36273621994870886+0j)
1,1,(-0.23654317655180326-0.9144255467751895j)
2,-2,(0.7171891867154978-0.05005932776971607j)
2,-1,(-0.1392564953022861-0.31805249617937686j)
2,0,(-0.34528684455885417+0j)
2,1,(0.13925649530228615-0.3180524961793769j)
2,2,(0.7171891867154979+0.05005932776971603j)
3,-3,(-0.5874685850854718+1.5819180886055988j)
3,-2,(0.08357621997840609+0.8249182025987348j)
3,-1,(-0.13154283771945138-0.6656965320910768j)
3,0,(-1.7088714579067181+0j)
3,1,(0.1315428377194514-0.6656965320910768j)
3,2,(0.08357621997840613-0.8249182025987348j)
3,3,(0.5874685850854718+1.5819180886055988j)
4,-4,(-0.06583155276672997-0.8072187051959492j)
4,-3,(-0.4202816049747595+0.14758248481629993j)
4,-2,(-0.02808113620905945-0.13683111789357796j)
4,-1,(0.3967269108362688-0.05065291821426499j)
4,0,(0.5542733969865243+0j)
4,1,(-0.3967269108362688-0.05065291821426499j)
4,2,(-0.02808113620905945+0.1368311178935779j)
4,3,(0.4202816049747595+0.14758248481629976j)
4,4,(-0.06583155276673014+0.8072187051959491j)
5,-5,(-0.24027879456417164+0.7966079262256484j)
5,-4,(1.1493484899296909+0.03408902901205738j)
5,-3,(0.2561983842940834-0.06080590377523705j)
5,-2,(0.42269654582615296-0.5017000309615248j)
5,-1,(-0.3564941288667843+0.3414691372057178j)
5,0,(-0.5891475647233047+0j)
5,1,(0.3564941288667843+0.3414691372057178j)
5,2,(0.42269654582615307+0.5017000309615249j)
5,3,(-0.25619838429408337-0.06080590377523705j)
5,4,(1.1493484899296909-0.034089029012057424j)
5,5,(0.24027879456417164+0.7966079262256482j)
6,-6,(0.02477028256695047-1.1110029998791704j)
6,-5,(0.11454083841735221+0.12563498112003832j)
6,-4,(0.020859451291405543+0.18248837215590266j)
6,-3,(0.34867409723179255+0.5860933960724782j)
6,-2,(-0.13792170070451917+0.011506063232371123j)
