l,m,alm
0,0,(0.36504937126069353+0j)
1,-1,(0.3206447588731804-1.2693021745768394j)
1,0,(-0.6501741115469197+0j)
1,1,(-0.3206447588731804-1.2693021745768394j)
2,-2,(0.9675010910844144-0.3056516190827319j)
2,-1,(-0.10068702667637218-0.003362569335624456j)
2,0,(-0.1913172828834085+0j)
2,1,(0.10068702667637218-0.0033625693356242902j)
2,2,(0.9675010910844147+0.305651619082732j)
3,-3,(-0.08438066048996343+1.4689065532434034j)
3,-2,(-0.046525557421831905+1.2362130422587447j)
3,-1,(0.48828161432210665-0.3489295571080708j)
3,0,(-1.7167803207326118+0j)
3,1,(-0.4882816143221068-0.34892955710807083j)
3,2,(-0.046525557421831946-1.2362130422587447j)
3,3,(0.08438066048996339+1.4689065532434036j)
4,-4,(0.31515708100569423-0.4953664133702958j)
4,-3,(-0.258259397152507+0.7032226823438807j)
4,-2,(-0.5078637262688791+0.2749509687484679j)
4,-1,(0.8363518043575503+0.18352091677493226j)
4,0,(0.3631386084945471+0j)
4,1,(-0.8363518043575503+0.1835209167749322j)
4,2,(-0.5078637262688791-0.27495096874846775j)
4,3,(0.25825939715250706+0.7032226823438807j)
4,4,(0.31515708100569434+0.4953664133702958j)
5,-5,(1.0010018287684783+1.9745115145865566j)
5,-4,(1.3713228467301883-0.45913926679935224j)
5,-3,(-0.30019011131210016-0.3342637094978781j)
5,-2,(0.3148030675697369-0.6196695858743374j)
5,-1,(-0.15701522034276208+0.12485537178111399j)
5,0,(0.6643015045415462+0j)
5,1,(0.15701522034276202+0.12485537178111399j)
5,2,(0.314803067569737+0.6196695858743374j)
5,3,(0.30019011131210016-0.33426370949787804j)
5,4,(1.3713228467301883+0.45913926679935224j)
5,5,(-1.001001828768478+1.9745115145865564j)
6,-6,(-1.7002241381424381-0.7151345948751762j)
6,-5,(-0.8809127798442018+0.7726837447342844j)
6,-4,(1.343136681303334-1.3928486248021097j)
6,-3,(0.7670857805074283-0.934240398961185j)
6,-2,(-0.3689520851217472+0.551234030101912j)
6,-1,(-0.4370634400372218+0.026697250050394236j)
6,0,(-0.5631999718380805+0j)
6,1,(0.4370634400372218+0.026697250050394212j)
6,2,(-0.36895208512174715-0.551234030101912j)
6,3,(-0.7670857805074283-0.934240398961185j)
6,4,(1.3431366813033336+1.3928486248021097j)
6,5,(0.8809127798442018+0.7726837447342844j)
6,6,(-1.7002241381424381+0.7151345948751762j)
7,-7,(1.5498469858677004+1.8288652018826335j)
7,-6,(1.7828912856296437-1.1052082726843298j)
7,-5,(-0.35944619061098343+1.1979489723513346j)
7,-4,(-0.19067085528653302+0.3080630441298483j)
7,-3,(0.8194219736638794-0.8926810692753865j)
7,-2,(-0.4475699941873156-0.3879435936822122j)
7,-1,(-0.9027767838846434+0.2470876221226352j)
7,0,(-1.3545508211008717+0j)
7,1,(0.9027767838846434+0.24708762212263521j)
7,2,(-0.4475699941873156+0.3879435936822122j)
7,3,(-0.8194219736638794-0.8926810692753866j)
7,4,(-0.19067085528653294-0.30806304412984825j)
7,5,(0.3594461906109834+1.1979489723513344j)
