l,m,alm
0,0,(0.22985451094825865+0j)
1,-1,(-0.11039535494454952+0.2845460299116362j)
1,0,(0.44984347349082193+0j)
1,1,(0.11039535494454952+0.2845460299116362j)
2,-2,(0.12444132308306707-0.3074236757707484j)
2,-1,(-0.32441408843462927-0.28825014255927167j)
2,0,(-0.5430676432597136+0j)
2,1,(0.3244140884346292-0.2882501425592718j)
2,2,(0.12444132308306707+0.3074236757707484j)
3,-3,(-2.1475522872247397+1.0239232702972394j)
3,-2,(-1.5238742309669842+1.7488159921823903j)
3,-1,(1.5101200381905395-0.026904988642459143j)
3,0,(-2.1485111316089553+0j)
3,1,(-1.5101200381905395-0.02690498864245908j)
3,2,(-1.5238742309669846-1.7488159921823903j)
3,3,(2.1475522872247397+1.0239232702972394j)
4,-4,(0.30044833762105405+0.06745918921837073j)
4,-3,(1.530384911740205+1.948690908026358j)
4,-2,(-0.3376928224633413-1.0624280139670943j)
4,-1,(-0.15360477071409173+0.33036789021645807j)
4,0,(-1.2587470779569552+0j)
4,1,(0.15360477071409182+0.33036789021645807j)
4,2,(-0.3376928224633412+1.0624280139670943j)
4,3,(-1.530384911740205+1.948690908026358j)
4,4,(0.300448337621054-0.06745918921837085j)
5,-5,(-2.810604551635601+1.3271366351706622j)
5,-4,(0.5434705888434472+0.037525682553866464j)
5,-3,(-0.4344224129775452+1.4729017816981653j)
5,-2,(1.083517946872086-1.666499965833445j)
5,-1,(-0.37841010072965614+0.08611459010784422j)
5,0,(2.1753607299581375+0j)
5,1,(0.37841010072965603+0.08611459010784418j)
5,2,(1.083517946872086+1.666499965833445j)
5,3,(0.43442241297754525+1.4729017816981655j)
5,4,(0.5434705888434475-0.03752568255386659j)
5,5,(2.8106045516356004+1.3271366351706615j)
6,-6,(0.3539528821273739+3.43881147758733j)
6,-5,(-1.5650470573862205-2.3946377573819633j)
6,-4,(-0.5493902745339446-1.2698100597213025j)
6,-3,(1.3670950815951164-0.6045362915380291j)
6,-2,(-0.7637737758733207+0.5685809733164804j)
6,-1,(0.31528040296958076-0.11175896007721098j)
6,0,(2.2104001713646118+0j)
6,1,(-0.3152804029695809-0.11175896007721094j)
6,2,(-0.7637737758733211-0.5685809733164804j)
6,3,(-1.3670950815951166-0.6045362915380291j)
6,4,(-0.5493902745339447+1.2698100597213025j)
6,5,(1.5650470573862212-2.3946377573819633j)
6,6,(0.3539528821273739-3.4388114775873286j)
7,-7,(-1.9286844286941591+1.824657900202626j)
7,-6,(0.8218266151397234-2.090255818502353j)
7,-5,(-1.1904016875060217-0.02407450585513721j)
7,-4,(-0.2190407057775009+1.1772865677393747j)
7,-3,(1.7319103397622495-0.7354656898363479j)
7,-2,(0.5423245914273431-0.11985874617126446j)
7,-1,(0.011591571173961573-0.783068577986763j)
7,0,(-0.9611397563232517+0j)
7,1,(-0.01159157117396148-0.783068577986763j)
7,2,(0.5423245914273431+0.11985874617126446j)
7,3,(-1.7319103397622493-0.7354656898363481j)
7,4,(-0.21904070577750093-1.177286567739375j)
7,5,(1.1904016875060217-0.024074505855136964j)
7,6,(0.8218266151397234+2.0902558185023534j)
7,7,(1.9286844286941591+1.824657900202626j)
8,-8,(-2.1068589718644404+3.499635690729979j)
