l,m,alm
0,0,(-0.27900196887341094+0j)
1,-1,(-1.4574920700654577-0.03906104922997212j)
1,0,(-0.9269185683586055+0j)
1,1,(1.4574920700654577-0.03906104922997212j)
2,-2,(0.48197245935069116-0.25282113279968993j)
2,-1,(-0.6639402941056456+0.38760043206205624j)
2,0,(-0.6002133183895202+0j)
2,1,(0.6639402941056458+0.38760043206205635j)
2,2,(0.4819724593506913+0.25282113279969j)
3,-3,(1.9087199498792236+0.5183058401899049j)
3,-2,(0.37886849454546356-0.6112408581822799j)
3,-1,(0.08447396358096294-0.5049121932299128j)
3,0,(1.3942989656588873+0j)
3,1,(-0.08447396358096294-0.5049121932299127j)
3,2,(0.37886849454546345+0.61124085818228j)
3,3,(-1.9087199498792236+0.5183058401899048j)
4,-4,(0.31623819567484035+1.2147657310521651j)
4,-3,(-1.1434655778834544-0.5098834463094885j)
4,-2,(0.32468378757054006+0.5344420615178416j)
4,-1,(-0.44756665472874463+0.5604933146020018j)
4,0,(0.4941984648367529+0j)
4,1,(0.44756665472874446+0.5604933146020017j)
4,2,(0.32468378757054006-0.5344420615178416j)
4,3,(1.1434655778834544-0.5098834463094883j)
4,4,(0.3162381956748405-1.2147657310521651j)
5,-5,(0.4609300347683735-0.6690341245261752j)
5,-4,(2.1457211500419575+1.2336370258879306j)
5,-3,(1.2977213216822694+1.4624398839631327j)
5,-2,(-0.8262394644987647-1.3666868920948583j)
5,-1,(0.31179689822303713+0.5562042766547306j)
5,0,(-2.3565037714376302+0j)
5,1,(-0.311796898223037+0.5562042766547305j)
5,2,(-0.8262394644987647+1.3666868920948585j)
5,3,(-1.2977213216822694+1.4624398839631327j)
5,4,(2.145721150041958-1.2336370258879303j)
5,5,(-0.46093003476837335-0.6690341245261751j)
6,-6,(1.0829642699990825-0.40464716581384913j)
6,-5,(1.5557792513565067+2.1414463980323846j)
6,-4,(0.48313388916292366+0.6384861103443255j)
6,-3,(-0.6932200890789422-0.4205894066839871j)
6,-2,(-0.32044989402283885-0.4882263563194951j)
6,-1,(0.25795418999616654-0.5846395170137118j)
6,0,(1.0313862831368432+0j)
6,1,(-0.25795418999616654-0.5846395170137118j)
6,2,(-0.3204498940228389+0.4882263563194951j)
6,3,(0.6932200890789422-0.42058940668398725j)
6,4,(0.4831338891629237-0.6384861103443252j)
6,5,(-1.5557792513565065+2.1414463980323846j)
6,6,(1.0829642699990822+0.40464716581384913j)
7,-7,(-1.1217481901500923+0.8228743367322402j)
7,-6,(-2.1934775514083906+2.261592605934138j)
7,-5,(2.1563777977001672-1.330759253041396j)
7,-4,(0.2582634822029138+1.0720348092990206j)
7,-3,(-1.4320857328512087+0.22874084662733948j)
7,-2,(0.7370948779653586+1.2153771329820022j)
7,-1,(-0.6638932416740394+1.1126261270544828j)
7,0,(-0.7295401172815575+0j)
7,1,(0.6638932416740396+1.1126261270544833j)
7,2,(0.7370948779653586-1.2153771329820022j)
7,3,(1.4320857328512087+0.2287408466273395j)
7,4,(0.2582634822029138-1.0720348092990206j)
7,5,(-2.156377797700167-1.3307592530413959j)
7,6,(-2.19347755140839-2.261592605934138j)
7,7,(1.1217481901500925+0.8228743367322402j)
8,-8,(-0.9498047823864908-0.4956492596797822j)
8,-7,(-1.0651872123412813-0.6437981332410899j)
8,-6,(1.5472900476296638-1.9380565825616096j)
8,-5,(-0.043862672274211534-1.199787174552601j)
8,-4,(0.07837949107536324-1.1793983622951003j)
8,-3,(0.386609137949075-0.2629573117137941j)
8,-2,(0.17610146590661355-1.163208073766453j)
8,-1,(0.4091620005930894+0.3909115304824319j)
8,0,(-0.9358528313881236+0j)
8,1,(-0.4091620005930894+0.39091153048243193j)
8,2,(0.17610146590661346+1.1632080737664534j)
8,3,(-0.386609137949075-0.26295731171379405j)
8,4,(0.07837949107536332+1.1793983622951003j)
8,5,(0.043862672274211534-1.199787174552601j)
8,6,(1.5472900476296638+1.9380565825616096j)
8,7,(1.0651872123412816-0.64379813324109j)
8,8,(-0.949804782386491+0.4956492596797821j)
9,-9,(-0.31336617680579376-1.227258807690803j)
9,-8,(-0.6410820035503035+1.517074677498445j)
9,-7,(-1.4483328422524178-0.3053331989175096j)
9,-6,(-0.7417648787581831+1.2799133622459422j)
9,-5,(1.3018672162454035+0.32902832228267037j)
9,-4,(-0.10528579198918785-0.6867646710302451j)
9,-3,(0.41959280264033233-0.6428757439554652j)
9,-2,(0.43707878140214096+1.0373813035328558j)
9,-1,(1.1814129864540748-0.7896953127119422j)
9,0,(0.4310870897888144+0j)
9,1,(-1.181412986454075-0.7896953127119422j)
9,2,(0.43707878140214096-1.037381303532856j)
9,3,(-0.4195928026403323-0.6428757439554654j)
9,4,(-0.10528579198918783+0.686764671030245j)
9,5,(-1.3018672162454032+0.32902832228267037j)
9,6,(-0.7417648787581833-1.2799133622459424j)
9,7,(1.4483328422524173-0.3053331989175097j)
9,8,(-0.6410820035503034-1.517074677498445j)
9,9,(0.3133661768057937-1.2272588076908026j)
10,-10,(-0.24930847819278584+0.35729698479650673j)
10,-9,(-1.4220418415616443-1.6103229380126092j)
10,-8,(-1.4963391787109037-1.2600332301900676j)
10,-7,(0.013873859897410164+1.2742456851610195j)
10,-6,(-0.6205329270027983-1.456213953233258j)
10,-5,(0.2044530331723083-2.2971350360970595j)
10,-4,(-0.12260536310626709+0.21056226271257797j)
10,-3,(0.17472943805314+0.525719312887671j)
10,-2,(0.611349887329989+1.2773898674945516j)
10,-1,(0.06243748881781107+0.36943012622911886j)
10,0,(-0.7779023253168618+0j)
10,1,(-0.06243748881781111+0.3694301262291188j)
10,2,(0.611349887329989-1.2773898674945519j)
10,3,(-0.17472943805314017+0.525719312887671j)
10,4,(-0.12260536310626712-0.21056226271257797j)
10,5,(-0.20445303317230826-2.29713503609706j)
10,6,(-0.6205329270027984+1.4562139532332585j)
10,7,(-0.013873859897410277+1.2742456851610193j)
10,8,(-1.4963391787109037+1.2600332301900676j)
10,9,(1.4220418415616443-1.6103229380126092j)
10,10,(-0.2493084781927859-0.3572969847965068j)
11,-11,(-0.20043657989714223-0.278461186212997j)
11,-10,(-0.3836477684486057-1.1019352521983818j)
11,-9,(-1.1313798281284446-2.367605523885415j)
11,-8,(-1.2198070363539648+2.0541013932029752j)
11,-7,(1.018528440457993-2.134068680084774j)
11,-6,(0.38536828670915463-1.001880713383103j)
11,-5,(-1.576422133454789+0.6256887345708305j)
11,-4,(0.3844548479540464-0.587160423801765j)
11,-3,(0.12660588419820143+0.0343195248272985j)
11,-2,(-0.9534133689354487-1.6965317809732725j)
11,-1,(-0.8087518026342629-0.3770921777976987j)
11,0,(-1.3414570720520904+0j)
11,1,(0.8087518026342632-0.3770921777976987j)
11,2,(-0.9534133689354484+1.6965317809732723j)
11,3,(-0.12660588419820143+0.03431952482729853j)
11,4,(0.3844548479540464+0.5871604238017651j)
11,5,(1.5764221334547892+0.6256887345708307j)
11,6,(0.38536828670915463+1.001880713383103j)
11,7,(-1.018528440457993-2.134068680084774j)
11,8,(-1.219807036353965-2.0541013932029752j)
11,9,(1.1313798281284446-2.367605523885415j)
11,10,(-0.38364776844860554+1.1019352521983818j)
11,11,(0.20043657989714214-0.278461186212997j)
12,-12,(0.7187381041600722-0.48646117016568374j)
12,-11,(2.9503447352092933-0.3391993425275324j)
12,-10,(-0.7099774188972804+0.16269219580239472j)
