l,m,alm
0,0,(0.028576307955547053+0j)
1,-1,(0.8519596694404312-0.4700320095114385j)
1,0,(-0.14639407521770123+0j)
1,1,(-0.8519596694404312-0.4700320095114385j)
2,-2,(-1.7833251420758833-1.3098413279003476j)
2,-1,(-0.032420666283887296+0.18989922259714292j)
2,0,(-0.7713064169126784+0j)
2,1,(0.03242066628388732+0.18989922259714284j)
2,2,(-1.783325142075884+1.3098413279003478j)
3,-3,(2.857023010699945+1.3523954496048265j)
3,-2,(-1.7231442725310846+0.12385002175682068j)
3,-1,(-1.0881268254196381-0.8185636233849103j)
3,0,(-1.419021519881753+0j)
3,1,(1.0881268254196381-0.8185636233849103j)
3,2,(-1.7231442725310846-0.12385002175682068j)
3,3,(-2.857023010699945+1.3523954496048267j)
4,-4,(-4.255617307418254+2.2664513827231336j)
4,-3,(0.8401661343780926+1.617446184721118j)
4,-2,(1.3689381762219563+0.09607012148398963j)
4,-1,(-0.47624805015338884-1.0843905206794466j)
4,0,(0.1971106787598478+0j)
4,1,(0.47624805015338895-1.084390520679446j)
4,2,(1.3689381762219563-0.09607012148398963j)
4,3,(-0.8401661343780926+1.6174461847211175j)
4,4,(-4.255617307418254-2.266451382723134j)
5,-5,(-0.8472906269822575+3.005031301417039j)
5,-4,(-5.914855117519299+1.1763178685511086j)
5,-3,(-1.0213829624661028+0.7919946516696716j)
5,-2,(1.5987103845829265+1.1682036990290379j)
5,-1,(4.7125855938813886e-05-0.10949608058651504j)
5,0,(2.8613857200160884+0j)
5,1,(-4.7125855938855336e-05-0.10949608058651492j)
5,2,(1.5987103845829267-1.168203699029038j)
5,3,(1.0213829624661028+0.7919946516696716j)
5,4,(-5.914855117519299-1.1763178685511086j)
5,5,(0.8472906269822575+3.005031301417039j)
6,-6,(1.2763787085904-1.2362326118132119j)
6,-5,(2.143757309692808-0.8650466889209923j)
6,-4,(-0.1544886964163498+0.8541482387351952j)
6,-3,(0.005579911748218424-0.9233588145065305j)
6,-2,(-0.8451033775457563+0.007217819354835541j)
6,-1,(0.1359813102990567+1.4366118211437844j)
6,0,(0.33047522691431935+0j)
6,1,(-0.13598131029905672+1.4366118211437848j)
6,2,(-0.8451033775457565-0.007217819354835582j)
6,3,(-0.005579911748218755-0.9233588145065306j)
6,4,(-0.15448869641635002-0.8541482387351949j)
6,5,(-2.1437573096928078-0.8650466889209918j)
6,6,(1.2763787085904006+1.2362326118132119j)
7,-7,(-0.39500426759604973+1.1057859692330314j)
7,-6,(5.342087347750221+4.248990265357047j)
7,-5,(-0.2030699204744244+0.787423271866391j)
7,-4,(3.131711911937454+0.6254448887204805j)
7,-3,(0.15357242910586744-0.4574403102936479j)
7,-2,(-0.4108517691444159-1.4730135560419861j)
7,-1,(-0.1159415519287095+1.022723576885718j)
7,0,(-2.573384518370739+0j)
7,1,(0.1159415519287095+1.022723576885718j)
7,2,(-0.41085176914441607+1.4730135560419861j)
7,3,(-0.15357242910586758-0.45744031029364796j)
7,4,(3.131711911937454-0.6254448887204802j)
7,5,(0.2030699204744244+0.7874232718663913j)
7,6,(5.342087347750221-4.248990265357047j)
7,7,(0.39500426759605006+1.1057859692330312j)
8,-8,(1.7484868226951036+0.11136259816066546j)
8,-7,(-3.445908591206152+0.581627257891004j)
8,-6,(-2.5605336258581017-0.6239534613020369j)
8,-5,(0.5222728659732947-1.566391308819958j)
8,-4,(0.8992868848242048-0.39727790592479667j)
8,-3,(-0.42766085799378256+0.8503513342964572j)
8,-2,(-0.3569832498972159-0.23297274615580174j)
8,-1,(0.5258035024136717+0.06870474489881895j)
8,0,(-1.1219898063234681+0j)
8,1,(-0.5258035024136717+0.06870474489881899j)
8,2,(-0.35698324989721597+0.23297274615580166j)
8,3,(0.42766085799378256+0.8503513342964569j)
8,4,(0.8992868848242045+0.3972779059247966j)
8,5,(-0.5222728659732948-1.566391308819958j)
8,6,(-2.5605336258581017+0.6239534613020369j)
8,7,(3.445908591206152+0.581627257891004j)
8,8,(1.7484868226951036-0.11136259816066546j)
9,-9,(-2.1315015032285323+3.0590929358196197j)
9,-8,(1.8162295457362347-0.09588823541592718j)
9,-7,(0.5419748419819066+0.041419817720358465j)
9,-6,(-3.386571315062249-1.9515352623539766j)
9,-5,(0.19441759791055535-3.126922310774796j)
9,-4,(-1.7542854237311682-1.0263082261164127j)
9,-3,(0.822428399379902-0.5868507415453103j)
9,-2,(0.1815389153195062+0.7807993664407961j)
9,-1,(-0.11001019941201556-0.11233610862634374j)
9,0,(0.767840373150398+0j)
9,1,(0.11001019941201548-0.11233610862634374j)
9,2,(0.1815389153195062-0.7807993664407961j)
9,3,(-0.822428399379902-0.5868507415453104j)
9,4,(-1.7542854237311685+1.0263082261164131j)
9,5,(-0.19441759791055535-3.126922310774796j)
9,6,(-3.38657131506225+1.9515352623539766j)
9,7,(-0.5419748419819065+0.04141981772035828j)
9,8,(1.8162295457362347+0.09588823541592727j)
9,9,(2.1315015032285323+3.0590929358196197j)
10,-10,(-0.17935941681672005+1.419985604482301j)
10,-9,(-2.1994435724935535+4.057441221321001j)
10,-8,(-0.4567620792190566+2.7568639453333352j)
10,-7,(1.5847770897608757-0.1772565578242318j)
10,-6,(2.1715247898682652+0.5812881972307783j)
10,-5,(-1.5440826190188794+0.2285417751495275j)
10,-4,(-2.0680920164185324-0.4111805302765958j)
10,-3,(0.21411477441505877-1.7227563642950015j)
10,-2,(1.4163471517800281+0.40435004108689393j)
10,-1,(0.21936690063718825-0.9264192303174306j)
10,0,(0.6217595275618012+0j)
10,1,(-0.21936690063718817-0.9264192303174307j)
10,2,(1.4163471517800281-0.40435004108689393j)
10,3,(-0.2141147744150587-1.722756364295002j)
10,4,(-2.068092016418533+0.41118053027659573j)
10,5,(1.5440826190188794+0.22854177514952756j)
10,6,(2.1715247898682657-0.581288197230778j)
10,7,(-1.584777089760876-0.17725655782423172j)
10,8,(-0.4567620792190569-2.7568639453333352j)
10,9,(2.199443572493554+4.057441221321001j)
10,10,(-0.17935941681671988-1.4199856044823005j)
11,-11,(2.201997424638883+3.124206927880488j)
11,-10,(-1.2848367118607287+5.469030677473283j)
11,-9,(1.2338319099868809+4.534224163377078j)
11,-8,(-2.2338724240771803+5.0299276603949j)
11,-7,(-2.011875598243001-0.4052946134960862j)
11,-6,(2.3279993703384907-1.067346305861768j)
11,-5,(-0.9061810281912213+1.3994797399892394j)
11,-4,(0.19593559116730122+0.3076322788102379j)
11,-3,(-1.8519056120172637-0.15728711340431797j)
11,-2,(-0.627334739266321-0.8962829311971052j)
11,-1,(0.6304601625436299-0.31074669255984766j)
11,0,(0.8437193715736007+0j)
11,1,(-0.6304601625436298-0.3107466925598477j)
11,2,(-0.6273347392663208+0.8962829311971051j)
11,3,(1.8519056120172637-0.15728711340431797j)
11,4,(0.19593559116730147-0.307632278810238j)
11,5,(0.9061810281912214+1.3994797399892396j)
11,6,(2.3279993703384907+1.067346305861768j)
11,7,(2.011875598243001-0.4052946134960859j)
11,8,(-2.2338724240771803-5.0299276603949j)
11,9,(-1.2338319099868806+4.534224163377078j)
11,10,(-1.2848367118607285-5.469030677473283j)
11,11,(-2.2019974246388827+3.124206927880488j)
12,-12,(-1.7756043237888703-0.9841438479708219j)
12,-11,(0.5443331925220267-2.052456424863317j)
12,-10,(-0.946616156043057-2.493577520561753j)
12,-9,(3.7685682990122698+0.23523602748433184j)
12,-8,(0.5748574726021703+3.192445538762594j)
12,-7,(-1.0746769703276868+1.3865986599820637j)
12,-6,(0.4181942732976803-1.1333431605850246j)
12,-5,(-0.12146334129594324-0.33269673617910833j)
12,-4,(2.1117798011193125-0.1846673282353672j)
12,-3,(-0.17584788679740188+1.6553482421917112j)
12,-2,(-1.655894680885046-0.963218150664129j)
12,-1,(-1.1559533282466898+0.2502634743741958j)
12,0,(0.5351501523260458+0j)
12,1,(1.1559533282466898+0.250263474374196j)
12,2,(-1.6558946808850465+0.963218150664129j)
12,3,(0.17584788679740185+1.655348242191711j)
12,4,(2.1117798011193125+0.1846673282353671j)
12,5,(0.12146334129594326-0.33269673617910844j)
12,6,(0.4181942732976801+1.1333431605850246j)
12,7,(1.074676970327687+1.3865986599820637j)
12,8,(0.5748574726021702-3.192445538762593j)
12,9,(-3.7685682990122698+0.23523602748433167j)
12,10,(-0.946616156043057+2.4935775205617525j)
12,11,(-0.544333192522026-2.052456424863317j)
12,12,(-1.775604323788871+0.9841438479708218j)
13,-13,(2.4405070210703665-1.468293107154678j)
13,-12,(5.876247276706346+1.3434898745895998j)
13,-11,(3.768353832862229+2.69193936097997j)
13,-10,(-0.06261378170233045-3.870681645865572j)
13,-9,(-0.4853349875714581-2.0760564127981365j)
13,-8,(1.2590906070540797-0.9790354595440932j)
13,-7,(2.699393156218093+3.2685043586848685j)
13,-6,(-0.8846538780688212+1.7117543154898385j)
13,-5,(0.775188775221925-0.7381717936465941j)
13,-4,(1.4234511909026701+0.3539610842761814j)
13,-3,(1.2495902275191566+1.0228150194182395j)
13,-2,(1.1234042341907282+0.393521736886244j)
13,-1,(-0.9308328472957579+0.03424757560691521j)
13,0,(-0.9750822223190229+0j)
13,1,(0.9308328472957579+0.03424757560691519j)
13,2,(1.1234042341907282-0.3935217368862439j)
13,3,(-1.2495902275191566+1.0228150194182395j)
13,4,(1.4234511909026701-0.3539610842761814j)
13,5,(-0.775188775221925-0.7381717936465944j)
13,6,(-0.8846538780688216-1.7117543154898385j)
13,7,(-2.699393156218093+3.2685043586848685j)
13,8,(1.25909060705408+0.9790354595440932j)
13,9,(0.4853349875714581-2.0760564127981365j)
13,10,(-0.06261378170233053+3.870681645865572j)
13,11,(-3.7683538328622292+2.69193936097997j)
13,12,(5.876247276706347-1.3434898745895998j)
13,13,(-2.440507021070366-1.4682931071546779j)
14,-14,(-2.0684319437565977-0.786633013475456j)
14,-13,(-2.3200139904116504-4.014496096135903j)
14,-12,(1.439318574593274+2.3547440429872784j)
14,-11,(0.3513874393595345+1.0605505954531602j)
14,-10,(-0.4503858983357513-4.441294753265173j)
14,-9,(-1.6847433093021673-2.366243444054261j)
14,-8,(-0.679178214239739-1.6489984321161608j)
14,-7,(2.0255448754810654+2.0938769491002036j)
14,-6,(-2.317119576278368+1.4989349136134111j)
14,-5,(1.470864789412069+0.8288945364230638j)
14,-4,(-0.21489312212511286+1.0726137808863343j)
14,-3,(0.17395940734656412-0.06714847611595538j)
14,-2,(1.877051996081606+1.314337199140791j)
14,-1,(1.143190598796447+0.15563585897097026j)
14,0,(0.23944365057785919+0j)
14,1,(-1.1431905987964475+0.1556358589709703j)
14,2,(1.8770519960816057-1.314337199140791j)
14,3,(-0.1739594073465642-0.06714847611595547j)
14,4,(-0.21489312212511305-1.072613780886335j)
14,5,(-1.470864789412069+0.8288945364230638j)
14,6,(-2.317119576278368-1.4989349136134118j)
14,7,(-2.025544875481066+2.0938769491002036j)
14,8,(-0.679178214239739+1.6489984321161608j)
14,9,(1.6847433093021669-2.3662434440542612j)
14,10,(-0.4503858983357513+4.441294753265173j)
14,11,(-0.35138743935953465+1.0605505954531602j)
14,12,(1.4393185745932722-2.354744042987278j)
14,13,(2.32001399041165-4.014496096135903j)
14,14,(-2.0684319437565972+0.7866330134754558j)
15,-15,(1.2458414683014343+0.5936435537467557j)
15,-14,(0.5034227036332443-0.8167039007470803j)
15,-13,(-1.8187624959175535-4.430980228458765j)
15,-12,(2.6259137771912164+0.7548168932367363j)
15,-11,(1.1233427961806202-0.5119171190658192j)
15,-10,(-1.4863665634022392-1.2108566429198755j)
15,-9,(-1.7109693816061495-3.406807322812334j)
15,-8,(0.2001157240508783-1.1738067891338144j)
15,-7,(-0.4800748849042144-1.833583629636595j)
15,-6,(-1.1669796281150393-0.6861857695762499j)
15,-5,(-0.4246522376811477+1.7959506420289164j)
15,-4,(-1.2340645880371424+0.290983808175999j)
15,-3,(0.11772477892738065-0.24367346635243564j)
15,-2,(-0.9383669131683673+0.45893085509481457j)
15,-1,(0.9951719316008227+0.6790316788856533j)
15,0,(1.638787335695061+0j)
15,1,(-0.9951719316008226+0.6790316788856532j)
15,2,(-0.9383669131683672-0.45893085509481474j)
15,3,(-0.11772477892738065-0.24367346635243572j)
15,4,(-1.2340645880371421-0.290983808175999j)
15,5,(0.4246522376811477+1.7959506420289164j)
15,6,(-1.166979628115039+0.6861857695762495j)
15,7,(0.4800748849042145-1.8335836296365948j)
15,8,(0.20011572405087844+1.1738067891338144j)
15,9,(1.7109693816061498-3.406807322812334j)
15,10,(-1.4863665634022396+1.210856642919876j)
15,11,(-1.1233427961806202-0.511917119065819j)
15,12,(2.625913777191217-0.7548168932367364j)
15,13,(1.8187624959175535-4.430980228458765j)
15,14,(0.5034227036332444+0.8167039007470807j)
15,15,(-1.2458414683014345+0.5936435537467556j)
16,-16,(-1.5125700680440188+2.4581535854534096j)
16,-15,(-1.5848822114411112+0.8677433851219779j)
16,-14,(1.8300558771592443-3.289326848499087j)
16,-13,(-2.333466354609483-1.0113424701107814j)
16,-12,(1.1656534375418464+0.9109409588334277j)
16,-11,(2.2581235699579523+0.7430785280809521j)
16,-10,(0.07514224747175031+3.769048267124314j)
16,-9,(-1.2506434429735098-0.5788375736985802j)
16,-8,(1.43657740049787-0.9377951373942414j)
16,-7,(-1.211126792466321-3.343233693132398j)
16,-6,(1.853336913243844-1.3105984964689779j)
16,-5,(-1.6900134828265807+0.784293636691216j)
16,-4,(-1.7823907222140023-0.7179634105749351j)
16,-3,(0.5777961854270889-0.5777312029325242j)
16,-2,(-1.4061553682059142-0.8756738806863794j)
16,-1,(-0.31079835772204784+0.5215933318513404j)
16,0,(-1.098250068778255+0j)
16,1,(0.3107983577220479+0.5215933318513404j)
16,2,(-1.4061553682059145+0.8756738806863799j)
16,3,(-0.5777961854270888-0.5777312029325242j)
16,4,(-1.7823907222140016+0.7179634105749351j)
16,5,(1.6900134828265807+0.7842936366912161j)
16,6,(1.8533369132438435+1.3105984964689779j)
16,7,(1.211126792466321-3.343233693132398j)
16,8,(1.43657740049787+0.9377951373942417j)
16,9,(1.25064344297351-0.5788375736985804j)
16,10,(0.07514224747175047-3.769048267124314j)
16,11,(-2.2581235699579527+0.743078528080952j)
16,12,(1.1656534375418466-0.910940958833428j)
16,13,(2.333466354609484-1.0113424701107816j)
16,14,(1.8300558771592446+3.2893268484990865j)
16,15,(1.5848822114411112+0.8677433851219779j)
16,16,(-1.5125700680440186-2.4581535854534087j)
17,-17,(3.8397810604496896-0.844621893321757j)
17,-16,(-0.08955855387692163+4.317449496545708j)
17,-15,(0.7119552732202917+1.0022169952581381j)
17,-14,(2.76451300923136-0.4231264324447363j)
17,-13,(-3.2750454438815266+2.5085861479573253j)
17,-12,(-3.8550991396455845+0.7014256505940953j)
17,-11,(-0.18676244638636297-0.03474085693565097j)
17,-10,(2.131891023575788+2.0330749622107813j)
17,-9,(2.2122638092616866+2.951568655563302j)
17,-8,(0.25439183883001126+1.1149916094875567j)
17,-7,(-1.7542032976637987-1.2583597337118617j)
17,-6,(1.0581652616606427-0.6317816288243221j)
17,-5,(-0.23023500298010646-2.0275987007787717j)
17,-4,(0.06015104553585545-0.5840568735981362j)
17,-3,(-0.8161479241475209+0.10074611344372572j)
17,-2,(-0.03988612250750108-0.776854815149944j)
17,-1,(-0.09776744182521549-0.512948607095542j)
17,0,(-2.1238078681996653+0j)
17,1,(0.09776744182521549-0.5129486070955422j)
17,2,(-0.03988612250750091+0.7768548151499443j)
17,3,(0.8161479241475212+0.10074611344372555j)
17,4,(0.06015104553585545+0.5840568735981362j)
17,5,(0.23023500298010663-2.0275987007787717j)
17,6,(1.0581652616606425+0.6317816288243221j)
17,7,(1.7542032976637987-1.2583597337118617j)
17,8,(0.25439183883001126-1.1149916094875565j)
17,9,(-2.212263809261687+2.9515686555633023j)
17,10,(2.131891023575789-2.0330749622107813j)
17,11,(0.18676244638636305-0.03474085693565105j)
17,12,(-3.855099139645587-0.7014256505940956j)
17,13,(3.275045443881527+2.5085861479573257j)
17,14,(2.7645130092313606+0.42312643244473597j)
17,15,(-0.7119552732202916+1.0022169952581381j)
17,16,(-0.08955855387692147-4.3174494965457075j)
17,17,(-3.8397810604496896-0.8446218933217569j)
18,-18,(-1.0269639441742462+0.9713541981829454j)
18,-17,(5.048308189803185-2.8726193945746665j)
18,-16,(-2.0534850600615906+1.7748213536400395j)
18,-15,(0.5646318988087099-0.3192403379714294j)
18,-14,(0.2361820727941287-3.796222001865792j)
18,-13,(-0.624089101802845+1.8816306385980328j)
18,-12,(-1.5002906960189462+1.054461991544707j)
18,-11,(-1.4899305210788132+0.8426841905253182j)
18,-10,(1.0435230382542096-1.795394894978082j)
18,-9,(2.490226325769378+1.6183241925278369j)
18,-8,(-0.5203534282820241+0.8914988983462268j)
18,-7,(0.4189338255674343+0.6044136054584609j)
18,-6,(-1.3804707005010706+1.2842169004894195j)
18,-5,(0.948869041310075-2.6709631518612813j)
18,-4,(2.2529357728464703-0.3577319343541625j)
18,-3,(-1.1301851347677159+0.26261609663555646j)
18,-2,(-0.15050393248378577+0.17439589834709163j)
18,-1,(-0.5792257189888624-0.8303612003756271j)
18,0,(0.7068862105853112+0j)
18,1,(0.5792257189888625-0.8303612003756271j)
18,2,(-0.15050393248378593-0.17439589834709157j)
18,3,(1.1301851347677159+0.26261609663555635j)
18,4,(2.2529357728464703+0.35773193435416256j)
18,5,(-0.948869041310075-2.670963151861281j)
18,6,(-1.3804707005010701-1.28421690048942j)
18,7,(-0.41893382556743447+0.6044136054584609j)
18,8,(-0.5203534282820239-0.8914988983462269j)
18,9,(-2.490226325769378+1.6183241925278369j)
18,10,(1.0435230382542096+1.795394894978082j)
18,11,(1.4899305210788136+0.8426841905253186j)
18,12,(-1.5002906960189464-1.0544619915447069j)
18,13,(0.6240891018028454+1.881630638598033j)
18,14,(0.2361820727941287+3.796222001865792j)
18,15,(-0.5646318988087099-0.3192403379714296j)
18,16,(-2.053485060061591-1.7748213536400397j)
18,17,(-5.048308189803185-2.872619394574667j)
18,18,(-1.0269639441742457-0.9713541981829454j)
19,-19,(0.1741964558126901-0.9603163069677239j)
19,-18,(1.9755834850623197+0.3371190536393107j)
19,-17,(8.238434200207244+2.556364459837395j)
19,-16,(-1.8792280939543278+3.007844421734603j)
19,-15,(4.460553573062723+0.33969081163307624j)
19,-14,(-2.1301091616215513-2.3249656403737204j)
19,-13,(-1.0349079324894819-1.155298469360789j)
19,-12,(1.6554261169790925-0.38263092691126793j)
19,-11,(0.1427221448787497+2.1389014714119794j)
19,-10,(-0.7320359450111005-1.3784302220779432j)
19,-9,(-0.6062215194891897-0.4031271572728614j)
19,-8,(-0.04496735666565701-0.7943938316981015j)
19,-7,(2.872197735209573+1.3816766348977432j)
19,-6,(-0.11502488740679559+1.4652712143253155j)
19,-5,(0.6830996589886837+0.4901870937109202j)
19,-4,(0.5164048056304136-0.23380603359029192j)
19,-3,(0.6216898775005087-1.3896582459556905j)
19,-2,(0.9538430873907053+0.5025484146887101j)
19,-1,(-0.8507383689889699-0.5589228669661631j)
19,0,(1.9755945169550109+0j)
19,1,(0.8507383689889703-0.5589228669661631j)
19,2,(0.9538430873907053-0.50254841468871j)
19,3,(-0.6216898775005087-1.3896582459556908j)
19,4,(0.5164048056304134+0.2338060335902921j)
19,5,(-0.6830996589886841+0.4901870937109202j)
19,6,(-0.1150248874067955-1.4652712143253155j)
19,7,(-2.872197735209573+1.3816766348977432j)
19,8,(-0.044967356665656925+0.7943938316981016j)
19,9,(0.6062215194891897-0.4031271572728613j)
19,10,(-0.7320359450111005+1.3784302220779427j)
19,11,(-0.14272214487874962+2.1389014714119794j)
19,12,(1.6554261169790931+0.3826309269112678j)
19,13,(1.0349079324894819-1.155298469360789j)
19,14,(-2.1301091616215513+2.32496564037372j)
19,15,(-4.460553573062724+0.33969081163307635j)
19,16,(-1.8792280939543278-3.007844421734604j)
19,17,(-8.238434200207244+2.5563644598373947j)
19,18,(1.9755834850623186-0.3371190536393106j)
19,19,(-0.1741964558126901-0.9603163069677241j)
20,-20,(-0.2508666341559387-0.8312475840727247j)
20,-19,(0.47265963670667194-1.1371517008646692j)
20,-18,(-2.2148549489245926-0.6631541036933756j)
20,-17,(-0.6509151749835619-1.1024542841563234j)
20,-16,(-2.267758449307178+2.840447619744832j)
20,-15,(3.570244134608527+0.6583982404146997j)
20,-14,(-0.1517705825999229+1.168869266024198j)
20,-13,(-1.3486137177004895-1.4642400645739042j)
20,-12,(-0.6053718092530541-1.545279493320401j)
20,-11,(1.3904307724073415-0.6192073484249236j)
20,-10,(-1.602771597847942+1.3302640230342355j)
20,-9,(-1.720806108734989-0.45604606914907203j)
20,-8,(-0.027736944613852746-0.4056548340712117j)
20,-7,(0.378971656853117+1.9259324788678434j)
20,-6,(1.7938922762252838-0.6536906412141055j)
20,-5,(1.0637702149758699+2.72475227802428j)
20,-4,(-1.1080922954187595+0.9452367425628972j)
20,-3,(0.8147581103034546-1.2483412673175063j)
20,-2,(1.8874037079384072+0.07956918229664882j)
20,-1,(0.7155293519164564-0.11196360569241681j)
20,0,(1.0630152875102838+0j)
20,1,(-0.7155293519164564-0.11196360569241692j)
20,2,(1.8874037079384078-0.07956918229664892j)
20,3,(-0.8147581103034546-1.2483412673175063j)
20,4,(-1.1080922954187595-0.9452367425628976j)
20,5,(-1.0637702149758699+2.72475227802428j)
20,6,(1.7938922762252838+0.6536906412141053j)
20,7,(-0.3789716568531171+1.9259324788678434j)
20,8,(-0.027736944613852725+0.40565483407121156j)
20,9,(1.7208061087349888-0.45604606914907186j)
20,10,(-1.6027715978479415-1.3302640230342355j)
20,11,(-1.3904307724073415-0.6192073484249235j)
20,12,(-0.605371809253054+1.545279493320401j)
20,13,(1.3486137177004898-1.4642400645739042j)
20,14,(-0.15177058259992257-1.168869266024198j)
20,15,(-3.5702441346085276+0.6583982404147j)
20,16,(-2.2677584493071774-2.8404476197448316j)
20,17,(0.6509151749835617-1.1024542841563236j)
20,18,(-2.214854948924592+0.6631541036933756j)
20,19,(-0.47265963670667194-1.137151700864669j)
20,20,(-0.25086663415593874+0.8312475840727245j)
21,-21,(0.27007786027524877+3.3534675861622j)
21,-20,(1.9294560906465992-1.3029452299492026j)
21,-19,(5.1874741409311955+1.8569663798826384j)
21,-18,(3.192290962990537-0.3548262344002654j)
21,-17,(-3.7314049264739984-1.9507043676627962j)
21,-16,(-0.16458500593936987+0.3487717539068504j)
21,-15,(-0.9570380346802224+1.5689173357987851j)
21,-14,(0.546541016078515+0.3777991569766775j)
21,-13,(1.7492303493643224-1.0789970823864905j)
21,-12,(-1.1100388110622081-0.7639030094713254j)
21,-11,(0.2376828195248734-3.081764148830698j)
21,-10,(-1.0905125454093412+1.3015900440517132j)
21,-9,(-0.8141660716691711-0.5852329813708131j)
21,-8,(-0.06398196934098496+0.35047967348671916j)
21,-7,(-2.324683773072284+0.5019111813592819j)
21,-6,(-0.06761272923794796-1.3927636410572892j)
21,-5,(-0.16833116184702981+1.352142491493441j)
21,-4,(0.01272595352892928+0.8480445249994767j)
21,-3,(-0.5855411215786586+1.8985382530096588j)
21,-2,(-0.5344069557042289-0.004192713725998949j)
21,-1,(0.9827600075811161+0.8867251234511191j)
21,0,(0.28167885791295644+0j)
21,1,(-0.9827600075811164+0.8867251234511193j)
21,2,(-0.534406955704229+0.004192713725998949j)
21,3,(0.5855411215786589+1.8985382530096588j)
21,4,(0.012725953528929116-0.848044524999477j)
21,5,(0.16833116184702981+1.3521424914934412j)
21,6,(-0.06761272923794796+1.3927636410572897j)
21,7,(2.324683773072284+0.501911181359282j)
21,8,(-0.06398196934098492-0.3504796734867193j)
21,9,(0.8141660716691708-0.5852329813708129j)
21,10,(-1.0905125454093412-1.3015900440517132j)
21,11,(-0.23768281952487358-3.081764148830698j)
21,12,(-1.1100388110622077+0.7639030094713254j)
21,13,(-1.749230349364323-1.0789970823864905j)
21,14,(0.5465410160785149-0.3777991569766773j)
21,15,(0.9570380346802226+1.5689173357987847j)
21,16,(-0.16458500593936984-0.34877175390685083j)
21,17,(3.7314049264739997-1.9507043676627966j)
21,18,(3.192290962990537+0.3548262344002654j)
21,19,(-5.1874741409311955+1.8569663798826386j)
21,20,(1.9294560906465992+1.302945229949203j)
21,21,(-0.27007786027524877+3.3534675861622j)
22,-22,(2.6851828424772233-4.463540915694059j)
22,-21,(0.7966542825773886+5.363424552531819j)
22,-20,(-4.887882725023301-2.3986327557337677j)
22,-19,(1.7761143660026786+1.0462639683823916j)
22,-18,(3.826723720775208+1.373074170019809j)
22,-17,(-3.8675802021767556+0.8219054614710698j)
22,-16,(1.8414174838090769-0.32063117652156153j)
22,-15,(-0.4746077540218492-0.15524147745582711j)
22,-14,(0.8184152965204445+0.7000971276053757j)
22,-13,(1.6514057541377467-0.009456529661860268j)
22,-12,(0.5315008945810525+0.06798943362409716j)
22,-11,(-1.2311293442921647-0.9177792414636338j)
22,-10,(0.45978702343151207-1.4177462101619218j)
22,-9,(0.42615999745294136+0.1643630202306043j)
22,-8,(-0.2306639815969435+0.12188029034294919j)
22,-7,(-1.1159125284510347-2.198031423004607j)
22,-6,(-1.0067465943603242-0.38962619644267743j)
22,-5,(-2.2377203414474622-1.0992938388773574j)
22,-4,(0.0420159995282864-0.9310973611355797j)
22,-3,(-0.3222157303303078+2.878327461924076j)
22,-2,(-2.220363920424081-0.10179337164835994j)
22,-1,(-0.3636946634191382+1.2790275502290966j)
22,0,(-1.5924474058612093+0j)
22,1,(0.3636946634191382+1.279027550229097j)
22,2,(-2.220363920424081+0.10179337164836007j)
22,3,(0.3222157303303078+2.8783274619240755j)
22,4,(0.04201599952828615+0.9310973611355792j)
22,5,(2.2377203414474627-1.0992938388773574j)
