l,m,alm
0,0,(0.09657364967946537+0j)
1,-1,(0.22443430947941992-0.2536089486297904j)
1,0,(-0.8176287435501453+0j)
1,1,(-0.22443430947941992-0.2536089486297904j)
2,-2,(1.0845896048583077+0.4592378616992386j)
2,-1,(-0.6399951309526908+0.11474028264478348j)
2,0,(0.6080487758195375+0j)
2,1,(0.6399951309526909+0.11474028264478352j)
2,2,(1.0845896048583077-0.4592378616992387j)
3,-3,(-1.1904620992452641+0.8446232886528715j)
3,-2,(-0.8762267960014419-0.5114092710902376j)
3,-1,(-0.008567270148071042+0.15530067154499733j)
3,0,(-1.0484252784346622+0j)
3,1,(0.008567270148071042+0.15530067154499733j)
3,2,(-0.8762267960014419+0.5114092710902376j)
3,3,(1.1904620992452641+0.8446232886528714j)
4,-4,(0.048793803400280104-0.009373481354615685j)
4,-3,(0.23073417321909434-0.9773987133456038j)
4,-2,(0.13120735371130665+0.955045675573563j)
4,-1,(-0.10597641120045842-0.10134550127809049j)
4,0,(-1.1791249172866607+0j)
4,1,(0.10597641120045838-0.10134550127809049j)
4,2,(0.13120735371130662-0.955045675573563j)
4,3,(-0.23073417321909442-0.9773987133456038j)
4,4,(0.048793803400280104+0.009373481354615623j)
5,-5,(-1.3595956726713667-0.3596187197014791j)
5,-4,(0.2945689515533729-0.3671947156992835j)
5,-3,(-0.5088773046531109+0.831069869526068j)
5,-2,(0.7368384455910295-0.32591210091838113j)
5,-1,(-0.3551360435049822+0.43004958686501515j)
5,0,(-0.3610652701388277+0j)
5,1,(0.3551360435049822+0.43004958686501515j)
5,2,(0.7368384455910297+0.3259121009183812j)
5,3,(0.5088773046531109+0.831069869526068j)
5,4,(0.2945689515533731+0.3671947156992836j)
5,5,(1.3595956726713665-0.3596187197014789j)
6,-6,(-0.22676925704577922+0.11139853915569503j)
6,-5,(0.31979961778098465+0.5887433636987279j)
6,-4,(-1.5159579563768997+0.04915578338400218j)
6,-3,(0.29262121848290107+0.038221341017106274j)
6,-2,(-0.3834736435752453-0.725471790012969j)
6,-1,(0.7435655720154316+0.4903400469982176j)
6,0,(0.4590160578560488+0j)
6,1,(-0.7435655720154316+0.4903400469982176j)
6,2,(-0.38347364357524544+0.7254717900129691j)
6,3,(-0.29262121848290124+0.038221341017106295j)
6,4,(-1.5159579563768997-0.04915578338400218j)
6,5,(-0.3197996177809846+0.5887433636987278j)
6,6,(-0.2267692570457792-0.11139853915569503j)
7,-7,(0.9466448728832404-1.2036312492025127j)
7,-6,(-0.4032220019214692-0.4209156295562794j)
7,-5,(0.16717617968046863-0.2622960297604516j)
7,-4,(1.109382632700154+0.27484880053659677j)
7,-3,(0.4415796415246808-0.33864843483499646j)
7,-2,(-0.5724994253968596+0.6381757476543256j)
7,-1,(-0.03137690774399557-0.5079855687561704j)
7,0,(-1.5996631196344284+0j)
7,1,(0.03137690774399561-0.5079855687561704j)
7,2,(-0.5724994253968598-0.6381757476543256j)
7,3,(-0.4415796415246808-0.33864843483499646j)
7,4,(1.1093826327001541-0.27484880053659677j)
7,5,(-0.16717617968046855-0.2622960297604515j)
7,6,(-0.4032220019214691+0.4209156295562794j)
7,7,(-0.9466448728832404-1.203631249202513j)
8,-8,(0.3121505860521029-0.027796154418347263j)
8,-7,(-0.46869407476784763+0.28682963302337905j)
8,-6,(0.0009116301322051901-1.0568560513129768j)
8,-5,(-0.22867951363031747+0.14448700279538373j)
8,-4,(0.38219783013308883-0.5107974673021578j)
8,-3,(-0.6282451058459461+0.18953040279816935j)
8,-2,(0.2891652008905901-0.06372136814160555j)
8,-1,(-0.49095081887703346-0.1669759188150002j)
8,0,(0.004095372246498978+0j)
8,1,(0.49095081887703346-0.1669759188150002j)
8,2,(0.2891652008905901+0.06372136814160553j)
8,3,(0.6282451058459463+0.18953040279816935j)
8,4,(0.38219783013308883+0.5107974673021577j)
8,5,(0.2286795136303174+0.14448700279538376j)
8,6,(0.0009116301322051901+1.0568560513129768j)
8,7,(0.46869407476784763+0.28682963302337905j)
