l,m,alm
0,0,(-0.08716531793266367+0j)
1,-1,(0.1746124442747081-0.5713296423926353j)
1,0,(-0.687479460799087+0j)
1,1,(-0.1746124442747081-0.5713296423926353j)
2,-2,(0.3886613865016567+0.7341258736500609j)
2,-1,(-0.6351235458200419+0.3105026095604068j)
2,0,(0.724901461813116+0j)
2,1,(0.635123545820042+0.31050260956040693j)
2,2,(0.3886613865016567-0.7341258736500611j)
3,-3,(-0.7732120235179349-0.3418480345575657j)
3,-2,(0.02788832672440067-0.5551311266114679j)
3,-1,(0.0816518084486035-0.05059910294930599j)
3,0,(-1.2993079519424175+0j)
3,1,(-0.08165180844860345-0.05059910294930598j)
3,2,(0.02788832672440071+0.5551311266114679j)
3,3,(0.7732120235179349-0.3418480345575658j)
4,-4,(-0.4928333281010074+1.1039789350678906j)
4,-3,(0.765968177840238-0.5270216974685441j)
4,-2,(0.5030738344516397-0.754925458287558j)
4,-1,(-0.0843898259648065-0.4824546298492138j)
4,0,(-1.0114176687600285+0j)
4,1,(0.08438982596480647-0.4824546298492136j)
4,2,(0.5030738344516396+0.7549254582875577j)
4,3,(-0.7659681778402381-0.5270216974685441j)
4,4,(-0.4928333281010074-1.1039789350678906j)
5,-5,(1.0857309620769993+0.11182977832394737j)
5,-4,(-0.7113953069765365+0.12587765465897155j)
5,-3,(-0.1753013206234112+0.7895329775977227j)
5,-2,(0.2717359877703683+0.8277910072984065j)
5,-1,(0.21616495906633573+0.004387116351283697j)
5,0,(-0.21366578987672044+0j)
5,1,(-0.2161649590663358+0.004387116351283697j)
5,2,(0.2717359877703683-0.8277910072984066j)
5,3,(0.1753013206234112+0.7895329775977227j)
5,4,(-0.7113953069765364-0.12587765465897155j)
5,5,(-1.0857309620769995+0.11182977832394754j)
6,-6,(0.5752128370856364+0.316752290976395j)
6,-5,(-0.968391065440185-2.235848566749762j)
6,-4,(-0.08303564840042364+0.20560981979740453j)
6,-3,(-0.45366373919200864+0.6179863611671643j)
