l,m,alm
0,0,(0.04073682495030777+0j)
1,-1,(0.5829222713458777+1.4251356655070084j)
1,0,(0.5743826443446309+0j)
1,1,(-0.5829222713458777+1.4251356655070084j)
2,-2,(1.181771911200532-2.351143599897159j)
2,-1,(-0.5651025263101298-1.2812886696776178j)
2,0,(-0.9803190431987441+0j)
2,1,(0.5651025263101299-1.2812886696776178j)
2,2,(1.181771911200532+2.351143599897159j)
3,-3,(-1.001970533761743+2.0504537399429j)
3,-2,(0.4220130974143602+2.4848192761677432j)
3,-1,(-0.8062667634866615+0.4968739102361093j)
3,0,(-2.1721603122141917+0j)
3,1,(0.8062667634866617+0.4968739102361093j)
3,2,(0.4220130974143602-2.484819276167743j)
3,3,(1.001970533761743+2.0504537399428995j)
4,-4,(0.4356665193834475-4.3677827739139845j)
4,-3,(2.12500895336689+0.5966713865210925j)
4,-2,(-0.4327524253907516+1.0535573305640664j)
4,-1,(0.3624324204240539+0.6330625362376522j)
4,0,(-0.015102003823310537+0j)
4,1,(-0.36243242042405394+0.6330625362376522j)
4,2,(-0.4327524253907516-1.0535573305640664j)
4,3,(-2.1250089533668897+0.5966713865210924j)
4,4,(0.4356665193834475+4.3677827739139845j)
5,-5,(-0.5247358570418353+2.7822058474728015j)
5,-4,(1.0993580105491134-2.260802731075016j)
5,-3,(-1.1635116716416989-0.02733535223132044j)
5,-2,(0.5446670331573144-0.5755788910541998j)
5,-1,(1.0157496440435396+0.6464048170987706j)
5,0,(1.8986068562713463+0j)
5,1,(-1.0157496440435392+0.6464048170987705j)
5,2,(0.5446670331573146+0.5755788910542001j)
5,3,(1.1635116716416989-0.027335352231320522j)
5,4,(1.0993580105491134+2.260802731075016j)
5,5,(0.5247358570418355+2.782205847472801j)
6,-6,(1.665909372094515-0.757863043470216j)
6,-5,(2.3574014592894272-1.484016565892558j)
6,-4,(-1.287472650098318-0.8546745060743621j)
6,-3,(-1.8284233113279296+0.9145066407080975j)
6,-2,(-0.18524942181559553+0.40185914152021524j)
6,-1,(-1.1592806904207795+0.4228360225227548j)
6,0,(1.8154789215256117+0j)
6,1,(1.1592806904207793+0.4228360225227548j)
6,2,(-0.1852494218155956-0.40185914152021524j)
6,3,(1.82842331132793+0.9145066407080975j)
6,4,(-1.287472650098318+0.8546745060743617j)
6,5,(-2.357401459289427-1.484016565892558j)
6,6,(1.665909372094515+0.7578630434702157j)
7,-7,(1.1171542161973322+0.36416148061047265j)
7,-6,(-2.831875712396101-1.756706553167919j)
7,-5,(-0.6203365715380271+1.711278172140989j)
7,-4,(1.8529063893091176-2.049241012061759j)
7,-3,(1.6370634191001543-1.9592982734985416j)
7,-2,(-0.2375881768591232+0.04032111587773654j)
7,-1,(-1.6853792879375826-0.697170614346387j)
7,0,(-0.6838974723542877+0j)
7,1,(1.6853792879375833-0.6971706143463873j)
7,2,(-0.23758817685912317-0.04032111587773658j)
7,3,(-1.6370634191001547-1.9592982734985416j)
7,4,(1.8529063893091176+2.04924101206176j)
7,5,(0.6203365715380273+1.7112781721409889j)
7,6,(-2.831875712396101+1.756706553167919j)
7,7,(-1.1171542161973322+0.3641614806104726j)
8,-8,(4.806244405104835-0.7451825883511652j)
8,-7,(-0.25037187809572453+0.35410891371178366j)
8,-6,(1.141146026600266+0.9316475396699743j)
8,-5,(-1.6052683645092538+0.19531456910292927j)
8,-4,(2.512809894207646+0.42519950304815635j)
8,-3,(-0.6296016585529475-0.9502452906557036j)
8,-2,(0.1615461233658162-0.3129174960805733j)
8,-1,(1.545916144695085+0.42870758961634425j)
8,0,(-1.5203943824310038+0j)
8,1,(-1.545916144695085+0.4287075896163446j)
8,2,(0.1615461233658162+0.3129174960805733j)
8,3,(0.6296016585529475-0.9502452906557036j)
8,4,(2.512809894207646-0.4251995030481563j)
8,5,(1.6052683645092538+0.19531456910292927j)
8,6,(1.1411460266002662-0.9316475396699746j)
8,7,(0.2503718780957247+0.35410891371178355j)
8,8,(4.806244405104835+0.7451825883511652j)
9,-9,(2.2285731653171936-2.702093548024272j)
9,-8,(-5.850033277105071-2.055902958026074j)
9,-7,(-1.1647157860437485+0.2396761497387259j)
9,-6,(2.0053503930220353-0.790654104291291j)
9,-5,(0.1254659668161425-2.0134804433312326j)
9,-4,(-0.6873232690043651+2.207861899088251j)
9,-3,(-2.430411543970798+1.3762529021645302j)
9,-2,(-0.5656586195181654-1.2159839794053542j)
9,-1,(2.380228527142987+0.46053353006594444j)
9,0,(-1.2711123271917972+0j)
9,1,(-2.380228527142987+0.46053353006594455j)
9,2,(-0.5656586195181654+1.2159839794053542j)
9,3,(2.430411543970798+1.3762529021645307j)
9,4,(-0.6873232690043649-2.2078618990882513j)
9,5,(-0.1254659668161425-2.013480443331232j)
9,6,(2.0053503930220353+0.7906541042912909j)
9,7,(1.1647157860437487+0.23967614973872572j)
9,8,(-5.850033277105071+2.055902958026074j)
9,9,(-2.2285731653171936-2.702093548024272j)
10,-10,(3.549866292790645-1.092859803449992j)
10,-9,(-5.44033357381718+2.259509611855748j)
10,-8,(2.6180972243807825+1.9842546176076814j)
10,-7,(-0.3176622342494514+0.00905510459430478j)
10,-6,(-1.0916768533412589-2.7702114204399457j)
10,-5,(-0.20661440900595154+1.3012514377912032j)
10,-4,(-0.3971036172903158+1.6890554159559716j)
10,-3,(2.789856160868926-0.5047225512279565j)
10,-2,(-0.12748029691748738-0.9751491533567885j)
10,-1,(0.23478491490745745-0.9944316690750451j)
10,0,(-0.16346781663214377+0j)
10,1,(-0.2347849149074573-0.994431669075045j)
10,2,(-0.12748029691748738+0.9751491533567888j)
10,3,(-2.789856160868926-0.5047225512279565j)
10,4,(-0.3971036172903158-1.6890554159559716j)
10,5,(0.2066144090059515+1.3012514377912034j)
10,6,(-1.0916768533412589+2.7702114204399457j)
10,7,(0.31766223424945134+0.009055104594304947j)
10,8,(2.6180972243807825-1.9842546176076814j)
10,9,(5.44033357381718+2.2595096118557474j)
10,10,(3.549866292790645+1.092859803449992j)
11,-11,(0.29394380674840775-5.01369083948907j)
11,-10,(-4.666727887416126+2.2905617149998143j)
11,-9,(0.8300778052846155-0.044007440156105984j)
11,-8,(1.9429746384342912-1.5233498208930534j)
11,-7,(0.30143337515675467-2.611145733297979j)
11,-6,(-0.5052577816003762-0.02148775964373626j)
11,-5,(-0.9088887550189104+1.4316977886236864j)
11,-4,(-0.24265635787765336-0.7049826029127679j)
11,-3,(1.8600528829298077+0.3067301950217954j)
11,-2,(-0.4251093358914723+0.6460200941525613j)
11,-1,(-0.33830019821859564-0.19799564236007197j)
11,0,(1.317818802190776+0j)
11,1,(0.3383001982185957-0.1979956423600718j)
11,2,(-0.4251093358914721-0.646020094152561j)
11,3,(-1.8600528829298084+0.3067301950217955j)
11,4,(-0.2426563578776532+0.7049826029127682j)
11,5,(0.908888755018911+1.4316977886236864j)
11,6,(-0.5052577816003762+0.02148775964373626j)
11,7,(-0.30143337515675445-2.6111457332979784j)
11,8,(1.9429746384342916+1.5233498208930534j)
11,9,(-0.8300778052846152-0.044007440156106005j)
11,10,(-4.666727887416125-2.2905617149998148j)
