l,m,alm
0,0,(-0.35935696884197504+0j)
1,-1,(-0.9132729563893365+0.17049634816947076j)
1,0,(0.9462271299444137+0j)
1,1,(0.9132729563893365+0.17049634816947076j)
2,-2,(0.7843983817652902-0.6513427990540299j)
2,-1,(-0.6153778165650153-1.9809229604349075j)
2,0,(-0.40413721367270017+0j)
2,1,(0.6153778165650153-1.9809229604349077j)
2,2,(0.7843983817652904+0.65134279905403j)
3,-3,(0.5033280347805279-0.2330166161293929j)
3,-2,(0.06736631029779067+1.9407597322193408j)
3,-1,(-0.4327908954522815-1.1062583682183256j)
3,0,(-3.0293719539687514+0j)
3,1,(0.4327908954522815-1.1062583682183258j)
3,2,(0.06736631029779083-1.9407597322193408j)
3,3,(-0.5033280347805279-0.23301661612939298j)
4,-4,(-2.0147395630481553+1.9479401810791477j)
4,-3,(0.19684629652493388-1.743207617379067j)
4,-2,(0.6685765406412871+0.8223142189280966j)
4,-1,(0.5169799341725498-0.19157075065033893j)
4,0,(-0.43359058858300265+0j)
4,1,(-0.51697993417255-0.19157075065033893j)
4,2,(0.6685765406412871-0.8223142189280966j)
4,3,(-0.1968462965249338-1.7432076173790665j)
4,4,(-2.0147395630481553-1.9479401810791477j)
5,-5,(-1.5766481123931255-1.0998071469513027j)
5,-4,(0.8775873689188749+1.8910213726141263j)
5,-3,(-0.6922201164333314-0.5478074583610684j)
5,-2,(-0.16596423348799794+0.5232141878650691j)
5,-1,(1.514895328451468-0.4148235934741094j)
5,0,(1.6645196164611382+0j)
5,1,(-1.514895328451468-0.4148235934741094j)
5,2,(-0.16596423348799802-0.5232141878650693j)
5,3,(0.6922201164333315-0.5478074583610683j)
5,4,(0.8775873689188749-1.891021372614126j)
5,5,(1.576648112393125-1.0998071469513022j)
6,-6,(0.6182348728586694+0.6280740586008356j)
6,-5,(1.112543217556128-0.5101296559176712j)
6,-4,(1.622107847588013+0.9241336602974063j)
6,-3,(-1.6154641520683117-0.11620755498543538j)
6,-2,(-0.8783516009696016+1.2950066096709851j)
6,-1,(-0.5803556930539019+0.33816590492231186j)
6,0,(2.227407306723891+0j)
6,1,(0.5803556930539019+0.33816590492231186j)
6,2,(-0.8783516009696019-1.2950066096709854j)
6,3,(1.6154641520683117-0.11620755498543546j)
6,4,(1.622107847588013-0.9241336602974062j)
6,5,(-1.1125432175561276-0.5101296559176713j)
6,6,(0.6182348728586694-0.6280740586008355j)
7,-7,(-1.503575551894541+2.7625857396937037j)
7,-6,(0.9439245590226305-0.2117292702671108j)
7,-5,(-0.8748869384819145+1.051551843769947j)
7,-4,(1.2158204717477168+1.102449659721192j)
7,-3,(-1.2296366595883237+0.20551346506430837j)
7,-2,(1.4575980893211073-0.41953940375647625j)
7,-1,(-1.5619778562845357+0.4972424042690978j)
7,0,(-0.1411222633856189+0j)
7,1,(1.5619778562845361+0.4972424042690979j)
7,2,(1.4575980893211073+0.41953940375647625j)
7,3,(1.2296366595883237+0.20551346506430845j)
7,4,(1.215820471747717-1.1024496597211921j)
7,5,(0.8748869384819143+1.0515518437699467j)
7,6,(0.9439245590226303+0.21172927026711075j)
7,7,(1.503575551894541+2.7625857396937037j)
8,-8,(1.7163579368450657+0.950339073118592j)
8,-7,(-0.9938932988487138+1.917123838957773j)
8,-6,(-0.12343033070909903+0.11530323443911662j)
8,-5,(-0.4177853011464671-0.584194520038779j)
8,-4,(1.5919571878674275-0.8135665945611648j)
8,-3,(1.593966726514865+0.9940961432933005j)
8,-2,(0.9556819819937256-0.8107496423437314j)
8,-1,(0.7870619903905566+0.43040796700023104j)
8,0,(-0.40448465111741055+0j)
8,1,(-0.7870619903905567+0.4304079670002312j)
8,2,(0.9556819819937256+0.8107496423437311j)
8,3,(-1.593966726514865+0.9940961432933008j)
8,4,(1.5919571878674275+0.8135665945611648j)
8,5,(0.41778530114646717-0.5841945200387787j)
8,6,(-0.12343033070909909-0.11530323443911658j)
8,7,(0.9938932988487138+1.917123838957773j)
8,8,(1.7163579368450654-0.950339073118592j)
9,-9,(0.6321324163862264+0.5470350200947828j)
9,-8,(-4.324472274589393-2.308435180552473j)
9,-7,(-1.0118529321606458+1.1780103092842165j)
9,-6,(-1.4543556618234783+0.9678865152477221j)
9,-5,(1.2562215281754514-0.2819330252718374j)
9,-4,(1.133494144129176-1.7185713518527646j)
9,-3,(2.2416981219630325+0.31427672001430895j)
9,-2,(-0.27248180809264017+0.03913281006443941j)
9,-1,(0.6231237869571982+0.2145755762066754j)
9,0,(0.42783561738378617+0j)
9,1,(-0.6231237869571982+0.21457557620667544j)
9,2,(-0.27248180809264017-0.03913281006443947j)
9,3,(-2.2416981219630325+0.31427672001430895j)
9,4,(1.1334941441291762+1.7185713518527652j)
9,5,(-1.256221528175451-0.2819330252718374j)
9,6,(-1.4543556618234785-0.9678865152477223j)
9,7,(1.0118529321606455+1.1780103092842158j)
9,8,(-4.324472274589395+2.308435180552473j)
9,9,(-0.6321324163862264+0.5470350200947828j)
10,-10,(-1.4441045421268195+4.026891502183801j)
10,-9,(1.497879937700418-3.249050459479699j)
10,-8,(1.3510251782931224+0.47478008061527643j)
10,-7,(-1.0131506745589731+2.359146570837478j)
10,-6,(-0.35037540180007065+1.0769671261216691j)
10,-5,(-0.7257318819617419+0.7496432762850549j)
10,-4,(-1.1598962527574106+1.045581653437153j)
10,-3,(-0.317625496218045-0.1879434969381212j)
10,-2,(0.9935938836080916+0.11727930980808174j)
10,-1,(-0.8588947962310761-0.6522507322103129j)
10,0,(0.02627106105238389+0j)
10,1,(0.8588947962310761-0.6522507322103128j)
10,2,(0.9935938836080916-0.11727930980808161j)
10,3,(0.317625496218045-0.18794349693812126j)
10,4,(-1.1598962527574106-1.045581653437153j)
10,5,(0.7257318819617419+0.7496432762850551j)
10,6,(-0.35037540180007065-1.0769671261216693j)
10,7,(1.0131506745589731+2.359146570837478j)
10,8,(1.3510251782931226-0.4747800806152765j)
