l,m,alm
0,0,(-0.45162074383734846+0j)
1,-1,(-0.4330273050485196+1.0152116254919605j)
1,0,(1.1781395445253755+0j)
1,1,(0.4330273050485196+1.0152116254919605j)
2,-2,(0.7239551993013776-0.7553817043789931j)
2,-1,(-0.7641887021248276-1.9330511537975632j)
2,0,(0.3930391639907783+0j)
2,1,(0.7641887021248276-1.9330511537975636j)
2,2,(0.7239551993013776+0.755381704378993j)
3,-3,(1.6715189615242039+0.57696851042511j)
3,-2,(0.8732905127028732+2.5155881666350033j)
3,-1,(-1.9656942350633477-0.1297300329026921j)
3,0,(-2.3564400223293065+0j)
3,1,(1.965694235063348-0.1297300329026921j)
3,2,(0.8732905127028732-2.5155881666350037j)
3,3,(-1.6715189615242039+0.5769685104251098j)
4,-4,(-3.888563742399173-0.09630650613716434j)
4,-3,(0.15377974634201003-1.5459057646350618j)
4,-2,(1.1001933326971205-0.7141337207235902j)
4,-1,(-0.30593490248638244+0.9054004921748928j)
4,0,(-0.7190073593726074+0j)
4,1,(0.30593490248638233+0.9054004921748928j)
4,2,(1.1001933326971205+0.7141337207235902j)
4,3,(-0.15377974634201003-1.5459057646350618j)
4,4,(-3.888563742399173+0.09630650613716413j)
5,-5,(2.1350185720599253-1.0473510896977223j)
5,-4,(3.4024007874769744-0.343622145845322j)
5,-3,(0.13249698807329602+1.0088048607869917j)
5,-2,(0.5450089817476778-1.0497663179911532j)
5,-1,(1.2970067032598398-0.756563240563156j)
5,0,(0.8425612355223628+0j)
5,1,(-1.2970067032598398-0.756563240563156j)
5,2,(0.5450089817476775+1.0497663179911534j)
5,3,(-0.13249698807329607+1.008804860786992j)
5,4,(3.4024007874769753+0.343622145845322j)
5,5,(-2.1350185720599244-1.0473510896977223j)
6,-6,(-1.7851116986111422-0.17673988068792193j)
6,-5,(-2.3768656593147197+0.05916075612357933j)
6,-4,(-0.44181111859230093+0.21257419515552012j)
6,-3,(-0.7771381679656365+0.2501108751192963j)
6,-2,(-1.9003701272553646+0.272810934930957j)
6,-1,(-0.6573976233537463+0.6013919612282317j)
6,0,(1.1541512620171386+0j)
6,1,(0.6573976233537466+0.6013919612282317j)
6,2,(-1.9003701272553646-0.2728109349309573j)
6,3,(0.7771381679656365+0.25011087511929625j)
6,4,(-0.44181111859230104-0.21257419515552012j)
