l,m,alm
0,0,(0.7382036285632585+0j)
1,-1,(0.12309728268277714-2.0391934556030518j)
1,0,(-1.7102772761911382+0j)
1,1,(-0.12309728268277714-2.0391934556030518j)
2,-2,(-3.258644338816863-2.1974822291335085j)
2,-1,(1.5288472102390644-0.36090338575301883j)
2,0,(-3.2008029086741+0j)
2,1,(-1.5288472102390644-0.3609033857530193j)
2,2,(-3.2586443388168633+2.1974822291335085j)
3,-3,(0.5122589448300788+5.738224016855301j)
3,-2,(-1.6488707295807903-2.3307541014398616j)
3,-1,(1.1573509329320317+1.546879229281753j)
3,0,(-2.298210192910503+0j)
3,1,(-1.1573509329320317+1.546879229281753j)
3,2,(-1.6488707295807898+2.330754101439861j)
3,3,(-0.5122589448300788+5.738224016855301j)
4,-4,(1.9999930967458255-3.1194969308411347j)
4,-3,(-0.8881212305965245+2.30500276577722j)
4,-2,(1.0847882492753294+0.7261160414522935j)
4,-1,(-0.24782381016334845+0.590161754036113j)
4,0,(0.7695048885349409+0j)
4,1,(0.24782381016334853+0.5901617540361127j)
4,2,(1.0847882492753291-0.7261160414522935j)
4,3,(0.8881212305965247+2.30500276577722j)
4,4,(1.9999930967458255+3.1194969308411347j)
5,-5,(-2.565068248590431-2.1400576763383365j)
5,-4,(1.698072876621616-0.12737695935183424j)
5,-3,(0.46196052924442704-1.9390500522539558j)
5,-2,(1.4296517510670501+0.8647373775363352j)
5,-1,(-0.3823509532864065-1.6575040854580425j)
5,0,(4.067787145004214+0j)
5,1,(0.3823509532864064-1.6575040854580425j)
5,2,(1.4296517510670501-0.8647373775363352j)
5,3,(-0.4619605292444271-1.9390500522539558j)
5,4,(1.6980728766216162+0.12737695935183424j)
5,5,(2.5650682485904297-2.1400576763383365j)
6,-6,(-0.5048022178656899-0.8155241760986571j)
6,-5,(2.7390016115578595-3.4825329190794876j)
6,-4,(0.05240234480617133-1.040522555980263j)
6,-3,(0.24602342802365373+0.2834812531500674j)
6,-2,(0.7580915034889177+0.22061890967949752j)
6,-1,(0.34333106284075426-0.3487496587060474j)
6,0,(1.4323853932853827+0j)
6,1,(-0.34333106284075426-0.3487496587060474j)
6,2,(0.7580915034889181-0.22061890967949752j)
6,3,(-0.24602342802365376+0.28348125315006806j)
6,4,(0.052402344806171244+1.040522555980263j)
6,5,(-2.7390016115578595-3.482532919079487j)
6,6,(-0.5048022178656899+0.8155241760986575j)
7,-7,(3.052915373456058+6.265220421296728j)
7,-6,(0.4386670691497901-5.085879910391714j)
7,-5,(0.02027132972179317+3.538539507382502j)
7,-4,(-2.2087499873873226+0.7247034782709012j)
7,-3,(-0.7499716570461333+0.12601334276308587j)
7,-2,(-0.63764761279745+0.03195230755047074j)
7,-1,(-0.41436754936298054+0.8141824217538954j)
7,0,(-2.3830969361782217+0j)
7,1,(0.4143675493629806+0.8141824217538954j)
7,2,(-0.63764761279745-0.03195230755047074j)
7,3,(0.7499716570461333+0.1260133427630858j)
7,4,(-2.2087499873873235-0.7247034782709012j)
7,5,(-0.02027132972179301+3.538539507382502j)
7,6,(0.4386670691497903+5.085879910391713j)
7,7,(-3.052915373456058+6.265220421296728j)
8,-8,(-1.2305884957496442-1.447536279483313j)
8,-7,(-3.2983866785990785+2.6463380919600934j)
8,-6,(0.43620934455234894-3.7658582156263702j)
8,-5,(0.4412837401213977+2.0367290981506003j)
8,-4,(-0.9237401247977419+0.15068306394841602j)
8,-3,(0.45530539218357374-0.9724612218538299j)
8,-2,(-0.18574464653343614-0.929903283747792j)
8,-1,(-1.4276846019622855-0.22484918100478007j)
8,0,(0.2292008640128097+0j)
8,1,(1.427684601962286-0.22484918100478024j)
8,2,(-0.18574464653343614+0.9299032837477916j)
8,3,(-0.4553053921835739-0.9724612218538299j)
8,4,(-0.9237401247977421-0.1506830639484161j)
8,5,(-0.44128374012139804+2.036729098150601j)
8,6,(0.43620934455234894+3.7658582156263702j)
8,7,(3.2983866785990785+2.6463380919600934j)
8,8,(-1.2305884957496447+1.447536279483313j)
9,-9,(0.3723162758565028-0.518783341771399j)
9,-8,(-5.092935838461817-0.8482538185845114j)
9,-7,(-0.7386298464672442+2.656602233313336j)
9,-6,(-0.3203176166538219+1.0526613192821286j)
9,-5,(0.6613826855996394+0.3013115532356488j)
9,-4,(1.1436790244888377-1.408170926881006j)
9,-3,(-0.039043254096314026+2.6204216190014034j)
9,-2,(0.10322412768310027-0.8868748375861536j)
9,-1,(0.5681347983099276+1.2165748689246927j)
9,0,(1.8089081879469633+0j)
9,1,(-0.5681347983099279+1.216574868924693j)
9,2,(0.10322412768310026+0.8868748375861538j)
9,3,(0.039043254096314026+2.6204216190014034j)
9,4,(1.1436790244888375+1.4081709268810065j)
9,5,(-0.6613826855996395+0.3013115532356487j)
9,6,(-0.32031761665382197-1.0526613192821286j)
9,7,(0.7386298464672443+2.6566022333133352j)
9,8,(-5.092935838461818+0.8482538185845118j)
9,9,(-0.3723162758565028-0.518783341771399j)
10,-10,(-0.11873461757511967-1.7571489410538141j)
10,-9,(-1.429020734569531-1.307953036486575j)
10,-8,(-0.5636276234368033-2.1537774449599714j)
10,-7,(0.41708383669687166+4.471104443591002j)
10,-6,(-1.3341640864322413+1.4711154300518712j)
10,-5,(-1.331830254138587-0.8342822074634212j)
10,-4,(-0.8198562260604513+0.8149270059280412j)
10,-3,(-0.6365389654569223+1.0889678562200238j)
10,-2,(-0.6598819438537049+0.7958732017524752j)
10,-1,(0.9664261010876423-0.01667259107766425j)
10,0,(-1.6488705992558323+0j)
10,1,(-0.9664261010876422-0.01667259107766458j)
10,2,(-0.6598819438537049-0.7958732017524752j)
10,3,(0.6365389654569226+1.088967856220024j)
10,4,(-0.8198562260604513-0.8149270059280412j)
10,5,(1.331830254138587-0.8342822074634215j)
10,6,(-1.3341640864322415-1.4711154300518712j)
10,7,(-0.41708383669687166+4.471104443591001j)
10,8,(-0.5636276234368031+2.1537774449599714j)
10,9,(1.429020734569531-1.3079530364865748j)
10,10,(-0.11873461757511967+1.7571489410538146j)
11,-11,(-2.2366848479155843+1.8462559433875492j)
11,-10,(3.4326735538210444+3.1563618706808794j)
11,-9,(-0.11481686402101271-0.49427424039498435j)
11,-8,(2.2049415664827094-0.593004644300147j)
11,-7,(-1.1540692216899733-3.977370442038013j)
11,-6,(-1.6594867203172976+1.0438834469668905j)
11,-5,(-0.21241415200550057-3.095755212811628j)
11,-4,(0.09458052230696629+1.895227275201005j)
11,-3,(0.41507172873467735-3.282858608693992j)
11,-2,(0.3550223540092729+1.1193485313530165j)
11,-1,(-0.6608008474050545-2.936054877800429j)
11,0,(-1.6347239212306777+0j)
11,1,(0.6608008474050545-2.936054877800429j)
11,2,(0.3550223540092729-1.1193485313530163j)
11,3,(-0.41507172873467746-3.2828586086939926j)
11,4,(0.09458052230696612-1.895227275201005j)
11,5,(0.21241415200550048-3.0957552128116284j)
11,6,(-1.659486720317298-1.043883446966891j)
11,7,(1.1540692216899733-3.977370442038012j)
11,8,(2.2049415664827094+0.5930046443001471j)
11,9,(0.11481686402101275-0.4942742403949842j)
11,10,(3.4326735538210444-3.1563618706808785j)
11,11,(2.2366848479155843+1.846255943387549j)
12,-12,(-2.126784638559261-1.4698970965649776j)
12,-11,(-3.009371890202955+3.397363564974744j)
12,-10,(1.2369830095935062-0.6835613924531507j)
12,-9,(2.089921522653703-1.727650546390289j)
12,-8,(1.2080661065852767-0.6711825147773534j)
12,-7,(1.1132241748143648-4.461899447410403j)
12,-6,(0.6669003460834985+0.7764057576309283j)
12,-5,(1.9587709967856795-0.31830106258504004j)
12,-4,(1.6845976498097304-0.46284465053609813j)
12,-3,(0.881649890662632-0.8017402427464528j)
12,-2,(0.3316045875513852-0.6232174515448912j)
12,-1,(0.2241444679197979+0.28978949282197836j)
12,0,(0.7209762084339935+0j)
