l,m,alm
0,0,(-0.18770402383543225+0j)
1,-1,(0.24609374975609646-0.6001196427222047j)
1,0,(-0.6526733270108835+0j)
1,1,(-0.24609374975609646-0.6001196427222047j)
2,-2,(0.1560758727152356+0.7333438385535807j)
2,-1,(-0.7184233061339143+0.494039449699464j)
2,0,(0.9207003164349167+0j)
2,1,(0.7184233061339144+0.4940394496994642j)
2,2,(0.15607587271523568-0.7333438385535807j)
3,-3,(-0.6275144322351052-0.3116901982182095j)
3,-2,(0.04002090861077468-0.74093722517875j)
3,-1,(-0.03838621510997647-0.12704143061837037j)
3,0,(-1.3142371500607428+0j)
3,1,(0.03838621510997651-0.12704143061837042j)
3,2,(0.040020908610774765+0.74093722517875j)
3,3,(0.6275144322351052-0.3116901982182095j)
4,-4,(-0.8502602493645395+0.5806140885280628j)
4,-3,(1.018530070528807-0.3642778529287472j)
4,-2,(0.5295436618254873-0.8036412215845091j)
4,-1,(-0.1486701151008353-0.38542743994365325j)
4,0,(-1.006321179836766+0j)
4,1,(0.1486701151008353-0.38542743994365325j)
4,2,(0.5295436618254873+0.8036412215845091j)
4,3,(-1.018530070528807-0.36427785292874726j)
4,4,(-0.8502602493645397-0.5806140885280628j)
5,-5,(0.8892136528122375+0.4668869750997142j)
5,-4,(-0.5041091331751668+0.3819830667186833j)
5,-3,(-0.17006592552612562+0.6822153942188784j)
5,-2,(0.30677734584157385+0.4631560674927522j)
5,-1,(0.20939934905277757-0.11746861546423541j)
5,0,(-0.406873634400058+0j)
5,1,(-0.20939934905277757-0.11746861546423537j)
5,2,(0.30677734584157385-0.4631560674927522j)
5,3,(0.17006592552612562+0.6822153942188784j)
5,4,(-0.5041091331751669-0.3819830667186833j)
5,5,(-0.8892136528122374+0.46688697509971416j)
6,-6,(0.59208787051533+0.3686346757611196j)
6,-5,(-0.5104058551843093-1.4342283598017813j)
6,-4,(-0.12310475668923775-0.06337508888577191j)
6,-3,(-0.5745887924352748+0.40271275318595845j)
6,-2,(-0.3066939539685689+0.1426242385150052j)
6,-1,(0.31265515231978463+0.09916858008070976j)
6,0,(0.4077693193705496+0j)
6,1,(-0.31265515231978463+0.09916858008070976j)
6,2,(-0.306693953968569-0.14262423851500516j)
6,3,(0.5745887924352748+0.4027127531859585j)
6,4,(-0.12310475668923779+0.06337508888577191j)
6,5,(0.5104058551843094-1.4342283598017813j)
6,6,(0.59208787051533-0.3686346757611196j)
7,-7,(0.14792359149383263-0.32638801328649253j)
7,-6,(-0.25918665521252787+0.7295051335602679j)
7,-5,(0.9179396060176837-0.7390695841345912j)
7,-4,(-0.2195578049391736-0.045353823604563095j)
7,-3,(0.2711463436102783-0.08775262739794099j)
7,-2,(0.13660993185416+0.025497234056087975j)
7,-1,(-0.131995785022032+0.1443592658031994j)
7,0,(-0.5105963353961421+0j)
7,1,(0.13199578502203205+0.1443592658031995j)
7,2,(0.13660993185416-0.025497234056088017j)
7,3,(-0.2711463436102784-0.08775262739794099j)
7,4,(-0.21955780493917365+0.045353823604563116j)
7,5,(-0.9179396060176834-0.7390695841345911j)
7,6,(-0.2591866552125279-0.7295051335602679j)
7,7,(-0.14792359149383263-0.32638801328649253j)
8,-8,(-0.15794476561609969+0.2660249654161312j)
8,-7,(-0.15381356253463746-0.06529694600792726j)
8,-6,(0.061294587565151694+0.7623969607561141j)
8,-5,(-0.68046126690628+0.6178764809245316j)
8,-4,(0.7010498326934872-0.039968285570061934j)
8,-3,(-0.20439625830434338-0.14227973852809625j)
8,-2,(-0.27370136696704506-0.07244955382490575j)
8,-1,(-0.11895412018312625+0.41696466295563833j)
8,0,(-0.2460036592472767+0j)
8,1,(0.11895412018312627+0.41696466295563833j)
8,2,(-0.27370136696704506+0.07244955382490575j)
8,3,(0.20439625830434338-0.14227973852809633j)
8,4,(0.701049832693487+0.039968285570061976j)
8,5,(0.68046126690628+0.6178764809245317j)
8,6,(0.06129458756515167-0.7623969607561141j)
8,7,(0.1538135625346375-0.06529694600792726j)
8,8,(-0.15794476561609969-0.2660249654161312j)
9,-9,(0.8984568748571968-0.4528315064619388j)
9,-8,(-0.03430609363155907+0.18805045288809535j)
9,-7,(-0.7724383441256465-0.4074842315708367j)
9,-6,(0.6821523836983587-0.4735197554678054j)
9,-5,(-0.6283395599490718+0.21322949319787j)
9,-4,(0.1868275797644995-0.15296306827765663j)
9,-3,(0.2938933038694709-0.18109586823305157j)
9,-2,(-0.3573313437513665-0.5175112749327426j)
9,-1,(0.021991323282765037+0.01944677967430932j)
9,0,(-1.0975530246382206+0j)
9,1,(-0.02199132328276505+0.01944677967430932j)
9,2,(-0.3573313437513665+0.5175112749327426j)
9,3,(-0.29389330386947093-0.1810958682330516j)
9,4,(0.18682757976449954+0.1529630682776566j)
9,5,(0.6283395599490718+0.21322949319787002j)
9,6,(0.6821523836983587+0.47351975546780545j)
9,7,(0.7724383441256465-0.4074842315708366j)
9,8,(-0.0343060936315591-0.18805045288809538j)
9,9,(-0.8984568748571968-0.4528315064619388j)
10,-10,(-0.27348712909259226-0.2442649997213069j)
10,-9,(-0.21798748066510185+0.3917889475537092j)
10,-8,(0.4644787068236994-0.41118007090484004j)
10,-7,(0.27645499281290054+0.60964839932457j)
10,-6,(-0.07049636576479247-0.6306044954514041j)
10,-5,(0.44385719330104945+0.40911865438059825j)
10,-4,(-0.6382463154489371-0.03288714251067863j)
10,-3,(0.5024577018550916+0.10597492160374035j)
10,-2,(-0.056304603693096957+0.33594008636738715j)
10,-1,(0.19733916198128124-0.6704830382514585j)
10,0,(0.1379306222639739+0j)
