l,m,alm
0,0,(0.09600287406885126+0j)
1,-1,(0.2817009170646464-0.41288015091067926j)
1,0,(-0.6269813689285861+0j)
1,1,(-0.2817009170646464-0.41288015091067926j)
2,-2,(0.8940262370195634+0.7684553318045751j)
2,-1,(-0.7547867346784671+0.0868855233828127j)
2,0,(0.29587462794411623+0j)
2,1,(0.7547867346784671+0.08688552338281265j)
2,2,(0.8940262370195636-0.7684553318045755j)
3,-3,(-1.217457012431803+1.0259005763851095j)
3,-2,(-0.6286638127582189-0.35801042979857384j)
3,-1,(-0.3536132731888512+0.13650455473122747j)
3,0,(-1.149395877210777+0j)
3,1,(0.3536132731888512+0.13650455473122752j)
3,2,(-0.6286638127582189+0.3580104297985738j)
3,3,(1.2174570124318027+1.0259005763851095j)
4,-4,(-1.069434950259823-0.056533453287423825j)
4,-3,(0.2119629283378134-0.9308649408612828j)
4,-2,(-0.07714862533949189+0.4231015483072488j)
4,-1,(0.17781618223326792-0.18476682572998365j)
4,0,(-0.741118034069614+0j)
4,1,(-0.17781618223326784-0.18476682572998365j)
4,2,(-0.0771486253394919-0.4231015483072486j)
4,3,(-0.2119629283378134-0.9308649408612828j)
4,4,(-1.069434950259823+0.056533453287423804j)
5,-5,(-1.3229836234992984-0.04179232983600246j)
5,-4,(0.9369344284864314-0.01645717366808611j)
5,-3,(-0.5264803354472257+0.46698748511859844j)
5,-2,(0.804058564135615-0.24571313250646495j)
5,-1,(-0.38222324483756365+0.25666668787583485j)
5,0,(-0.7348791087863147+0j)
5,1,(0.38222324483756365+0.2566666878758348j)
5,2,(0.8040585641356153+0.24571313250646495j)
5,3,(0.5264803354472256+0.46698748511859844j)
5,4,(0.9369344284864314+0.0164571736680861j)
5,5,(1.322983623499298-0.04179232983600248j)
6,-6,(0.10904476406093923-1.0102674651842973j)
6,-5,(0.4487599521329739+0.3868841352526489j)
6,-4,(-0.9304334404450677-0.3515732001702787j)
6,-3,(0.570568634327822+0.44674742202469636j)
6,-2,(-0.37351416593707404-0.5590393619316205j)
6,-1,(0.29127812323062957+0.5154482302280365j)
6,0,(0.23856369537695002+0j)
6,1,(-0.2912781232306297+0.5154482302280367j)
6,2,(-0.3735141659370741+0.5590393619316205j)
6,3,(-0.5705686343278221+0.44674742202469636j)
6,4,(-0.9304334404450676+0.35157320017027877j)
6,5,(-0.44875995213297365+0.3868841352526489j)
6,6,(0.10904476406093931+1.010267465184297j)
7,-7,(1.1887214035926974-1.4244296452393137j)
7,-6,(-1.5149930842467294+0.7016405914516308j)
7,-5,(-0.010302602262996678-0.33874571308634754j)
7,-4,(0.29553300254330206+0.4459512690192751j)
7,-3,(0.7103944869858879-0.6823638338515345j)
7,-2,(-0.28624732887159837+0.5298486786003282j)
7,-1,(0.2748336030165911-0.14904290352853053j)
7,0,(-1.370258608661614+0j)
7,1,(-0.2748336030165911-0.14904290352853053j)
7,2,(-0.28624732887159837-0.5298486786003282j)
7,3,(-0.7103944869858879-0.6823638338515345j)
7,4,(0.295533002543302-0.44595126901927523j)
7,5,(0.010302602262996641-0.3387457130863475j)
7,6,(-1.5149930842467294-0.7016405914516309j)
7,7,(-1.1887214035926974-1.4244296452393137j)
8,-8,(0.8661386307218712-0.4437510918428983j)
8,-7,(-1.3887637587462656-0.13118350889707214j)
8,-6,(0.6544337433547159-0.6954648620034971j)
8,-5,(-0.3470771718570486+0.022661394540269438j)
8,-4,(0.672925077643231-0.21305073717510226j)
8,-3,(-0.7000120957506839-0.20864753960099328j)
8,-2,(0.32113279058664823-0.07983406343997046j)
8,-1,(-0.38051452162387955-0.25155189868471095j)
8,0,(-0.06524233510198654+0j)
8,1,(0.3805145216238796-0.25155189868471095j)
8,2,(0.3211327905866482+0.07983406343997049j)
8,3,(0.7000120957506839-0.20864753960099325j)
8,4,(0.6729250776432308+0.21305073717510226j)
8,5,(0.3470771718570489+0.0226613945402694j)
8,6,(0.654433743354716+0.695464862003497j)
8,7,(1.3887637587462656-0.13118350889707214j)
8,8,(0.8661386307218712+0.4437510918428983j)
9,-9,(-0.9295356107295072-0.447678224542722j)
9,-8,(-0.20666519267603775-1.3768089514811905j)
9,-7,(0.29509974948100925-0.5288300623783828j)
9,-6,(0.31045829299738853+0.02844921310923836j)
9,-5,(0.5907920375744231+0.10246094476277472j)
9,-4,(-0.6163488295447641-0.44565456827345895j)
9,-3,(-0.283290548486171+0.16553761511821952j)
9,-2,(-0.17392516559174562-0.3808129062861594j)
9,-1,(0.30297054014044605+0.5682310813939524j)
9,0,(0.018515991667127554+0j)
9,1,(-0.30297054014044605+0.5682310813939525j)
9,2,(-0.17392516559174567+0.3808129062861594j)
9,3,(0.2832905484861709+0.16553761511821952j)
9,4,(-0.6163488295447641+0.44565456827345895j)
9,5,(-0.590792037574423+0.1024609447627747j)
9,6,(0.31045829299738853-0.02844921310923844j)
9,7,(-0.29509974948100914-0.5288300623783826j)
