l,m,alm
0,0,(0.16641790342043083+0j)
1,-1,(0.23185981004912165-0.552653696671553j)
1,0,(-0.3964703572162689+0j)
1,1,(-0.23185981004912165-0.552653696671553j)
2,-2,(0.6606951244259437-0.1417975857060289j)
2,-1,(-0.35972934946567187-0.3675154378566836j)
2,0,(-0.11240370861460522+0j)
2,1,(0.3597293494656719-0.3675154378566836j)
2,2,(0.6606951244259439+0.141797585706029j)
3,-3,(-0.6834359095065495+1.2213890182259433j)
3,-2,(-0.1422332323497881+0.7798903630978136j)
3,-1,(-0.35779626901752426-0.8490724247685238j)
3,0,(-1.6610080305686723+0j)
3,1,(0.3577962690175243-0.8490724247685238j)
3,2,(-0.1422332323497881-0.7798903630978136j)
3,3,(0.6834359095065494+1.2213890182259433j)
4,-4,(-0.05458772823635298-0.8059834335775949j)
4,-3,(-0.23247730093091604+0.06038469543352462j)
4,-2,(-0.03741197284603507+0.05194282932277326j)
4,-1,(0.19680820729174603+0.001233741186414318j)
4,0,(0.20725324212969526+0j)
4,1,(-0.19680820729174603+0.0012337411864143596j)
4,2,(-0.03741197284603507-0.05194282932277326j)
4,3,(0.232477300930916+0.06038469543352462j)
4,4,(-0.05458772823635298+0.8059834335775949j)
5,-5,(0.13790522739289093+1.2217238741752867j)
5,-4,(1.1159326866843222+0.34187372767499j)
5,-3,(0.3971458231288468+0.2470435933937345j)
5,-2,(0.212800085350498-0.547106480569677j)
5,-1,(-0.12971813824666933+0.35227618937226934j)
5,0,(-0.6206877431142499+0j)
5,1,(0.1297181382466693+0.3522761893722693j)
5,2,(0.212800085350498+0.547106480569677j)
5,3,(-0.3971458231288468+0.2470435933937345j)
5,4,(1.1159326866843224-0.34187372767498997j)
5,5,(-0.13790522739289088+1.2217238741752867j)
6,-6,(0.48817323248308025-1.6878986295036567j)
6,-5,(-0.11516591394217125-0.5847788009947122j)
6,-4,(-0.004675429387331805+0.05672768659252627j)
6,-3,(0.20293152964998135+0.5774412761490306j)
6,-2,(-0.10008099629665464-0.29171047800607164j)
6,-1,(-0.08446463682602186-0.38410862572182536j)
6,0,(-0.45746956556695717+0j)
6,1,(0.08446463682602183-0.38410862572182536j)
6,2,(-0.10008099629665464+0.2917104780060716j)
6,3,(-0.20293152964998143+0.5774412761490306j)
6,4,(-0.004675429387331887-0.05672768659252625j)
6,5,(0.11516591394217125-0.5847788009947122j)
6,6,(0.48817323248308025+1.6878986295036564j)
7,-7,(-0.956271881605172+0.4118760708629139j)
7,-6,(0.36613603201544276+1.3747501074867443j)
7,-5,(0.3478835248333245+0.07172691958636239j)
7,-4,(-0.09963234969072633-0.38924696222186705j)
7,-3,(0.028397051842076346-0.2753260797569845j)
7,-2,(-0.19544328122408688+0.09394089572159832j)
7,-1,(-0.024030272168274403+0.2664749240048484j)
7,0,(-0.5146476655621819+0j)
7,1,(0.02403027216827436+0.26647492400484846j)
7,2,(-0.19544328122408694-0.0939408957215983j)
7,3,(-0.028397051842076408-0.2753260797569845j)
7,4,(-0.09963234969072639+0.3892469622218671j)
7,5,(-0.34788352483332446+0.07172691958636236j)
7,6,(0.36613603201544276-1.3747501074867443j)
7,7,(0.9562718816051722+0.41187607086291406j)
8,-8,(-0.5458538352292336+1.1009175787362584j)
8,-7,(0.31664742961677833-0.3734000035156879j)
8,-6,(-0.592351067777325-0.20255166766786317j)
8,-5,(0.3487567474453836+0.3279134305717859j)
8,-4,(-0.07194909492111416+0.10232582577378288j)
8,-3,(0.20727069088006295-0.40857253799385684j)
8,-2,(0.008554800834278549+0.13737829929274997j)
8,-1,(-0.05979641863778371+0.4586565419407131j)
8,0,(-0.19356523567917236+0j)
8,1,(0.05979641863778367+0.4586565419407131j)
8,2,(0.008554800834278528-0.13737829929274997j)
8,3,(-0.20727069088006286-0.40857253799385684j)
8,4,(-0.0719490949211142-0.10232582577378284j)
8,5,(-0.3487567474453837+0.327913430571786j)
8,6,(-0.592351067777325+0.20255166766786314j)
8,7,(-0.31664742961677833-0.37340000351568775j)
8,8,(-0.5458538352292336-1.1009175787362582j)
9,-9,(0.8379012027738647-0.5688889312856809j)
9,-8,(-0.4184689998552534-0.6876904883204689j)
9,-7,(0.5255090694375172+0.061536438065379985j)
9,-6,(0.23652792543860018-0.8770378117969773j)
9,-5,(0.08213611795279589-0.3914678421744235j)
9,-4,(-0.569512295225717+0.15408432494814955j)
9,-3,(-0.1664487280950971+0.11383748770016695j)
9,-2,(-0.1963006480786673-0.015299703012054541j)
9,-1,(0.14327439309483622-0.12399727605061403j)
9,0,(0.10144110670696649+0j)
9,1,(-0.14327439309483617-0.12399727605061409j)
9,2,(-0.1963006480786673+0.015299703012054624j)
9,3,(0.16644872809509714+0.11383748770016695j)
9,4,(-0.5695122952257171-0.1540843249481496j)
9,5,(-0.08213611795279592-0.3914678421744235j)
9,6,(0.23652792543860018+0.8770378117969774j)
9,7,(-0.5255090694375172+0.06153643806537993j)
9,8,(-0.4184689998552534+0.6876904883204689j)
9,9,(-0.8379012027738649-0.5688889312856809j)
10,-10,(-1.1037957134271352-0.3766087272769627j)
10,-9,(0.7106882670629172+0.22718880787587017j)
10,-8,(-0.5390612288904849+0.011692929120979727j)
10,-7,(-0.6683220813510229+0.39985452902795127j)
10,-6,(0.3958882526285938+0.6000424447284031j)
10,-5,(-0.0793770929088468+0.04447263278569137j)
10,-4,(0.12232477122046359-0.012972988242274622j)
10,-3,(-0.1483428806329693+0.04313421575274342j)
10,-2,(0.034681293596054305+0.24955466288560288j)
10,-1,(-0.21923084012324506-0.37318713911594376j)
10,0,(-0.32209753193914+0j)
10,1,(0.21923084012324504-0.3731871391159437j)
10,2,(0.034681293596054236-0.24955466288560288j)
10,3,(0.1483428806329693+0.04313421575274342j)
10,4,(0.12232477122046359+0.012972988242274663j)
10,5,(0.07937709290884684+0.04447263278569133j)
10,6,(0.39588825262859395-0.6000424447284032j)
10,7,(0.6683220813510228+0.39985452902795127j)
10,8,(-0.5390612288904849-0.011692929120979769j)
10,9,(-0.7106882670629174+0.2271888078758701j)
10,10,(-1.1037957134271352+0.3766087272769628j)
11,-11,(0.8200343733859463-0.03979883433373744j)
11,-10,(0.7042206010403192+0.9579777294603473j)
11,-9,(-0.23586175066204684+0.25744390230212977j)
11,-8,(0.317399311862206-0.05832361786311512j)
11,-7,(-0.2870613423299624-0.6643055938578436j)
11,-6,(-0.4631281956544376-0.049391269250901565j)
11,-5,(-0.00563430467768559-0.08380671903564292j)
11,-4,(0.46165557013653075+0.24393536976765573j)
11,-3,(0.2995135053665859-0.11188586495699984j)
11,-2,(0.09851265043274737+0.27591974601714786j)
11,-1,(0.3711315235151946+0.3634797408889509j)
11,0,(-0.5753605667549191+0j)
11,1,(-0.3711315235151946+0.3634797408889509j)
11,2,(0.09851265043274737-0.2759197460171478j)
11,3,(-0.2995135053665859-0.11188586495699991j)
11,4,(0.46165557013653075-0.24393536976765573j)
11,5,(0.005634304677685631-0.08380671903564287j)
11,6,(-0.4631281956544376+0.049391269250901586j)
11,7,(0.2870613423299624-0.6643055938578434j)
11,8,(0.317399311862206+0.05832361786311512j)
11,9,(0.23586175066204684+0.25744390230212977j)
11,10,(0.7042206010403192-0.9579777294603473j)
11,11,(-0.8200343733859461-0.0397988343337374j)
12,-12,(0.15648562254715412+0.40703459542690884j)
12,-11,(-1.4134113472204741-0.5514089040496835j)
12,-10,(-0.8570360154972495-0.024952614289035988j)
12,-9,(-0.4748567634604752-0.00734124169953026j)
12,-8,(0.2480741608734702+0.22077592482030575j)
12,-7,(0.6554160697209945-0.2409579509911131j)
12,-6,(-0.322178621764971-0.4219152141019175j)
12,-5,(-0.20317482496351946-0.33826813510599785j)
12,-4,(-0.06130325848493923-0.023088156967279918j)
12,-3,(0.13478426347127712+0.06754865292549071j)
12,-2,(-0.22342737914254218-0.580651767325641j)
12,-1,(0.14226767955226005+0.15904905206710043j)
12,0,(-0.03737473302226559+0j)
12,1,(-0.14226767955226008+0.15904905206710046j)
12,2,(-0.22342737914254227+0.580651767325641j)
12,3,(-0.13478426347127706+0.06754865292549068j)
12,4,(-0.06130325848493923+0.023088156967279873j)
12,5,(0.2031748249635195-0.33826813510599785j)
12,6,(-0.3221786217649709+0.42191521410191746j)
12,7,(-0.6554160697209948-0.2409579509911132j)
12,8,(0.2480741608734701-0.22077592482030572j)
12,9,(0.4748567634604751-0.00734124169953026j)
12,10,(-0.8570360154972494+0.02495261428903603j)
12,11,(1.4134113472204741-0.5514089040496835j)
12,12,(0.15648562254715423-0.407034595426909j)
13,-13,(-0.03196379453602507-1.2020103626042247j)
13,-12,(1.1237373363302516+0.5355234676881951j)
13,-11,(1.7961767238608568-0.3804833022265694j)
13,-10,(0.5384699356399482+0.5190294675470613j)
13,-9,(0.11745631330289308+0.2299913541258703j)
13,-8,(-0.6460816266287907+0.2622980889502643j)
13,-7,(0.04442911289699222+0.8392877643869938j)
13,-6,(0.4756844413162791+0.5401413830269506j)
13,-5,(-0.26305992642837445+0.2883450054311093j)
13,-4,(-0.03338509409171491-0.14687437045812646j)
13,-3,(-0.49563151781147274+0.3640814525227986j)
13,-2,(0.1431213412577755+0.1204435317641121j)
13,-1,(-0.04918876593471002-0.48155008526807125j)
13,0,(-0.0976641547219332+0j)
13,1,(0.04918876593470998-0.48155008526807125j)
13,2,(0.1431213412577755-0.12044353176411211j)
13,3,(0.49563151781147274+0.3640814525227986j)
13,4,(-0.03338509409171491+0.14687437045812649j)
13,5,(0.2630599264283745+0.2883450054311093j)
13,6,(0.47568444131627924-0.5401413830269507j)
13,7,(-0.04442911289699218+0.8392877643869938j)
13,8,(-0.646081626628791-0.26229808895026424j)
13,9,(-0.11745631330289295+0.22999135412587027j)
13,10,(0.5384699356399482-0.5190294675470614j)
13,11,(-1.796176723860857-0.3804833022265694j)
13,12,(1.1237373363302519-0.5355234676881951j)
13,13,(0.031963794536024985-1.2020103626042244j)
14,-14,(-0.7370656373213563+1.164440025227665j)
14,-13,(-0.7150578797622762+0.296810663049937j)
14,-12,(-1.1107866924600547-0.4683940628161129j)
14,-11,(-0.1797999017858791-0.35615304303949646j)
