l,m,alm
0,0,(-0.07014035229668335+0j)
1,-1,(-0.36308060689099564+0.0462128141478113j)
1,0,(-0.5984980504883816+0j)
1,1,(0.36308060689099564+0.0462128141478113j)
2,-2,(-0.14275855190399545+0.010927804864326552j)
2,-1,(-0.47910619960418904-0.1240055246674665j)
2,0,(0.11047411470042431+0j)
2,1,(0.47910619960418904-0.12400552466746648j)
2,2,(-0.14275855190399545-0.010927804864326542j)
3,-3,(-0.795020741096384-0.1217869829886917j)
3,-2,(0.2563471778888744-0.11248022674712402j)
3,-1,(-0.10072938340780963-0.3120570706797732j)
3,0,(-0.4448164118165606+0j)
3,1,(0.10072938340780964-0.31205707067977323j)
3,2,(0.2563471778888744+0.11248022674712402j)
3,3,(0.795020741096384-0.1217869829886917j)
4,-4,(-0.5252594251377215+0.16255255183122674j)
4,-3,(-0.7382927020648916-0.34357140559857247j)
4,-2,(-0.34791845682851014-0.04188337906528918j)
4,-1,(-0.22928694628345656-0.015782076763014564j)
4,0,(-0.11536341579592989+0j)
4,1,(0.22928694628345653-0.015782076763014543j)
4,2,(-0.34791845682851014+0.04188337906528916j)
4,3,(0.7382927020648916-0.34357140559857247j)
4,4,(-0.5252594251377214-0.1625525518312268j)
5,-5,(-0.1733403451982213-0.11227605802493844j)
5,-4,(-0.9695538714610836+0.5852121090640875j)
5,-3,(-1.0257971537885446+0.458657120662843j)
5,-2,(0.29892263158077886-0.1182617591625071j)
5,-1,(0.3930536524179933-0.2734580182263331j)
5,0,(-0.8230243175279987+0j)
5,1,(-0.3930536524179933-0.2734580182263331j)
5,2,(0.2989226315807788+0.11826175916250709j)
5,3,(1.0257971537885446+0.458657120662843j)
5,4,(-0.9695538714610836-0.5852121090640875j)
5,5,(0.17334034519822125-0.11227605802493841j)
6,-6,(-0.21958113485973946+0.013292445823996859j)
6,-5,(0.09629760121823534+0.47506442678442923j)
6,-4,(-0.7277744895080316+0.658955438760806j)
6,-3,(-0.75810675273048+0.048664546713581176j)
6,-2,(0.06624630675163369-0.17251916277391993j)
6,-1,(0.15980406712641487+0.05240017647288534j)
6,0,(-0.3505588231511229+0j)
6,1,(-0.15980406712641487+0.05240017647288534j)
6,2,(0.06624630675163365+0.1725191627739199j)
6,3,(0.7581067527304801+0.048664546713581135j)
6,4,(-0.7277744895080316-0.6589554387608058j)
6,5,(-0.09629760121823533+0.4750644267844292j)
6,6,(-0.21958113485973943-0.01329244582399688j)
7,-7,(0.07792337505540192-0.04447117303553798j)
7,-6,(0.01118400055488063+0.6079053875009246j)
7,-5,(-0.08213829470925292-0.259860009013314j)
7,-4,(-0.4243315123818878+0.8532825346135687j)
7,-3,(0.10772695891651003+0.27287197905226507j)
7,-2,(-0.20712722157380922-0.14719863143631065j)
7,-1,(-0.05199691510077518+0.015188760038450929j)
7,0,(-1.0977877897212867+0j)
7,1,(0.05199691510077523+0.015188760038450898j)
7,2,(-0.20712722157380922+0.14719863143631065j)
7,3,(-0.10772695891651003+0.27287197905226507j)
7,4,(-0.424331512381888-0.8532825346135691j)
7,5,(0.08213829470925292-0.2598600090133141j)
7,6,(0.011184000554880693-0.6079053875009247j)
7,7,(-0.07792337505540191-0.044471173035537985j)
8,-8,(0.3012390903334949-0.1646962032194799j)
