l,m,alm
0,0,(0.6368643766006465+0j)
1,-1,(-1.259951532470371+1.4955199140437843j)
1,0,(-0.1668610659759982+0j)
1,1,(1.259951532470371+1.4955199140437843j)
2,-2,(-1.6562057048862175-1.9636625297057833j)
2,-1,(3.154362782844855+0.17674224554606063j)
2,0,(-1.2328757509287565+0j)
2,1,(-3.1543627828448564+0.17674224554606063j)
2,2,(-1.6562057048862178+1.9636625297057837j)
3,-3,(-3.7068428665981905+0.6728219625107106j)
3,-2,(1.267181971218774+0.0099489873834167j)
3,-1,(-1.5796221758208957+0.9063158345236164j)
3,0,(2.2461139776643604+0j)
3,1,(1.5796221758208957+0.9063158345236165j)
3,2,(1.2671819712187742-0.009948987383417032j)
3,3,(3.7068428665981905+0.6728219625107106j)
4,-4,(1.5928266927475963-1.893026720595345j)
4,-3,(-3.086350990593811+3.0787719352552707j)
4,-2,(-2.1467229588507566-2.74503188528361j)
4,-1,(0.4330597243958301+2.2914236497484977j)
4,0,(-0.8774252051645279+0j)
4,1,(-0.4330597243958301+2.291423649748497j)
4,2,(-2.146722958850756+2.7450318852836095j)
4,3,(3.0863509905938113+3.0787719352552707j)
4,4,(1.5928266927475963+1.893026720595345j)
5,-5,(0.6539239992508815+0.1412701175687477j)
5,-4,(1.8543517847507072+0.3249984401384797j)
5,-3,(-2.2444797193162596-1.203107393189741j)
5,-2,(0.8056432841406722+2.6211458851259803j)
5,-1,(1.4207287341461805+0.3183778391930805j)
5,0,(-2.2487270935477666+0j)
5,1,(-1.4207287341461805+0.3183778391930803j)
5,2,(0.8056432841406724-2.6211458851259812j)
5,3,(2.2444797193162596-1.2031073931897411j)
5,4,(1.8543517847507078-0.32499844013847956j)
5,5,(-0.6539239992508813+0.14127011756874774j)
6,-6,(1.527686985849679+1.360308825045353j)
6,-5,(-1.296485350933031+0.8352763022923576j)
6,-4,(2.4365892078034963-3.021594433721138j)
6,-3,(-0.24110004573036578+2.4825566371984964j)
6,-2,(1.0789678067399735+1.0347695931347904j)
6,-1,(-1.1498166270204884+0.07450742524240446j)
6,0,(3.185650865402373+0j)
6,1,(1.1498166270204886+0.07450742524240438j)
6,2,(1.078967806739974-1.0347695931347909j)
6,3,(0.24110004573036595+2.4825566371984973j)
6,4,(2.4365892078034963+3.021594433721138j)
6,5,(1.296485350933031+0.8352763022923574j)
6,6,(1.5276869858496789-1.360308825045353j)
7,-7,(-2.6527277154950566+1.1580433859184356j)
7,-6,(-0.7910767103239108+0.08033522437892619j)
7,-5,(0.14903711511328052-1.911428214693654j)
7,-4,(0.43095282535228785-0.7869003264260246j)
7,-3,(4.297633102456277-0.6554428699081967j)
