l,m,alm
0,0,(0.49697548930632457+0j)
1,-1,(0.6585093289512556-0.6159163476321977j)
1,0,(0.6679637746432017+0j)
1,1,(-0.6585093289512556-0.6159163476321977j)
2,-2,(1.4748884368664135+0.6474182858678184j)
2,-1,(0.17719573950115564-0.3099184318370055j)
2,0,(-0.8356659577380381+0j)
2,1,(-0.17719573950115564-0.3099184318370055j)
2,2,(1.4748884368664137-0.6474182858678188j)
3,-3,(-0.8870004874052424+0.6088408942193164j)
3,-2,(-1.17099771345811+2.29195663888533j)
3,-1,(1.1453460344534017+0.03732605025532633j)
3,0,(-2.2771862614465337+0j)
3,1,(-1.1453460344534019+0.037326050255326315j)
3,2,(-1.17099771345811-2.2919566388853294j)
3,3,(0.8870004874052422+0.6088408942193163j)
4,-4,(1.9398238683264102+1.9931453136749753j)
4,-3,(1.2205675535494052+1.3297851164031975j)
4,-2,(-0.6910074313352588-0.5149854260422122j)
4,-1,(-0.7970171499046199+0.18940399477963402j)
4,0,(-0.738830306384815+0j)
4,1,(0.7970171499046196+0.18940399477963396j)
4,2,(-0.6910074313352588+0.5149854260422122j)
4,3,(-1.2205675535494052+1.3297851164031977j)
4,4,(1.9398238683264102-1.9931453136749757j)
5,-5,(-2.4072031576494766+1.7455560203471003j)
5,-4,(2.262263249004761+1.3230137981649193j)
5,-3,(-1.9682322569408743+1.6807599018094763j)
5,-2,(0.8062310971958985-2.139283841025607j)
5,-1,(-1.0357047924040557-0.1432352978428553j)
5,0,(2.565271217959555+0j)
5,1,(1.0357047924040557-0.14323529784285527j)
5,2,(0.8062310971958987+2.1392838410256076j)
5,3,(1.9682322569408743+1.6807599018094763j)
5,4,(2.262263249004761-1.3230137981649193j)
5,5,(2.4072031576494757+1.7455560203470997j)
6,-6,(0.26972938954775977+5.428324647145308j)
6,-5,(-2.569669285983676-1.0471538203856472j)
6,-4,(-0.4936680332484884-1.019997830422499j)
6,-3,(0.9336251313929688-0.6297632344699682j)
6,-2,(-1.073555584943743-0.20581987980568126j)
6,-1,(0.9976316742227671+0.18207215025938142j)
6,0,(1.867979640723726+0j)
6,1,(-0.9976316742227673+0.18207215025938137j)
6,2,(-1.073555584943743+0.2058198798056811j)
6,3,(-0.9336251313929688-0.6297632344699681j)
6,4,(-0.49366803324848846+1.019997830422499j)
6,5,(2.5696692859836756-1.0471538203856472j)
6,6,(0.26972938954775977-5.428324647145308j)
7,-7,(-2.7944973526643992+4.225637631020058j)
7,-6,(2.7039572443128552-1.4766148996871287j)
7,-5,(-2.244026674014716+0.5315559319125165j)
7,-4,(-0.055470994897084014+0.7179383129938365j)
7,-3,(2.1798186684104377-0.736454143518902j)
7,-2,(0.1905921819912917+0.17795249502929034j)
7,-1,(1.0346628671589562-0.22851107407287927j)
7,0,(-1.5420747187556674+0j)
7,1,(-1.0346628671589562-0.22851107407287932j)
7,2,(0.1905921819912917-0.17795249502929025j)
7,3,(-2.1798186684104377-0.7364541435189021j)
7,4,(-0.05547099489708385-0.7179383129938365j)
7,5,(2.244026674014715+0.5315559319125165j)
7,6,(2.7039572443128552+1.476614899687129j)
7,7,(2.7944973526643992+4.225637631020058j)
8,-8,(-1.908783280041831+3.742168896377019j)
8,-7,(1.8023943655646677-2.5866262988446223j)
8,-6,(-0.8889351954567182+2.54203418888984j)
8,-5,(-0.568334600265311+1.8824586347575412j)
8,-4,(-0.6905131945077371-0.9919236406217333j)
8,-3,(-0.7163809932051604-0.9739124456293875j)
8,-2,(1.4031500783044735+1.1201184946256497j)
8,-1,(-0.4751167893654222-0.13095295350154185j)
8,0,(-0.9935139505720872+0j)
8,1,(0.4751167893654223-0.13095295350154182j)
8,2,(1.4031500783044735-1.1201184946256497j)
8,3,(0.7163809932051604-0.9739124456293875j)
8,4,(-0.6905131945077371+0.9919236406217333j)
8,5,(0.568334600265311+1.8824586347575416j)
8,6,(-0.8889351954567182-2.54203418888984j)
8,7,(-1.802394365564667-2.5866262988446227j)
8,8,(-1.9087832800418314-3.742168896377019j)
9,-9,(-2.758806171124885+2.495206223804635j)
9,-8,(4.4629078961544435+0.5917671232258113j)
9,-7,(-1.283964088473157+3.6058886149106066j)
9,-6,(-2.4693335645744607-0.19500273501370927j)
9,-5,(1.825525442586407-0.3703249825942244j)
9,-4,(-0.7669333295177349-1.5150119652377743j)
9,-3,(0.3639399490395406-0.1318921281457875j)
9,-2,(-0.41732729470779467+0.9666321636163929j)
9,-1,(-1.8577817746240284-0.46890334181982685j)
9,0,(0.35005925913856173+0j)
9,1,(1.8577817746240288-0.46890334181982685j)
9,2,(-0.41732729470779484-0.966632163616393j)
9,3,(-0.3639399490395405-0.13189212814578732j)
9,4,(-0.7669333295177351+1.5150119652377745j)
9,5,(-1.825525442586407-0.3703249825942244j)
9,6,(-2.469333564574461+0.19500273501370918j)
9,7,(1.2839640884731567+3.6058886149106075j)
9,8,(4.4629078961544435-0.5917671232258116j)
9,9,(2.7588061711248857+2.4952062238046353j)
10,-10,(-3.215011451075317+0.32829327075695086j)
10,-9,(3.5141651483286416-1.1588898504766691j)
10,-8,(-3.479321088912568+1.1190172359707244j)
10,-7,(0.8702209659604546+0.9637116966533169j)
10,-6,(1.7257371598715694-1.9101482749589522j)
10,-5,(-0.3938723402487595-1.302811968329747j)
10,-4,(0.8576984393080374+3.139911275119461j)
10,-3,(-0.8151092877799204+0.2874304224488156j)
10,-2,(-0.562800879252893-0.8205094431310499j)
10,-1,(-0.04351577112033142-0.5530624797265514j)
10,0,(0.6552782350625156+0j)
10,1,(0.043515771120331254-0.5530624797265513j)
10,2,(-0.5628008792528931+0.82050944313105j)
10,3,(0.8151092877799208+0.28743042244881567j)
10,4,(0.8576984393080374-3.1399112751194616j)
10,5,(0.3938723402487597-1.302811968329747j)
10,6,(1.7257371598715696+1.9101482749589522j)
10,7,(-0.8702209659604546+0.9637116966533168j)
10,8,(-3.479321088912568-1.1190172359707242j)
10,9,(-3.5141651483286416-1.1588898504766694j)
10,10,(-3.2150114510753163-0.32829327075695086j)
11,-11,(-3.3122021311069076+0.6752417165817094j)
11,-10,(-0.09899084424633571-0.5269343069375827j)
