l,m,alm
0,0,(-0.2651292530627268+0j)
1,-1,(-0.653036622847305+1.0675190708278024j)
1,0,(-1.3217814479378176+0j)
1,1,(0.653036622847305+1.0675190708278024j)
2,-2,(0.4055913121169547+0.8369072736413303j)
2,-1,(-1.946690498974196+0.7184938261558091j)
2,0,(0.9126979496096247+0j)
2,1,(1.946690498974196+0.7184938261558093j)
2,2,(0.40559131211695487-0.8369072736413303j)
3,-3,(-2.3627520663165975-2.901833042231365j)
3,-2,(3.0099428453140704+2.05031063442108j)
3,-1,(2.12326767891543-0.07855123302715107j)
3,0,(4.868679738796695+0j)
3,1,(-2.12326767891543-0.07855123302715093j)
3,2,(3.0099428453140695-2.05031063442108j)
3,3,(2.3627520663165975-2.901833042231365j)
4,-4,(0.6117791246580377+3.016392333286989j)
4,-3,(4.073039854883964+0.9581957909351251j)
4,-2,(1.3868665362950168+1.0618516277844872j)
4,-1,(-0.5571954348682862-0.33857567442358294j)
4,0,(0.8511818402435678+0j)
4,1,(0.5571954348682864-0.3385756744235829j)
4,2,(1.3868665362950168-1.0618516277844872j)
4,3,(-4.073039854883964+0.9581957909351251j)
4,4,(0.6117791246580377-3.016392333286989j)
5,-5,(-3.7322832207961585-1.5958767853838896j)
5,-4,(-5.507960569247777-0.3312387565451687j)
5,-3,(-1.5917378141613123+0.8343547376727585j)
5,-2,(1.8157041982337152-0.062872087624911j)
5,-1,(0.7027852177068403+0.6360101572077755j)
5,0,(-2.7903942097861907+0j)
5,1,(-0.7027852177068402+0.6360101572077755j)
5,2,(1.8157041982337156+0.06287208762491082j)
5,3,(1.5917378141613119+0.8343547376727585j)
5,4,(-5.507960569247777+0.33123875654516804j)
5,5,(3.732283220796157-1.5958767853838889j)
6,-6,(2.7231070000005104-1.3479520931816655j)
6,-5,(-2.901103708074628-1.084393066583104j)
6,-4,(-3.847594270396113+1.7756163115009869j)
6,-3,(0.6289802550740144-1.794485875710069j)
6,-2,(-2.5060973100468265-0.4734480729228418j)
6,-1,(2.1567302772763877-0.016380895079277317j)
6,0,(-1.9889470318439042+0j)
6,1,(-2.1567302772763877-0.01638089507927744j)
6,2,(-2.506097310046826+0.47344807292284197j)
6,3,(-0.6289802550740146-1.794485875710069j)
6,4,(-3.8475942703961117-1.7756163115009862j)
6,5,(2.9011037080746274-1.0843930665831043j)
6,6,(2.7231070000005104+1.3479520931816658j)
7,-7,(-0.6402444279018327+0.5864694394259191j)
7,-6,(-1.946636596984894+0.4255655135175418j)
7,-5,(-2.1977679069764653+1.334143603998321j)
7,-4,(0.018593456921374783+0.25450299536333404j)
7,-3,(-0.0645198866524993+1.4554826224660387j)
7,-2,(-1.0246667663962168-0.7224859142420034j)
7,-1,(-1.1157968609533695-0.48803311584025183j)
7,0,(-0.5285325644485213+0j)
7,1,(1.1157968609533695-0.48803311584025205j)
7,2,(-1.0246667663962168+0.7224859142420033j)
7,3,(0.06451988665249922+1.455482622466039j)
7,4,(0.018593456921375116-0.2545029953633342j)
7,5,(2.1977679069764653+1.3341436039983208j)
7,6,(-1.9466365969848942-0.4255655135175419j)
7,7,(0.6402444279018327+0.5864694394259188j)
8,-8,(0.33472768718147883-1.9307417903910309j)
8,-7,(0.9885592158366506+4.640610829192869j)
8,-6,(1.0066614682660582+1.7683365361914405j)
8,-5,(-1.9994529345045904+3.523933578127333j)
8,-4,(-0.35317029372039316-0.9524899250171245j)
8,-3,(-1.0737908306823618-1.0866536843239512j)
8,-2,(0.5945820032348509-0.3653452847873807j)
8,-1,(-1.3026228964383002+1.2870614103193638j)
8,0,(-1.576696185860893+0j)
8,1,(1.3026228964383006+1.2870614103193638j)
8,2,(0.5945820032348507+0.36534528478738076j)
8,3,(1.073790830682362-1.0866536843239514j)
8,4,(-0.3531702937203929+0.9524899250171244j)
8,5,(1.9994529345045906+3.5239335781273335j)
8,6,(1.0066614682660582-1.7683365361914407j)
8,7,(-0.9885592158366503+4.640610829192869j)
8,8,(0.33472768718147883+1.9307417903910309j)
9,-9,(-2.410892082078402-0.5772506315684519j)
9,-8,(-2.3619836353965336-0.36779601621509567j)
9,-7,(-4.407172640987543+0.9078004264999197j)
9,-6,(-2.3476881832347476+1.964818860884847j)
9,-5,(-0.3713524209697202+2.3999087634930554j)
9,-4,(-0.21452175550710753-0.3784711765064459j)
9,-3,(1.7456107685566153-1.991622785911465j)
9,-2,(-0.308920132302728-0.5811654545165535j)
9,-1,(-0.1761786764821469-1.1791435656553437j)
9,0,(-0.44780110068694406+0j)
9,1,(0.176178676482147-1.1791435656553442j)
9,2,(-0.308920132302728+0.5811654545165535j)
9,3,(-1.7456107685566153-1.9916227859114655j)
9,4,(-0.21452175550710786+0.37847117650644607j)
9,5,(0.37135242096972026+2.3999087634930554j)
9,6,(-2.347688183234748-1.9648188608848471j)
9,7,(4.407172640987543+0.9078004264999199j)
9,8,(-2.3619836353965344+0.36779601621509633j)
9,9,(2.410892082078402-0.5772506315684519j)
10,-10,(-2.0855902452359176+2.465915500522511j)
10,-9,(5.301017664090069+0.4994060931138541j)
10,-8,(2.4783034614397397-1.1227017272712407j)
10,-7,(3.799178230135419-0.8795261675529886j)
10,-6,(-3.0036484762639+1.5168731636438022j)
10,-5,(1.1708493425540476+0.985781186613298j)
10,-4,(2.2162006736663775-0.5557293642316944j)
10,-3,(0.39710072289442133+0.7355928486092379j)
10,-2,(1.758440290282956+0.14138546717304357j)
10,-1,(0.8142372597223847-1.5915384086734277j)
10,0,(2.936403010424877+0j)
10,1,(-0.8142372597223845-1.5915384086734277j)
10,2,(1.758440290282956-0.1413854671730437j)
10,3,(-0.39710072289442133+0.7355928486092378j)
10,4,(2.2162006736663775+0.5557293642316946j)
10,5,(-1.1708493425540478+0.985781186613298j)
10,6,(-3.0036484762639-1.5168731636438024j)
10,7,(-3.799178230135419-0.8795261675529882j)
10,8,(2.47830346143974+1.122701727271241j)
10,9,(-5.30101766409007+0.499406093113854j)
10,10,(-2.0855902452359176-2.465915500522511j)
11,-11,(1.910728937766996-1.231990958661905j)
11,-10,(-2.5705273155018484-1.1512462940067654j)
11,-9,(0.4147544192121362+1.3838995370153588j)
11,-8,(3.062553930538838+2.3258858794066635j)
11,-7,(-1.4752426332293467+1.6400579627199332j)
11,-6,(3.078661024557489-1.7234548004005634j)
11,-5,(0.36370078672550493-2.7704409955043934j)
11,-4,(1.5216357008415233+0.8946450992002078j)
11,-3,(-0.6303162591852732+0.7984901474179222j)
11,-2,(-0.11786595096703309+0.48020268931674487j)
11,-1,(0.2603119554777792+1.1077690748732274j)
11,0,(1.2964388210359294+0j)
