l,m,alm
0,0,(-0.23893193605283924+0j)
1,-1,(0.7532080482628022-0.5387548229939844j)
1,0,(0.4844620107315756+0j)
1,1,(-0.7532080482628022-0.5387548229939844j)
2,-2,(-1.1656135314711253+0.7958069991736475j)
2,-1,(-0.45315322969559957-0.07147536025478028j)
2,0,(0.6419986592053973+0j)
2,1,(0.4531532296955994-0.07147536025478028j)
2,2,(-1.1656135314711256-0.7958069991736476j)
3,-3,(-0.41867958498325963-1.0025797593708747j)
3,-2,(0.0613417563119487+1.7355110469294226j)
3,-1,(1.234095024528892-0.05432547738972419j)
3,0,(-0.12727342498578367+0j)
3,1,(-1.2340950245288922-0.05432547738972419j)
3,2,(0.06134175631194845-1.7355110469294224j)
3,3,(0.4186795849832596-1.0025797593708747j)
4,-4,(-1.4775486006153324+0.7070580817654869j)
4,-3,(0.5974002856941125-2.115915171791167j)
4,-2,(-0.5813202254674013+0.31132701281831665j)
4,-1,(-0.3585995169341447+0.525550734432991j)
4,0,(0.3465556717177668+0j)
4,1,(0.3585995169341446+0.525550734432991j)
4,2,(-0.5813202254674013-0.3113270128183167j)
4,3,(-0.5974002856941126-2.115915171791167j)
4,4,(-1.4775486006153324-0.7070580817654869j)
5,-5,(0.40999963418297874-0.2403102805557941j)
5,-4,(-0.34259069524669167+0.7420340237533883j)
5,-3,(0.14806602774588457+0.00507994793125976j)
5,-2,(-0.2712517299645534-1.0635744514899512j)
5,-1,(-0.35235397969662-0.04637872356035533j)
5,0,(1.3030940814344172+0j)
5,1,(0.3523539796966202-0.04637872356035529j)
5,2,(-0.2712517299645535+1.0635744514899514j)
5,3,(-0.14806602774588457+0.00507994793125976j)
5,4,(-0.34259069524669183-0.7420340237533884j)
5,5,(-0.4099996341829786-0.24031028055579393j)
6,-6,(-1.8454105617419916+1.2265395853256256j)
6,-5,(2.9279941086227126-2.4161665671876347j)
6,-4,(-2.462183854262985+0.18259408869554294j)
6,-3,(-0.3446366120570268+0.17051089265795472j)
6,-2,(1.3729764833847777+0.4942967591301526j)
6,-1,(-0.2337691404542377+0.15771540799709j)
6,0,(-0.2526101046328862+0j)
6,1,(0.23376914045423763+0.15771540799708997j)
6,2,(1.372976483384778-0.49429675913015286j)
6,3,(0.34463661205702684+0.1705108926579548j)
6,4,(-2.4621838542629844-0.18259408869554303j)
6,5,(-2.9279941086227126-2.4161665671876347j)
6,6,(-1.8454105617419911-1.2265395853256251j)
7,-7,(0.9740315003258977+0.5557588696917669j)
7,-6,(-1.4304623084017747-0.21764331133522655j)
7,-5,(0.5105191776543325-0.4574882823917953j)
7,-4,(0.17640763760395511-0.8847443172587323j)
7,-3,(-1.1865442881350925+1.081918904125436j)
7,-2,(1.428956753888099-1.113526571382073j)
7,-1,(-0.4537577684308933-0.2853022140515641j)
7,0,(-1.1282699666463065+0j)
7,1,(0.4537577684308935-0.28530221405156414j)
7,2,(1.428956753888099+1.113526571382073j)
7,3,(1.1865442881350925+1.081918904125436j)
7,4,(0.17640763760395511+0.8847443172587321j)
7,5,(-0.5105191776543325-0.45748828239179534j)
7,6,(-1.430462308401775+0.21764331133522663j)
7,7,(-0.9740315003258976+0.5557588696917669j)
8,-8,(-0.31105302282323855-0.016339731160805965j)
8,-7,(2.570714100612077-1.059555505488067j)
8,-6,(-1.9284054493386438-0.026028239968632887j)
8,-5,(-0.9463565074139598+0.26722567570402783j)
8,-4,(1.5001110370936153-0.9004395303222077j)
8,-3,(0.6394215382102222+1.1629955520818935j)
8,-2,(-0.9458169945518373+0.3072946698034508j)
8,-1,(1.1999495020440227-0.4130729603916345j)
8,0,(0.7961704845350296+0j)
8,1,(-1.1999495020440227-0.41307296039163466j)
8,2,(-0.9458169945518373-0.3072946698034508j)
8,3,(-0.6394215382102224+1.162995552081894j)
8,4,(1.5001110370936153+0.9004395303222077j)
