l,m,alm
0,0,(-0.14989496465288815+0j)
1,-1,(-0.018503763569410626-0.08004954082881531j)
1,0,(-0.7353097712555441+0j)
1,1,(0.018503763569410626-0.08004954082881531j)
2,-2,(-0.16543940181586356-0.2032978508425246j)
2,-1,(-0.029155810476047917+0.0757514125176134j)
2,0,(-0.04669298932312114+0j)
2,1,(0.029155810476047907+0.07575141251761341j)
2,2,(-0.16543940181586356+0.20329785084252466j)
3,-3,(-0.13462298066716125+0.018055539092137175j)
3,-2,(-0.024990750546860882-0.16575942039359576j)
3,-1,(-0.10726381717053446-0.06645309838413765j)
3,0,(-0.8647571546058055+0j)
3,1,(0.10726381717053446-0.06645309838413767j)
3,2,(-0.024990750546860882+0.16575942039359576j)
3,3,(0.13462298066716125+0.01805553909213718j)
4,-4,(-0.11539597844890499+0.003658195359065326j)
4,-3,(0.1328986299664755-0.025002939791428393j)
4,-2,(-0.2041206610969009+0.16325896384435695j)
4,-1,(-0.040466339338412316+0.02898578894140086j)
4,0,(0.06172720866244246+0j)
4,1,(0.04046633933841233+0.028985788941400862j)
4,2,(-0.2041206610969009-0.16325896384435695j)
4,3,(-0.13289862996647547-0.025002939791428393j)
4,4,(-0.11539597844890499-0.003658195359065326j)
5,-5,(0.1216547455008921+0.009108442107391092j)
5,-4,(-0.07596665959272658-0.2078909159158192j)
5,-3,(0.140720338027108+0.18576761538379893j)
5,-2,(0.007740486053432591+0.3248735229527005j)
5,-1,(0.08563061426815602+0.1599560793872236j)
5,0,(-0.8439155982199066+0j)
5,1,(-0.085630614268156+0.15995607938722362j)
5,2,(0.007740486053432602-0.3248735229527006j)
5,3,(-0.14072033802710804+0.18576761538379896j)
5,4,(-0.07596665959272657+0.2078909159158192j)
5,5,(-0.12165474550089206+0.009108442107391077j)
6,-6,(0.1482975250072872+0.00883284178871646j)
6,-5,(-0.0723768583102268-0.04983386579117963j)
6,-4,(0.07964206650841482-0.14694894539394388j)
6,-3,(-0.010953241071667999-0.10706427988390946j)
6,-2,(0.021345450795416252-0.0842103317682746j)
6,-1,(0.0298266636597933+0.14417819291804745j)
6,0,(-0.0043534302106219+0j)
6,1,(-0.02982666365979331+0.14417819291804745j)
6,2,(0.021345450795416252+0.0842103317682746j)
6,3,(0.010953241071667978-0.10706427988390947j)
6,4,(0.07964206650841482+0.14694894539394385j)
6,5,(0.07237685831022679-0.04983386579117961j)
6,6,(0.14829752500728724-0.008832841788716458j)
7,-7,(-0.18152893679166232-0.0017666291135630654j)
7,-6,(0.047962380854829775+0.0732119187863276j)
7,-5,(-0.023301279621908307-0.04378226113475036j)
7,-4,(-0.1080171321151355-0.09155708414855128j)
7,-3,(0.14831694613718832-0.16077979267438378j)
7,-2,(-0.014071447400770256-0.05058954349446608j)
7,-1,(-0.012097203979454145+0.08578098199221393j)
7,0,(-0.8644820923671119+0j)
7,1,(0.01209720397945415+0.08578098199221394j)
7,2,(-0.014071447400770262+0.050589543494466094j)
7,3,(-0.14831694613718832-0.16077979267438378j)
7,4,(-0.10801713211513553+0.09155708414855131j)
7,5,(0.02330127962190831-0.043782261134750367j)
7,6,(0.047962380854829775-0.0732119187863276j)
7,7,(0.18152893679166232-0.0017666291135630808j)
8,-8,(0.07103335080025268-0.20226034053002986j)
8,-7,(0.10066476847087796+0.057862157517664055j)
8,-6,(0.04768641451594427+0.018408605851827527j)
8,-5,(-0.11535608092599935-0.039207226880209486j)
8,-4,(-0.02698631240003188+0.06221984269084002j)
8,-3,(-0.0019852497547284188-0.09715801378077275j)
8,-2,(0.029283294726018018+0.0019885381084412943j)
8,-1,(-0.06497711269761638+0.04561865897326137j)
8,0,(0.12316732850412183+0j)
8,1,(0.06497711269761638+0.04561865897326138j)
8,2,(0.029283294726018018-0.001988538108441299j)
8,3,(0.0019852497547284266-0.09715801378077278j)
8,4,(-0.02698631240003186-0.06221984269084001j)
8,5,(0.11535608092599937-0.03920722688020951j)
8,6,(0.04768641451594427-0.018408605851827527j)
8,7,(-0.10066476847087795+0.057862157517664055j)
8,8,(0.07103335080025268+0.20226034053002984j)
9,-9,(0.08924321255803053+0.04825940304363956j)
9,-8,(0.04477138524396564+0.0384665398818423j)
9,-7,(-0.0572960444048635-0.14979343744718443j)
9,-6,(0.05798394760614159+0.11016975691345224j)
9,-5,(-0.14749455921899413+0.12318144194185496j)
9,-4,(-0.13562431505862715+0.09896258781564438j)
9,-3,(-0.04229985356691949+0.006624905354771018j)
9,-2,(-0.02344885631609132+0.10709555860560066j)
9,-1,(0.055744329830927405+0.004057516358303686j)
9,0,(-0.5765751714685005+0j)
9,1,(-0.055744329830927405+0.004057516358303681j)
9,2,(-0.023448856316091324-0.10709555860560066j)
9,3,(0.04229985356691951+0.006624905354771007j)
9,4,(-0.1356243150586272-0.09896258781564439j)
9,5,(0.14749455921899413+0.12318144194185496j)
9,6,(0.0579839476061416-0.11016975691345225j)
9,7,(0.05729604440486348-0.14979343744718437j)
9,8,(0.04477138524396563-0.0384665398818423j)
9,9,(-0.08924321255803053+0.04825940304363955j)
10,-10,(0.06582109256051533-0.106797760581779j)
10,-9,(0.03338229624720953+0.11225923947422109j)
10,-8,(-0.10945037312970134-0.02787126091778423j)
10,-7,(0.10074320035455797+0.024205877083028106j)
10,-6,(-0.012815617768500693+0.17975559583459233j)
10,-5,(-0.08836004074816958+0.0229534805204936j)
10,-4,(-0.17268359214547896+0.06186283042433751j)
10,-3,(0.048428807628449984+0.14656181507188173j)
10,-2,(-0.17150867608572926-0.1568338607185377j)
10,-1,(0.029796112686377885+0.06919761648718273j)
10,0,(0.20370124955980445+0j)
10,1,(-0.029796112686377885+0.0691976164871827j)
10,2,(-0.17150867608572926+0.1568338607185377j)
10,3,(-0.04842880762844999+0.14656181507188176j)
10,4,(-0.172683592145479-0.061862830424337496j)
10,5,(0.08836004074816961+0.0229534805204936j)
10,6,(-0.012815617768500688-0.17975559583459239j)
10,7,(-0.10074320035455797+0.024205877083028106j)
10,8,(-0.10945037312970134+0.027871260917784236j)
10,9,(-0.033382296247209516+0.11225923947422109j)
10,10,(0.06582109256051534+0.10679776058177899j)
11,-11,(-0.012652761540349283-0.15334675441748977j)
11,-10,(0.06137839666270273+0.04981842617166304j)
11,-9,(0.1564160457901872-0.09666187817571004j)
11,-8,(0.17243063774656578+0.016605102392906725j)
11,-7,(0.04067728478357026-0.021597381459562186j)
11,-6,(-0.04004098396255939+0.05797043872060985j)
11,-5,(-0.030410178800856995+0.13501148966605941j)
11,-4,(0.02018541966803012+0.15313628251663167j)
11,-3,(-0.003378424381997918+0.13746323179961892j)
11,-2,(-0.09258639399853728-0.12051896117747704j)
11,-1,(-0.015549094005414951-0.008278746624980463j)
11,0,(-0.17838127358335593+0j)
11,1,(0.015549094005414961-0.008278746624980467j)
