l,m,alm
0,0,(-0.2528712649562952+0j)
1,-1,(0.21001282155028572-0.3319327330205327j)
1,0,(-0.7108001204388777+0j)
1,1,(-0.21001282155028572-0.3319327330205327j)
2,-2,(-0.48503677667238887+0.12482405495831123j)
2,-1,(-0.050644746559535395+0.46586943934322855j)
2,0,(0.7926036587562534+0j)
2,1,(0.050644746559535415+0.4658694393432286j)
2,2,(-0.4850367766723888-0.12482405495831125j)
3,-3,(0.7216589804702859-0.2585634116492242j)
3,-2,(0.004949535590156202-0.17931470242502845j)
3,-1,(-0.3333172564995055+0.24554682341933567j)
3,0,(-1.2223075138816506+0j)
3,1,(0.33331725649950555+0.24554682341933567j)
3,2,(0.004949535590156223+0.1793147024250284j)
3,3,(-0.7216589804702859-0.2585634116492242j)
4,-4,(0.11457502901386732-0.42333156482495543j)
4,-3,(0.09741131416349907-0.0380401093238403j)
4,-2,(0.3066007414902983-0.30900370989869175j)
4,-1,(0.10322166745177873+0.2703909509060073j)
4,0,(-0.34459704678992265+0j)
4,1,(-0.10322166745177869+0.2703909509060073j)
4,2,(0.30660074149029826+0.30900370989869175j)
4,3,(-0.0974113141634991-0.03804010932384028j)
4,4,(0.11457502901386736+0.42333156482495543j)
5,-5,(-0.3144202476563885-0.5596410639750206j)
5,-4,(-0.1694387075081618+0.21187436502902943j)
5,-3,(-0.4671503321988289-0.19022740471368488j)
5,-2,(-0.18507521153842577+0.27514139510898494j)
5,-1,(-0.19862146381832163+0.04585642568692325j)
5,0,(-0.8263461855810841+0j)
5,1,(0.19862146381832158+0.045856425686923295j)
5,2,(-0.1850752115384258-0.275141395108985j)
5,3,(0.4671503321988289-0.1902274047136848j)
5,4,(-0.1694387075081618-0.21187436502902948j)
5,5,(0.3144202476563885-0.5596410639750206j)
6,-6,(-0.6458605125261412+0.9535115671528024j)
6,-5,(0.3061142177524547-0.2386039376197014j)
6,-4,(-0.4519590440659203+0.4336264725158404j)
6,-3,(-0.0665037592904428-0.10610320491707215j)
6,-2,(-0.2955822836990842-0.01753168349070942j)
6,-1,(0.10553981101027478-0.3806801673734031j)
6,0,(-0.16546157932776667+0j)
6,1,(-0.10553981101027479-0.3806801673734031j)
6,2,(-0.2955822836990841+0.01753168349070941j)
6,3,(0.06650375929044285-0.10610320491707216j)
6,4,(-0.4519590440659203-0.4336264725158404j)
6,5,(-0.3061142177524546-0.2386039376197014j)
6,6,(-0.6458605125261411-0.9535115671528022j)
7,-7,(0.3339208966421933+1.3222502220019698j)
7,-6,(0.44963033489727755-0.33683444036084903j)
7,-5,(0.12272537264255656+0.3373856904992543j)
7,-4,(0.22035404920858545-0.06866701110065827j)
7,-3,(0.3519597681425804+0.10340871990609528j)
7,-2,(-0.044161704596087904+0.05122422014209653j)
7,-1,(0.1978743745156391+0.3077543315973829j)
7,0,(-0.7291528858099346+0j)
7,1,(-0.1978743745156391+0.3077543315973829j)
7,2,(-0.04416170459608792-0.05122422014209653j)
7,3,(-0.3519597681425804+0.10340871990609529j)
7,4,(0.22035404920858545+0.06866701110065827j)
7,5,(-0.12272537264255653+0.33738569049925426j)
7,6,(0.44963033489727744+0.33683444036084903j)
7,7,(-0.3339208966421933+1.3222502220019698j)
8,-8,(0.3190669376213617+0.3231565178123695j)
8,-7,(0.0003865235318884425-0.46911247423213487j)
8,-6,(0.40554232371890303-0.2559943230543027j)
8,-5,(-0.3522101533516266+0.08035355346464704j)
8,-4,(0.5297126290404204-0.29776572859327494j)
8,-3,(-0.3591049451077504-0.03107892779607058j)
8,-2,(0.1870233993934062+0.19035212631316964j)
8,-1,(-0.05249295571866891-0.13890502213326864j)
8,0,(-0.2176549775032343+0j)
8,1,(0.052492955718668924-0.1389050221332687j)
8,2,(0.1870233993934062-0.19035212631316964j)
8,3,(0.3591049451077504-0.03107892779607057j)
8,4,(0.5297126290404204+0.29776572859327494j)
8,5,(0.35221015335162664+0.08035355346464702j)
8,6,(0.40554232371890303+0.2559943230543027j)
8,7,(-0.0003865235318884166-0.4691124742321348j)
8,8,(0.3190669376213616-0.3231565178123695j)
9,-9,(-0.4745643984238736-1.0294092297875916j)
9,-8,(-0.02137839455068324+0.051169878715690155j)
9,-7,(-0.43269606810191047-0.5151703795008504j)
9,-6,(-0.21991175080095024+0.4240218598781141j)
9,-5,(0.016698641202670783-0.36986501668585003j)
9,-4,(-0.06854156633088399+0.11038828428685538j)
9,-3,(-0.1546878477913633+0.08246329815198306j)
9,-2,(0.295227750870794+0.16029600852089404j)
9,-1,(-0.07920894144798483-0.2087294399673187j)
9,0,(-0.22246199074084547+0j)
9,1,(0.07920894144798488-0.2087294399673187j)
9,2,(0.2952277508707941-0.16029600852089407j)
9,3,(0.15468784779136327+0.08246329815198306j)
9,4,(-0.06854156633088403-0.11038828428685539j)
9,5,(-0.016698641202670773-0.36986501668585003j)
9,6,(-0.21991175080095027-0.42402185987811397j)
9,7,(0.4326960681019103-0.5151703795008503j)
9,8,(-0.02137839455068325-0.0511698787156902j)
9,9,(0.4745643984238736-1.0294092297875919j)
10,-10,(-1.7513506437989235-0.17614664559395163j)
10,-9,(0.3938548590320286+0.0727375387106561j)
10,-8,(-0.41176124307672524-0.09301047648647881j)
10,-7,(-0.07616921837255858+0.5258410423170754j)
10,-6,(-0.2787461779452112-0.0698511480451489j)
10,-5,(0.07471814274639496+0.126561987902419j)
10,-4,(-0.4449951294786015+0.354649325010905j)
10,-3,(0.3108939031442462+0.16891864840976367j)
10,-2,(-0.13803112506346826+0.022231856170085412j)
10,-1,(-0.1036251908143941-0.12666542043480558j)
10,0,(-0.2933425196348951+0j)
10,1,(0.10362519081439409-0.1266654204348056j)
10,2,(-0.1380311250634683-0.022231856170085412j)
10,3,(-0.31089390314424614+0.16891864840976367j)
10,4,(-0.4449951294786015-0.354649325010905j)
10,5,(-0.07471814274639497+0.126561987902419j)
10,6,(-0.27874617794521134+0.0698511480451489j)
10,7,(0.07616921837255858+0.5258410423170753j)
10,8,(-0.41176124307672524+0.09301047648647882j)
10,9,(-0.3938548590320286+0.07273753871065601j)
10,10,(-1.7513506437989235+0.17614664559395155j)
11,-11,(-0.3623437022997904+0.9213240936282567j)
11,-10,(0.9018959645440261+0.5864384704549176j)
11,-9,(0.11342605574714884+0.5450197596175308j)
11,-8,(0.29981062867524194-0.01493902082464878j)
11,-7,(0.16070623533251308+0.4918236413941455j)
11,-6,(0.3121136127073793-0.18484766431154415j)
11,-5,(-0.06599192652246648+0.18617628599593353j)
11,-4,(0.19703722159562742-0.15814826985705885j)
11,-3,(-0.1442447589112981+0.03891064887022515j)
11,-2,(-0.04771858272439132-0.11273734595613179j)
11,-1,(0.27384412406842057+0.0888954458682262j)
11,0,(-0.37509384326401823+0j)
11,1,(-0.27384412406842057+0.0888954458682262j)
11,2,(-0.047718582724391355+0.11273734595613179j)
11,3,(0.1442447589112981+0.038910648870225155j)
11,4,(0.19703722159562742+0.15814826985705885j)
11,5,(0.06599192652246648+0.1861762859959335j)
11,6,(0.3121136127073793+0.18484766431154412j)
11,7,(-0.16070623533251308+0.49182364139414547j)
11,8,(0.29981062867524194+0.01493902082464878j)
11,9,(-0.11342605574714888+0.5450197596175308j)
11,10,(0.9018959645440261-0.5864384704549177j)
11,11,(0.3623437022997903+0.9213240936282565j)
12,-12,(1.1838582092580852+0.03266371791518139j)
12,-11,(0.18292522634482633+0.13335612040829595j)
12,-10,(1.1087340932677743+0.1731201786316354j)
12,-9,(-0.5660348780180929-0.1627930040427092j)
12,-8,(0.6098439711359446-0.06958159906947137j)
12,-7,(-0.0463966954650214-0.5912495992976728j)
12,-6,(0.265432740365108+0.024242119609604373j)
12,-5,(-0.024093927289909868-0.09198480285220767j)
12,-4,(0.3015992741990201-0.31724533729168825j)
12,-3,(-0.21339662108849092-0.08036425386474413j)
12,-2,(0.3741579584409043+0.13421165058960516j)
12,-1,(-0.19883140384988987-0.014361408234198536j)
12,0,(0.05865317284969621+0j)
12,1,(0.19883140384988993-0.014361408234198536j)
12,2,(0.3741579584409043-0.13421165058960516j)
12,3,(0.21339662108849083-0.08036425386474409j)
12,4,(0.3015992741990202+0.31724533729168825j)
12,5,(0.024093927289909854-0.09198480285220768j)
12,6,(0.26543274036510794-0.024242119609604342j)
12,7,(0.0463966954650214-0.5912495992976728j)
12,8,(0.6098439711359446+0.06958159906947137j)
12,9,(0.5660348780180928-0.16279300404270916j)
12,10,(1.1087340932677743-0.1731201786316354j)
12,11,(-0.18292522634482633+0.13335612040829595j)
12,12,(1.1838582092580854-0.032663717915181474j)
13,-13,(1.4374176118301611-1.651346963172091j)
13,-12,(-1.0403231030453213+0.08735861480879552j)
13,-11,(0.2832534882400322-0.7301380248343404j)
13,-10,(-0.7446852736432137-0.2894855603483889j)
13,-9,(0.19177943650517326-0.1767201075657388j)
13,-8,(-0.23542500665161545-0.005938871596261816j)
13,-7,(-0.03606355173717801-0.19987759526540919j)
13,-6,(-0.37665591664496734+0.24651026887631775j)
13,-5,(0.12273948723956256-0.23509767132579024j)
13,-4,(-0.33225562613879384+0.28167193745682967j)
13,-3,(0.10001438772513227+0.10018392906679437j)
13,-2,(-0.07252536177343853-0.018727177503377452j)
13,-1,(-0.21269886976934724-0.20048740576500995j)
13,0,(0.0827122961062046+0j)
13,1,(0.21269886976934718-0.2004874057650099j)
13,2,(-0.07252536177343852+0.01872717750337747j)
13,3,(-0.10001438772513224+0.10018392906679437j)
13,4,(-0.33225562613879384-0.2816719374568296j)
13,5,(-0.12273948723956259-0.2350976713257902j)
13,6,(-0.37665591664496734-0.24651026887631775j)
13,7,(0.036063551737178-0.1998775952654091j)
13,8,(-0.23542500665161548+0.005938871596261811j)
13,9,(-0.1917794365051732-0.17672010756573886j)
13,10,(-0.7446852736432137+0.2894855603483889j)
13,11,(-0.2832534882400322-0.7301380248343404j)
13,12,(-1.0403231030453215-0.0873586148087955j)
13,13,(-1.437417611830161-1.6513469631720905j)
14,-14,(-0.4413267160211764-1.1307212056693043j)
14,-13,(-0.61232450258322+0.46014311758079024j)
14,-12,(-0.41339946278028616-0.5139096452575302j)
14,-11,(-0.26613355613276857+0.23079440353839767j)
14,-10,(-0.5511582093318518+0.026485285870468552j)
14,-9,(0.21123514882576147+0.43439495062560374j)
14,-8,(-0.6785862392082612+0.05141067830737435j)
14,-7,(0.028509554910593392+0.5322872261769682j)
14,-6,(-0.2208544545704027+0.07428930912274792j)
14,-5,(-0.07678229317179204+0.177934122505424j)
14,-4,(-0.3687288961528997+0.1725966643818538j)
