l,m,alm
0,0,(-0.9163208123958951+0j)
1,-1,(0.2519111706347795-0.9745418069415716j)
1,0,(0.6552858909498024+0j)
1,1,(-0.2519111706347795-0.9745418069415716j)
2,-2,(0.7979015363837513-0.11448855657662545j)
2,-1,(-0.5363799457004913+0.4731076898783785j)
2,0,(0.9807329347675396+0j)
2,1,(0.5363799457004915+0.47310768987837865j)
2,2,(0.7979015363837514+0.11448855657662578j)
3,-3,(0.5579561856019791+0.8197231736951234j)
3,-2,(-0.5951307043025599+1.1397307086642001j)
3,-1,(-0.5006185241608719-1.2771048981719588j)
3,0,(-1.3116281473444844+0j)
3,1,(0.500618524160872-1.2771048981719588j)
3,2,(-0.59513070430256-1.1397307086642j)
3,3,(-0.557956185601979+0.8197231736951234j)
4,-4,(-1.155125095324612+0.34281123302106814j)
4,-3,(-2.5212147692022424-1.0179472702186159j)
4,-2,(0.037892002348944985+1.1082292543999952j)
4,-1,(0.6670641942110064-0.3130339956565559j)
4,0,(0.19620345637813522+0j)
4,1,(-0.6670641942110064-0.31303399565655615j)
4,2,(0.03789200234894507-1.108229254399995j)
4,3,(2.5212147692022424-1.0179472702186159j)
4,4,(-1.155125095324612-0.3428112330210682j)
5,-5,(-2.3377724572984087-0.9819757790975994j)
5,-4,(1.264304849691129-1.8159360068377668j)
5,-3,(-0.18070601316933801+1.5020765925151345j)
5,-2,(0.877293029577879-0.6202207855297353j)
5,-1,(-0.001226647614050385+1.2643137918508016j)
5,0,(2.1908562460036647+0j)
5,1,(0.001226647614050385+1.2643137918508014j)
5,2,(0.8772930295778791+0.6202207855297353j)
5,3,(0.18070601316933801+1.5020765925151345j)
5,4,(1.264304849691129+1.8159360068377668j)
5,5,(2.3377724572984078-0.9819757790975993j)
6,-6,(-3.2493227666729196+0.06265725873894708j)
6,-5,(4.5568539647676225-0.24551339566032113j)
6,-4,(-0.21787345901942035+4.012305497715999j)
6,-3,(-0.28568399151612506-1.2861538418481826j)
6,-2,(-0.7220854890189278-0.20556582564938675j)
6,-1,(-1.3443303066355827-1.2056850094523992j)
6,0,(-0.041986021804954844+0j)
6,1,(1.3443303066355827-1.2056850094523994j)
6,2,(-0.722085489018928+0.20556582564938689j)
6,3,(0.28568399151612495-1.2861538418481826j)
6,4,(-0.21787345901942043-4.012305497715999j)
6,5,(-4.5568539647676225-0.24551339566032096j)
6,6,(-3.2493227666729196-0.06265725873894724j)
7,-7,(-0.7444649927047341+1.7841987864074629j)
7,-6,(5.4018380524006275+0.9454495769539374j)
7,-5,(-1.83957325053517-0.406014012786581j)
7,-4,(-0.916121131454995-3.567336222139946j)
7,-3,(0.013888538399145767-0.090470268873952j)
7,-2,(-0.854294781762259-0.5416466333746196j)
7,-1,(0.27737980620650166+0.5071234379461855j)
7,0,(0.29986963219942103+0j)
7,1,(-0.27737980620650177+0.5071234379461854j)
7,2,(-0.8542947817622591+0.5416466333746196j)
7,3,(-0.013888538399145644-0.09047026887395179j)
7,4,(-0.916121131454995+3.5673362221399474j)
7,5,(1.8395732505351696-0.40601401278658117j)
7,6,(5.401838052400627-0.9454495769539373j)
7,7,(0.7444649927047343+1.7841987864074629j)
8,-8,(3.478609543493369-0.13688804767451104j)
8,-7,(-0.2408001457811522+0.37581013239882766j)
8,-6,(-5.6471589174025+0.5234283492960353j)
8,-5,(-1.3538099892875397-2.859954618719566j)
8,-4,(1.29090335285512+0.8439423049005802j)
8,-3,(0.4102869135344252+0.4436936412947203j)
8,-2,(1.1094583392172368-1.2229848057389514j)
8,-1,(0.7654335934026963+1.2929760958300718j)
8,0,(-0.01803053990832622+0j)
8,1,(-0.7654335934026967+1.292976095830072j)
8,2,(1.1094583392172366+1.2229848057389512j)
8,3,(-0.4102869135344253+0.44369364129472044j)
8,4,(1.2909033528551197-0.8439423049005802j)
8,5,(1.35380998928754-2.859954618719566j)
8,6,(-5.6471589174025-0.5234283492960352j)
8,7,(0.24080014578115194+0.37581013239882766j)
8,8,(3.478609543493369+0.13688804767451096j)
9,-9,(1.9774922841099736-2.5330346644287856j)
9,-8,(-7.490581163484248-0.5369466386305419j)
9,-7,(-0.198869589838562-0.25558387863993604j)
9,-6,(2.379376920162207+0.46476559847365023j)
9,-5,(1.115995848555319+1.418511008539602j)
9,-4,(-0.6551181174831688+1.296950106798022j)
9,-3,(0.36809872610813277-1.4358340142631667j)
9,-2,(0.36374343771433126-0.1282667179864569j)
9,-1,(0.26161802879876994-1.2480063893038649j)
9,0,(0.7193456414058771+0j)
9,1,(-0.2616180287987699-1.2480063893038653j)
9,2,(0.3637434377143314+0.12826671798645686j)
9,3,(-0.3680987261081326-1.4358340142631667j)
9,4,(-0.655118117483169-1.2969501067980223j)
9,5,(-1.1159958485553192+1.4185110085396018j)
9,6,(2.3793769201622075-0.4647655984736504j)
9,7,(0.19886958983856218-0.2555838786399361j)
9,8,(-7.490581163484248+0.5369466386305423j)
9,9,(-1.9774922841099736-2.533034664428785j)
10,-10,(-1.5828810190563098+1.0462763052052815j)
10,-9,(-3.1175931759303293+3.762570121403216j)
10,-8,(5.966394467247424+0.48879799419636455j)
10,-7,(-0.10426167504011341+2.976503542394771j)
10,-6,(0.06103862361730548+0.030194249339677817j)
10,-5,(-1.6340595759468028-1.6243390413917427j)
10,-4,(-0.6825159538881092-3.892225479888344j)
10,-3,(1.0853680914872132+0.8875114592821541j)
10,-2,(-0.8641582795438689+0.8705549542093682j)
10,-1,(0.9030608713791373-0.3173430362604863j)
