l,m,alm
0,0,(-0.3192556826030108+0j)
1,-1,(-0.18088748920333922+1.1685561688121533j)
1,0,(0.4696109616830342+0j)
1,1,(0.18088748920333922+1.1685561688121533j)
2,-2,(0.8187206367067712-0.8147406086511719j)
2,-1,(-0.2613489745439109-1.0099871038784938j)
2,0,(-0.5542673966768273+0j)
2,1,(0.26134897454391093-1.0099871038784938j)
2,2,(0.8187206367067711+0.8147406086511717j)
3,-3,(-2.726037729516957+3.0381111908369927j)
3,-2,(-0.5236096125688029+1.5322056405180715j)
3,-1,(0.7458726764580417+0.17023887097975565j)
3,0,(-1.9659739916178607+0j)
3,1,(-0.7458726764580419+0.17023887097975565j)
3,2,(-0.523609612568803-1.5322056405180713j)
3,3,(2.726037729516957+3.0381111908369927j)
4,-4,(0.7239291392078756-1.6975634144751226j)
4,-3,(2.288709692947678+3.2867539689696477j)
4,-2,(-0.8562796796122429-0.3523225091443615j)
4,-1,(0.11975226198445642+0.42877323487794367j)
4,0,(-0.16824726892077288+0j)
4,1,(-0.11975226198445642+0.42877323487794367j)
4,2,(-0.8562796796122428+0.3523225091443615j)
4,3,(-2.288709692947678+3.286753968969647j)
4,4,(0.7239291392078756+1.6975634144751226j)
5,-5,(-2.372163171961206+3.0478595675599265j)
5,-4,(-0.5046015091633123-1.0779793005593954j)
5,-3,(-0.8066769339023334+1.7921213139611583j)
5,-2,(1.2291145325977606-1.3509090604930907j)
5,-1,(0.8802312577738975+0.5880386968266227j)
5,0,(2.131171317433353+0j)
5,1,(-0.8802312577738972+0.5880386968266226j)
5,2,(1.2291145325977606+1.3509090604930907j)
5,3,(0.8066769339023333+1.792121313961158j)
5,4,(-0.5046015091633123+1.0779793005593954j)
5,5,(2.3721631719612057+3.0478595675599265j)
6,-6,(0.005340758423164575+0.46061858878976075j)
6,-5,(1.4914224939432723+1.178149624501043j)
6,-4,(-1.4052061922637176-1.7589181599811086j)
6,-3,(1.0040862981863043-0.5289145130689977j)
6,-2,(0.46307169574027235+0.20643193284570863j)
6,-1,(-0.26429907424378823+0.6485097423923305j)
6,0,(0.8627261522417848+0j)
6,1,(0.2642990742437882+0.6485097423923305j)
6,2,(0.4630716957402727-0.20643193284570857j)
6,3,(-1.0040862981863041-0.5289145130689977j)
6,4,(-1.4052061922637173+1.7589181599811086j)
6,5,(-1.4914224939432723+1.178149624501043j)
6,6,(0.00534075842316474-0.4606185887897606j)
7,-7,(-2.026346833676706+2.26045982571336j)
7,-6,(-2.9599435240551895-0.39614202587771447j)
7,-5,(-0.7625747564091405+1.0513336984980892j)
7,-4,(-1.38231384437537-1.496348020533059j)
7,-3,(1.9553321640596217-1.3272118057346305j)
7,-2,(0.45918637773641+0.7513374503109731j)
7,-1,(-1.3449499170305226-0.6252835018710952j)
7,0,(-1.081826082150841+0j)
7,1,(1.344949917030523-0.6252835018710953j)
7,2,(0.4591863777364099-0.7513374503109731j)
7,3,(-1.9553321640596213-1.3272118057346303j)
7,4,(-1.3823138443753702+1.4963480205330593j)
7,5,(0.7625747564091405+1.051333698498089j)
7,6,(-2.9599435240551895+0.39614202587771447j)
7,7,(2.0263468336767065+2.26045982571336j)
8,-8,(0.7517101603929964+2.502210041088104j)
8,-7,(-0.5932991566892664+1.7101227722250874j)
8,-6,(1.6326476692623593+2.008350708652963j)
8,-5,(1.0992492756363947-1.7438244607910662j)
8,-4,(-1.0288434656888439+0.08013187850441904j)
8,-3,(-1.5532554670230563+0.722296266868986j)
8,-2,(0.5203425296514306+0.9186177199478123j)
8,-1,(0.026689687741960736+0.09454450490185874j)
8,0,(-0.4265773113924413+0j)
8,1,(-0.026689687741960778+0.09454450490185874j)
8,2,(0.5203425296514305-0.9186177199478123j)
8,3,(1.5532554670230563+0.722296266868986j)
8,4,(-1.0288434656888439-0.08013187850441904j)
8,5,(-1.0992492756363947-1.743824460791067j)
8,6,(1.6326476692623593-2.008350708652963j)
8,7,(0.5932991566892664+1.7101227722250874j)
8,8,(0.7517101603929962-2.502210041088104j)
9,-9,(-1.7196076639400106-0.4247518020660257j)
9,-8,(0.5048683724256742-3.411698266805595j)
9,-7,(-1.252441731150815+2.2252992480531995j)
9,-6,(0.13297454156730232+1.001531595078713j)
9,-5,(1.1144795835242407-1.149126802559042j)
9,-4,(-0.6444382698681539-0.3159776208963655j)
9,-3,(-0.9753640790998193+0.8627629140265317j)
9,-2,(-1.276831483267895-0.482071227674806j)
9,-1,(0.9677354149461677-0.13191988653638106j)
9,0,(0.0006386206950740858+0j)
9,1,(-0.9677354149461679-0.13191988653638106j)
9,2,(-1.2768314832678953+0.48207122767480604j)
9,3,(0.9753640790998196+0.8627629140265318j)
9,4,(-0.6444382698681539+0.3159776208963656j)
9,5,(-1.1144795835242407-1.149126802559042j)
9,6,(0.13297454156730232-1.0015315950787131j)
9,7,(1.252441731150815+2.225299248053199j)
9,8,(0.5048683724256743+3.411698266805595j)
9,9,(1.7196076639400106-0.4247518020660258j)
10,-10,(-1.2997382191366786+1.0315944580018472j)
10,-9,(-4.468476512364023-1.475870064094097j)
10,-8,(3.1350235990794544+1.844077431312338j)
