l,m,alm
0,0,(1.3433480602855816+0j)
1,-1,(0.08142427887819448-1.09513248944655j)
1,0,(0.4785228123394175+0j)
1,1,(-0.08142427887819448-1.09513248944655j)
2,-2,(-0.3540960806405627-1.0534557840026557j)
2,-1,(0.24339085476830435+0.46534898745592423j)
2,0,(-1.9768650813378406+0j)
2,1,(-0.24339085476830435+0.4653489874559244j)
2,2,(-0.3540960806405627+1.0534557840026562j)
3,-3,(2.9023803694009622+0.8890206751672795j)
3,-2,(-1.9279546844388573+0.07394659867588717j)
3,-1,(0.21642967930098664+0.02473305780723001j)
3,0,(-2.672019245447992+0j)
3,1,(-0.2164296793009866+0.024733057807230063j)
3,2,(-1.9279546844388569-0.07394659867588717j)
3,3,(-2.9023803694009622+0.8890206751672795j)
4,-4,(-2.17988341094624+3.215369091567667j)
4,-3,(1.4786685511594273+2.4526134473458088j)
4,-2,(-0.29083986371139386-0.9495668337997732j)
4,-1,(-1.0198199407569524-0.31583837468380505j)
4,0,(0.6922451979215047+0j)
4,1,(1.019819940756952-0.31583837468380493j)
4,2,(-0.2908398637113938+0.9495668337997732j)
4,3,(-1.4786685511594269+2.4526134473458088j)
4,4,(-2.17988341094624-3.215369091567667j)
5,-5,(-1.124451042462336-0.7351155656106917j)
5,-4,(-3.5407191358171453+1.7738490028931773j)
5,-3,(-0.08189368771357222+0.9501996495571319j)
5,-2,(1.0537658431326513+0.839872664965724j)
5,-1,(-1.119899228056288-0.5188216844534554j)
5,0,(3.667698968990025+0j)
5,1,(1.1198992280562878-0.5188216844534553j)
5,2,(1.0537658431326515-0.839872664965724j)
5,3,(0.08189368771357236+0.9501996495571319j)
5,4,(-3.5407191358171453-1.7738490028931766j)
5,5,(1.124451042462336-0.7351155656106916j)
6,-6,(2.182229639626375-1.857139223028048j)
6,-5,(2.2759810259235422-3.1672507322742134j)
6,-4,(0.5106387729727385+1.6601266223738766j)
6,-3,(-0.9645753291929859-2.2553521282755753j)
6,-2,(0.626358271692509+1.1734632687424633j)
6,-1,(0.46916613512108657+0.5550698415052117j)
6,0,(0.8114025303007657+0j)
6,1,(-0.4691661351210866+0.5550698415052115j)
6,2,(0.626358271692509-1.1734632687424633j)
6,3,(0.9645753291929859-2.2553521282755753j)
6,4,(0.5106387729727386-1.6601266223738766j)
6,5,(-2.2759810259235422-3.1672507322742134j)
6,6,(2.182229639626375+1.857139223028048j)
7,-7,(1.2539055076192989-1.0820309557270642j)
7,-6,(6.96530215986539+1.3545933041660976j)
7,-5,(-0.12481516301899069+0.3215851014091613j)
7,-4,(3.4268240592385393-1.1292561351626451j)
7,-3,(-0.9395902834074474-1.4805546689890454j)
7,-2,(0.4440823324340811-0.5018298514723342j)
7,-1,(0.5840896254778061+0.06471769036033831j)
7,0,(-3.150974540691669+0j)
7,1,(-0.5840896254778062+0.06471769036033843j)
7,2,(0.4440823324340811+0.5018298514723342j)
7,3,(0.9395902834074474-1.4805546689890454j)
7,4,(3.4268240592385397+1.1292561351626451j)
7,5,(0.12481516301899036+0.3215851014091613j)
7,6,(6.96530215986539-1.3545933041660976j)
7,7,(-1.2539055076192989-1.0820309557270644j)
8,-8,(-0.7841657337374233+1.3255691074757203j)
8,-7,(-3.2840777439057978-0.5678476118255843j)
8,-6,(0.20359753356752328+1.3758183991854789j)
8,-5,(1.089058394752014+2.171021729956167j)
8,-4,(-0.28503711509611707-3.1930269901524633j)
8,-3,(0.9758174013635114+0.6071102415713768j)
8,-2,(-0.4604835749131902-0.8071210861823234j)
8,-1,(0.4396919937888693-0.3771307396213084j)
8,0,(-2.0508886289446076+0j)
8,1,(-0.4396919937888694-0.37713073962130844j)
8,2,(-0.4604835749131902+0.8071210861823234j)
8,3,(-0.9758174013635114+0.607110241571377j)
8,4,(-0.28503711509611657+3.193026990152462j)
8,5,(-1.0890583947520147+2.1710217299561676j)
8,6,(0.20359753356752336-1.375818399185479j)
8,7,(3.2840777439057978-0.5678476118255843j)
8,8,(-0.7841657337374235-1.3255691074757203j)
9,-9,(2.3575650844354916-0.5112641232345091j)
9,-8,(-3.9455532768511423-0.018249905955941784j)
9,-7,(-2.7763742118223225-0.9102765822012767j)
9,-6,(-4.249409504860709+0.22931015103094812j)
9,-5,(2.1059561055815545-1.0208731840261258j)
9,-4,(-2.112574065267161-0.5953296200238166j)
9,-3,(2.2762014138965068-0.03836991830758791j)
9,-2,(-0.5935901365995951+0.1250005747746922j)
9,-1,(-0.07094375714651825+0.4165910365673712j)
9,0,(1.2756938509218612+0j)
9,1,(0.07094375714651834+0.4165910365673712j)
9,2,(-0.5935901365995951-0.12500057477469226j)
9,3,(-2.276201413896507-0.03836991830758799j)
9,4,(-2.112574065267162+0.5953296200238165j)
9,5,(-2.1059561055815537-1.0208731840261258j)
9,6,(-4.24940950486071-0.22931015103094796j)
9,7,(2.7763742118223225-0.9102765822012767j)
9,8,(-3.9455532768511423+0.018249905955942447j)
9,9,(-2.3575650844354925-0.5112641232345092j)
10,-10,(2.2727014849480285+1.4473784394262887j)
10,-9,(7.982929930399948+2.300811912656259j)
10,-8,(-4.27230427318486+4.393522660415841j)
10,-7,(-1.0131879819018668-2.122459610459175j)
10,-6,(-0.5336260981859456+0.701435361676063j)
10,-5,(-1.0600462206523211-2.440694332780861j)
10,-4,(1.0233516652900343+1.4528697630618066j)
10,-3,(-1.1071690241142864+0.006815355159415437j)
10,-2,(0.49793648494193515+0.9680409771211737j)
10,-1,(-0.2577670281620059+0.3985261942579801j)
10,0,(2.4465098958094273+0j)
10,1,(0.25776702816200586+0.3985261942579799j)
10,2,(0.497936484941935-0.9680409771211737j)
10,3,(1.1071690241142864+0.006815355159415437j)
10,4,(1.023351665290034-1.452869763061807j)
10,5,(1.0600462206523213-2.440694332780861j)
10,6,(-0.5336260981859452-0.701435361676063j)
10,7,(1.013187981901866-2.122459610459175j)
10,8,(-4.272304273184861-4.393522660415841j)
10,9,(-7.982929930399948+2.300811912656259j)
10,10,(2.2727014849480285-1.4473784394262887j)
11,-11,(1.842441440787214+2.8254907542769017j)
11,-10,(-1.3402231371710354+4.12768006290835j)
11,-9,(3.611503389053623+0.7464097746549504j)
11,-8,(-0.3301932748050439+4.368623999541584j)
11,-7,(-2.107286764224449+0.6383371256607662j)
11,-6,(1.9201364850922986-0.8112560892904197j)
11,-5,(-1.5066736168157633-0.44444722090942246j)
11,-4,(0.4407703518350477+0.04918390352811136j)
11,-3,(-2.7346996874595013+0.34563545372911986j)
11,-2,(-0.01197543931000933-0.2443464687242777j)
11,-1,(0.20489707389608042+0.6273658598039507j)
11,0,(0.42264429620602717+0j)
11,1,(-0.20489707389608042+0.6273658598039507j)
11,2,(-0.011975439310009267+0.24434646872427768j)
11,3,(2.7346996874595026+0.34563545372912j)
11,4,(0.4407703518350477-0.049183903528111195j)
11,5,(1.5066736168157633-0.44444722090942246j)
11,6,(1.9201364850922986+0.8112560892904197j)
11,7,(2.107286764224449+0.638337125660766j)
11,8,(-0.33019327480504373-4.368623999541585j)
11,9,(-3.611503389053623+0.7464097746549504j)
11,10,(-1.340223137171035-4.127680062908349j)
11,11,(-1.842441440787214+2.8254907542769017j)
12,-12,(-2.4775519021371113+2.2878204661292703j)
12,-11,(-3.1662849355784295-2.399721238970728j)
12,-10,(0.40724416066231206-3.2694648422756045j)
12,-9,(0.3508869009212105+2.0512708938716973j)
12,-8,(-0.4800090039020136-0.1447913707044783j)
12,-7,(-1.2434967394898921+2.9437504375078847j)
12,-6,(1.6895793887342376-2.3591532704219738j)
12,-5,(1.0420416901829297+0.27326843281517527j)
12,-4,(-1.5474059765802366-0.43167845935704463j)
12,-3,(0.23325421290947762+0.30584497702206936j)
12,-2,(-0.4454557619213598-1.106365999873639j)
12,-1,(0.2063749533828417-0.9274492371581109j)
12,0,(-1.5170067366576818+0j)
12,1,(-0.20637495338284179-0.9274492371581109j)
12,2,(-0.4454557619213599+1.1063659998736388j)
12,3,(-0.23325421290947745+0.30584497702206936j)
12,4,(-1.547405976580237+0.43167845935704463j)
12,5,(-1.0420416901829297+0.2732684328151754j)
12,6,(1.6895793887342372+2.3591532704219738j)
12,7,(1.2434967394898921+2.943750437507885j)
12,8,(-0.4800090039020136+0.14479137070447823j)
12,9,(-0.3508869009212105+2.0512708938716973j)
