l,m,alm
0,0,(0.7994649317757955+0j)
1,-1,(0.17727178668511567-1.8241241603423106j)
1,0,(-1.3760080709262137+0j)
1,1,(-0.17727178668511567-1.8241241603423106j)
2,-2,(-3.0996943960060275-3.1684179403367136j)
2,-1,(1.6636984532399994+0.07171268717188209j)
2,0,(-3.3506152759816006+0j)
2,1,(-1.6636984532399997+0.07171268717188217j)
2,2,(-3.099694396006028+3.1684179403367145j)
3,-3,(-2.9477720241315275+5.670332467597632j)
3,-2,(-1.3486510927585689-2.485209753253526j)
3,-1,(0.293774498318731+0.4792069255726902j)
3,0,(-2.8083850681188474+0j)
3,1,(-0.293774498318731+0.4792069255726902j)
3,2,(-1.3486510927585684+2.485209753253526j)
3,3,(2.9477720241315275+5.670332467597631j)
4,-4,(3.8701624081974044-3.179929726749491j)
4,-3,(-1.8597778851507287+1.7639511389421896j)
4,-2,(1.1212554991761798+0.9864269812241546j)
4,-1,(-1.1179410749071306-0.7064642651218809j)
4,0,(0.793829312536723+0j)
4,1,(1.1179410749071303-0.7064642651218809j)
4,2,(1.1212554991761798-0.9864269812241546j)
4,3,(1.8597778851507287+1.7639511389421896j)
4,4,(3.8701624081974044+3.17992972674949j)
5,-5,(-1.5914219589541048-3.146823313790997j)
5,-4,(4.587392527210813+2.5165816002454413j)
5,-3,(2.2631845150492804-2.3336574356889117j)
5,-2,(0.6950583570836477+1.6133012666953408j)
5,-1,(-0.09229967225117036-1.135261324192406j)
5,0,(3.7793805598507304+0j)
5,1,(0.09229967225117029-1.135261324192406j)
5,2,(0.6950583570836477-1.6133012666953408j)
5,3,(-2.2631845150492804-2.3336574356889113j)
5,4,(4.587392527210813-2.516581600245442j)
5,5,(1.5914219589541045-3.146823313790997j)
6,-6,(-4.3682115546512446-0.752965107335341j)
6,-5,(3.0396791772276863-1.792097444660714j)
6,-4,(-1.1737311643670578-0.3557391543282005j)
6,-3,(1.3250552644817957+0.2544269054880734j)
6,-2,(0.6706557464060072-0.3808524698406052j)
6,-1,(1.8359802721784062+0.31019234419468167j)
6,0,(1.0702418468797115+0j)
6,1,(-1.8359802721784066+0.3101923441946816j)
6,2,(0.6706557464060073+0.3808524698406054j)
6,3,(-1.325055264481796+0.2544269054880734j)
6,4,(-1.1737311643670578+0.3557391543282005j)
6,5,(-3.0396791772276863-1.792097444660714j)
6,6,(-4.3682115546512446+0.7529651073353407j)
7,-7,(0.9647633788276513+3.6781078377374024j)
7,-6,(1.870987033394415-0.6073686255197793j)
7,-5,(-1.5334049806418577+2.074439764375126j)
7,-4,(-4.335643402576031+0.13197324547626882j)
